# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -5.530259 eV
#    Energy (eV)      DOS 
         -4.46974141         31.91801236
         -4.45974141         36.95362429
         -4.44974141         31.91960520
         -4.43974141         17.52942454
         -4.42974141         12.14279449
         -4.41974141         19.65053105
         -4.40974141         71.21450474
         -4.39974141        100.52999331
         -4.38974141         20.71907734
         -4.37974141         22.71603349
         -4.36974141         30.65892363
         -4.35974141         32.94516551
         -4.34974141         35.23140739
         -4.33974141         37.51764927
         -4.32974141         39.80389115
         -4.31974141         26.52855406
         -4.30974141         20.98662986
         -4.29974141         19.49402271
         -4.28974141         17.40003121
         -4.27974141         23.21027939
         -4.26974141         29.10281144
         -4.25974141         26.11542287
         -4.24974141         23.12803430
         -4.23974141         25.61542396
         -4.22974141         22.47496676
         -4.21974141         19.40447060
         -4.20974141         16.50999469
         -4.19974141         15.96177534
         -4.18974141         24.55799016
         -4.17974141         39.59356659
         -4.16974141         43.42223862
         -4.15974141         40.64668929
         -4.14974141         31.90178203
         -4.13974141         56.61691701
         -4.12974141         43.84025811
         -4.11974141         35.41450381
         -4.10974141         32.89214125
         -4.09974141         37.39296900
         -4.08974141         52.78485917
         -4.07974141         42.71378304
         -4.06974141         43.76656005
         -4.05974141         66.01752643
         -4.04974141         55.74450205
         -4.03974141         48.80153892
         -4.02974141        110.76179471
         -4.01974141         59.16150882
         -4.00974141         70.75039652
         -3.99974141         31.38055774
         -3.98974141         34.53388430
         -3.97974141         45.03850235
         -3.96974141        104.18203309
         -3.95974141        115.93346337
         -3.94974141         64.89134070
         -3.93974141         39.87493291
         -3.92974141        152.78628377
         -3.91974141         57.98076533
         -3.90974141         73.46857027
         -3.89974141         82.87447842
         -3.88974141         72.91277470
         -3.87974141         83.79531803
         -3.86974141         73.02802181
         -3.85974141          0.00000000
         -3.84974141         44.77115312
         -3.83974141         37.87563761
         -3.82974141         82.46603537
         -3.81974141         43.82473315
         -3.80974141         51.16328809
         -3.79974141         97.19607530
         -3.78974141         56.88507254
         -3.77974141         61.73946998
         -3.76974141         79.97435116
         -3.75974141         72.08226523
         -3.74974141         80.83823333
         -3.73974141         50.96781122
         -3.72974141         43.87872052
         -3.71974141         38.15384384
         -3.70974141         32.42896715
         -3.69974141         26.70409047
         -3.68974141         30.53610507
         -3.67974141         30.11512286
         -3.66974141         31.57256307
         -3.65974141         48.31126156
         -3.64974141         39.60951468
         -3.63974141         32.72750094
         -3.62974141         29.44840735
         -3.61974141         31.46150894
         -3.60974141         47.63440790
         -3.59974141         40.59389435
         -3.58974141         49.33572767
         -3.57974141         48.40242346
         -3.56974141         48.14446992
         -3.55974141         41.73141087
         -3.54974141        252.69411856
         -3.53974141         90.37378754
         -3.52974141         78.73515967
         -3.51974141         58.67632832
         -3.50974141         42.28283315
         -3.49974141         33.88932672
         -3.48974141         64.85881516
         -3.47974141         34.46193475
         -3.46974141         23.24508278
         -3.45974141         55.75064236
         -3.44974141         49.87643707
         -3.43974141         44.00223178
         -3.42974141         38.12802650
         -3.41974141         47.07310871
         -3.40974141         42.86091475
         -3.39974141         39.89093008
         -3.38974141         36.92094542
         -3.37974141         51.52817612
         -3.36974141         23.86582316
         -3.35974141         34.36003815
         -3.34974141         33.72305312
         -3.33974141         33.53265723
         -3.32974141         33.34226134
         -3.31974141         50.54369265
         -3.30974141         60.87238303
         -3.29974141         52.20431623
         -3.28974141         50.63046039
         -3.27974141         42.99424972
         -3.26974141         43.13996709
         -3.25974141         43.71354008
         -3.24974141         40.31764635
         -3.23974141         43.14643245
         -3.22974141         32.79404204
         -3.21974141         27.97433971
         -3.20974141         16.55792077
         -3.19974141         14.78255379
         -3.18974141         13.00718680
         -3.17974141         11.23181981
         -3.16974141          9.45645282
         -3.15974141          9.89329305
         -3.14974141         14.34084959
         -3.13974141         22.05073523
