#  aims_uuid : E94FDBEE-3A84-4A73-A023-9594189A77CA                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -6.239253 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -3.76074661        0.35434891        0.00534843        0.31997294        0.02585020        0.00317734
       -3.75074661        0.34835018        0.00497164        0.31354617        0.02659928        0.00323310
       -3.74074661        0.34399374        0.00464144        0.30885670        0.02720628        0.00328931
       -3.73074661        0.34127958        0.00435782        0.30590455        0.02767122        0.00334598
       -3.72074661        0.34020771        0.00412079        0.30468972        0.02799410        0.00340311
       -3.71074661        0.30222372        0.00347511        0.26923972        0.02642313        0.00308577
       -3.70074661        0.32045111        0.00353609        0.28609760        0.02748931        0.00332811
       -3.69074661        0.33811472        0.00357569        0.30252913        0.02843621        0.00357368
       -3.68074661        0.35521453        0.00359391        0.31853431        0.02926384        0.00382248
       -3.67074661        0.55761132        0.00502285        0.49565011        0.04808160        0.00885676
       -3.66074661        0.47063174        0.00441852        0.42365437        0.03689768        0.00566117
       -3.65074661        0.37136570        0.00339258        0.33709594        0.02741980        0.00345737
       -3.64074661        0.15104242        0.00074584        0.14353714        0.00588869        0.00087075
       -3.63074661        0.15669116        0.00081117        0.14885407        0.00609347        0.00093245
       -3.62074661        1.01838855        0.00182665        0.94839607        0.06238622        0.00577962
       -3.61074661        0.56022764        0.00242403        0.52852367        0.02538366        0.00389628
       -3.60074661        0.22831527        0.00048246        0.21217350        0.01354219        0.00211712
       -3.59074661        0.28400618        0.00111546        0.26310771        0.01693830        0.00284471
       -3.58074661        0.34648742        0.00223022        0.32017694        0.02059791        0.00348235
       -3.57074661        0.41575899        0.00382675        0.38338119        0.02452102        0.00403004
       -3.56074661        0.49182090        0.00590504        0.45272046        0.02870762        0.00448778
       -3.55074661        0.57467314        0.00846510        0.52819475        0.03315773        0.00485557
       -3.54074661        0.49425465        0.00845876        0.45627616        0.02548766        0.00403207
       -3.53074661        0.40299936        0.00620014        0.36825126        0.02439174        0.00415622
       -3.52074661        0.51579783        0.00857314        0.47008769        0.03161509        0.00552191
       -3.51074661        0.64540539        0.01267496        0.58987537        0.03706481        0.00579026
       -3.50074661        0.17064338        0.00166185        0.15498180        0.01129673        0.00270299
       -3.49074661        0.20037675        0.00200748        0.18208350        0.01298338        0.00330239
       -3.48074661        0.20402679        0.00282325        0.18683600        0.01141230        0.00295524
       -3.47074661        0.21262627        0.00417943        0.19695435        0.00918720        0.00230529
       -3.46074661        0.22092342        0.00506569        0.20600683        0.00800369        0.00184722
       -3.45074661        0.22891825        0.00548204        0.21399343        0.00786178        0.00158100
       -3.44074661        0.23661076        0.00542847        0.22091416        0.00876147        0.00150666
       -3.43074661        0.24400094        0.00490500        0.22676901        0.01070276        0.00162418
       -3.42074661        0.13077855        0.00265328        0.12157776        0.00559956        0.00094796
       -3.41074661        0.12865054        0.00247635        0.11923692        0.00594068        0.00099659
       -3.40074661        0.26100950        0.00323561        0.23518496        0.01831945        0.00426949
       -3.39074661        0.30452871        0.00331430        0.27416851        0.02197533        0.00507057
       -3.38074661        0.35829292        0.00362932        0.32303231        0.02587191        0.00575939
       -3.37074661        0.42230215        0.00418066        0.38177636        0.03000918        0.00633595
       -3.36074661        0.49655638        0.00496832        0.45040065        0.03438715        0.00680026
       -3.35074661        0.44472910        0.00556848        0.40940252        0.02521505        0.00454305
       -3.34074661        0.68912417        0.00833159        0.62872149        0.04513616        0.00693493
       -3.33074661        0.69106782        0.00872608        0.62463872        0.05036892        0.00733411
       -3.32074661        0.73118669        0.01061985        0.65839970        0.05337062        0.00879652
       -3.31074661        0.30499824        0.00153294        0.27786560        0.02154175        0.00405795
       -3.30074661        0.30688470        0.00259988        0.27516807        0.02457898        0.00453776
       -3.29074661        0.33059930        0.00404651        0.29403792        0.02773919        0.00477568
       -3.28074661        0.37614202        0.00587282        0.33447514        0.03102236        0.00477170
       -3.27074661        0.44351288        0.00807881        0.39647974        0.03442851        0.00452582
       -3.26074661        1.03484932        0.01465179        0.92014502        0.09141393        0.00863859
       -3.25074661        2.62205072        0.04689202        2.41803068        0.13716331        0.01996471
       -3.24074661        0.10620758        0.00059625        0.09358792        0.01087909        0.00114432
       -3.23074661        0.12769138        0.00082022        0.11263425        0.01286680        0.00137011
       -3.22074661        0.15162353        0.00108303        0.13378867        0.01511725        0.00163458
       -3.21074661        0.24102094        0.00152958        0.21295815        0.02334157        0.00319165
       -3.20074661        0.34368422        0.00222747        0.30545735        0.03128749        0.00471192
       -3.19074661        0.39398537        0.00270036        0.34928768        0.03646940        0.00552793
       -3.18074661        0.48972345        0.00413409        0.43533992        0.04344822        0.00680123
       -3.17074661        0.54115354        0.00467057        0.47945389        0.04934464        0.00768444
       -3.16074661        0.59023794        0.00521572        0.52102909        0.05543809        0.00855504
       -3.15074661        0.63697666        0.00576952        0.56006553        0.06172856        0.00941304
       -3.14074661        0.68136970        0.00633198        0.59656321        0.06821607        0.01025843
       -3.13074661        0.55055905        0.00483025        0.49397821        0.04376590        0.00798470
       -3.12074661        0.50173473        0.00404817        0.45354707        0.03715528        0.00698421
       -3.11074661        0.46758481        0.00338583        0.42442538        0.03366813        0.00610546
       -3.10074661        0.50687251        0.00365504        0.46087948        0.03638133        0.00595666
