#  aims_uuid : FD8869DA-820A-4411-A4C8-9C06D52AFE31                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.99000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.98000000        0.21151834        0.00523112        0.18334660        0.01897552        0.00396509
       -9.97000000        0.27644945        0.00595953        0.24866820        0.01788722        0.00393449
       -9.96000000        0.21891464        0.00378299        0.19643779        0.01551039        0.00318348
       -9.95000000        0.28310324        0.00479538        0.25556071        0.01893396        0.00381319
       -9.94000000        0.34089212        0.00611208        0.30868849        0.02177637        0.00431518
       -9.93000000        0.24654053        0.00373522        0.22098367        0.01842648        0.00339516
       -9.92000000        0.25120420        0.00360641        0.22461179        0.01955404        0.00343196
       -9.91000000        0.25505779        0.00348137        0.22734714        0.02076819        0.00346109
       -9.90000000        0.25810130        0.00336010        0.22918972        0.02206894        0.00348253
       -9.89000000        0.26033471        0.00324259        0.23013954        0.02345629        0.00349629
       -9.88000000        0.40737911        0.00647366        0.35899938        0.03714518        0.00476088
       -9.87000000        0.69004676        0.01009305        0.62583797        0.04790603        0.00620972
       -9.86000000        0.92537662        0.01328456        0.83022778        0.07163680        0.01022748
       -9.85000000        0.33390855        0.00556432        0.30220968        0.02317159        0.00296296
       -9.84000000        0.71807682        0.01394498        0.65180001        0.04532338        0.00700845
       -9.83000000        0.40216580        0.00964251        0.36324030        0.02595315        0.00332984
       -9.82000000        0.55102284        0.01437489        0.49412397        0.03721487        0.00530912
       -9.81000000        0.80752049        0.01892410        0.72352459        0.05645204        0.00861976
       -9.80000000        0.40354940        0.00626871        0.37145225        0.02187244        0.00395599
       -9.79000000        0.44430553        0.00682498        0.40851959        0.02454742        0.00441354
       -9.78000000        0.56670032        0.00980291        0.51137244        0.03970374        0.00582123
       -9.77000000        0.51329836        0.00798640        0.46320124        0.03638227        0.00572845
       -9.76000000        0.68145065        0.00982997        0.60612333        0.05662107        0.00887628
       -9.75000000        1.03299689        0.01329611        0.92511339        0.08191507        0.01267232
       -9.74000000        0.75478188        0.00689364        0.70218915        0.03779370        0.00790540
       -9.73000000        0.22695915        0.00406125        0.20871137        0.01187853        0.00230800
       -9.72000000        0.23138302        0.00326871        0.21395505        0.01178093        0.00237833
       -9.71000000        0.23642022        0.00221819        0.21961867        0.01212699        0.00245638
       -9.70000000        0.23558309        0.00173905        0.21728471        0.01378810        0.00277122
       -9.69000000        0.20163078        0.00134694        0.18680235        0.01111776        0.00236373
       -9.68000000        0.16573994        0.00100097        0.15390763        0.00885373        0.00197761
       -9.67000000        0.12791055        0.00070114        0.11860054        0.00699603        0.00161284
       -9.66000000        0.15268289        0.00150027        0.13724512        0.01156136        0.00237615
       -9.65000000        0.12135466        0.00122074        0.10730106        0.01065740        0.00217547
       -9.64000000        0.11948971        0.00107485        0.10570989        0.01049334        0.00221163
       -9.63000000        0.11609841        0.00093102        0.10277925        0.01018140        0.00220674
       -9.62000000        0.13905405        0.00083437        0.12514348        0.01064210        0.00243410
       -9.61000000        0.39764793        0.00236554        0.36402123        0.02617145        0.00508971
       -9.60000000        0.61151882        0.00396622        0.55521513        0.04392983        0.00840765
       -9.59000000        0.42402619        0.00400390        0.38216901        0.03275788        0.00509541
       -9.58000000        0.53670595        0.00511875        0.48032991        0.04364449        0.00761280
       -9.57000000        0.81140991        0.00868762        0.73361822        0.05851303        0.01059104
       -9.56000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.55000000        0.17327937        0.00276629        0.15330127        0.01405553        0.00315628
       -9.54000000        0.24397988        0.00394760        0.21648722        0.01947161        0.00407345
       -9.53000000        0.34827651        0.00613743        0.31034908        0.02670807        0.00508194
       -9.52000000        0.40067458        0.00823699        0.35885187        0.02872042        0.00486530
       -9.51000000        0.27821362        0.00625267        0.24801794        0.02102045        0.00292255
       -9.50000000        0.13228847        0.00207152        0.11415911        0.01433161        0.00172623
       -9.49000000        0.02499050        0.00014089        0.02051803        0.00391199        0.00041960
       -9.48000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.47000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.46000000        0.50883485        0.00607943        0.47725398        0.02147338        0.00402806
       -9.45000000        1.11509130        0.01286703        1.00015791        0.09161358        0.01045278
       -9.44000000        0.42961208        0.00623455        0.38931081        0.03072160        0.00334513
       -9.43000000        0.24532876        0.00435967        0.22447928        0.01482004        0.00166978
       -9.42000000        0.27473432        0.00398218        0.26060032        0.00802739        0.00212443
       -9.41000000        0.26349858        0.00421326        0.24522465        0.01148182        0.00257884
       -9.40000000        0.48688250        0.00658666        0.44637422        0.02766556        0.00625606
       -9.39000000        0.35196770        0.00556343        0.31943324        0.02223047        0.00474056
       -9.38000000        0.31966648        0.00556846        0.28838574        0.02135544        0.00435684
       -9.37000000        0.42515513        0.00606230        0.38233204        0.03103845        0.00572234
       -9.36000000        1.27750459        0.00898607        1.14557890        0.10444303        0.01849659
       -9.35000000        0.58936487        0.00636436        0.52654357        0.04850122        0.00795572
       -9.34000000        0.50473103        0.00584264        0.45022323        0.04224574        0.00641943
       -9.33000000        0.83985322        0.01505364        0.75049213        0.06104026        0.01326718
       -9.32000000        0.68787271        0.01402949        0.61709386        0.04788466        0.00886470
       -9.31000000        0.65949257        0.01253822        0.59236156        0.04700684        0.00758595
       -9.30000000        0.26314010        0.00214043        0.23476985        0.02228179        0.00394803
       -9.29000000        0.25804158        0.00201175        0.23085596        0.02107243        0.00410144
       -9.28000000        0.25728586        0.00203605        0.23092640        0.02007339        0.00425002
       -9.27000000        0.26720847        0.00228663        0.24047509        0.01998772        0.00445904
       -9.26000000        0.39592898        0.00346663        0.35773792        0.02858669        0.00613774
       -9.25000000        0.61502506        0.00721990        0.55424129        0.04479522        0.00876866
       -9.24000000        0.37790373        0.00561443        0.33969252        0.02741401        0.00518276
       -9.23000000        0.06024524        0.00100968        0.05404155        0.00440425        0.00078976
       -9.22000000        0.00341715        0.00006646        0.00307546        0.00023857        0.00003666
       -9.21000000        0.51548181        0.01748217        0.46949883        0.02422583        0.00427498
       -9.20000000        0.85377235        0.02263430        0.77475063        0.04854848        0.00783893
       -9.19000000        0.79883208        0.01679042        0.72489488        0.04878060        0.00836617
       -9.18000000        0.59980585        0.01806162        0.54646095        0.03133031        0.00395297
       -9.17000000        0.66875150        0.03404716        0.61321273        0.01771984        0.00377177
       -9.16000000        1.13785402        0.06357843        1.05186817        0.01816216        0.00424527
       -9.15000000        0.56701282        0.02769194        0.52787821        0.00904170        0.00240098
       -9.14000000        1.14351732        0.02514613        1.05621194        0.05445477        0.00770448
       -9.13000000        1.05175443        0.03035186        0.95725377        0.05480594        0.00934286
       -9.12000000        1.65243989        0.04870819        1.51620621        0.07341156        0.01411394
       -9.11000000        1.18929729        0.04123774        1.09024973        0.04797460        0.00983522
       -9.10000000        0.89854212        0.02588219        0.82353534        0.04071808        0.00840652
       -9.09000000        1.52730516        0.05315779        1.40437453        0.05718606        0.01258678
       -9.08000000        1.19018505        0.04364784        1.09495951        0.04218541        0.00939229
       -9.07000000        0.63852084        0.02235580        0.58863737        0.02268999        0.00483768
       -9.06000000        0.62981596        0.02392823        0.58703766        0.01496364        0.00388644
       -9.05000000        0.80196299        0.03375795        0.75104886        0.01324887        0.00390731
       -9.04000000        0.71809535        0.03400595        0.66656194        0.01292927        0.00459819
       -9.03000000        1.35491247        0.05617707        1.25442871        0.03442551        0.00988118
       -9.02000000        1.89636095        0.09219700        1.75469956        0.03742186        0.01204252
       -9.01000000        1.74291104        0.08108010        1.60957632        0.04118788        0.01106675
       -9.00000000        1.51965206        0.06714866        1.40168116        0.04129717        0.00952507
       -8.99000000        1.11330834        0.05132393        1.02429589        0.03089654        0.00679198
       -8.98000000        0.95183839        0.04192579        0.88060848        0.02392730        0.00537682
       -8.97000000        0.94057222        0.03863507        0.86910713        0.02689532        0.00593470
       -8.96000000        1.48168733        0.04933968        1.37794895        0.04434570        0.01005300
       -8.95000000        1.52559951        0.05968539        1.41626974        0.03969460        0.00994978
       -8.94000000        1.27444692        0.04795665        1.17654846        0.04100787        0.00893393
       -8.93000000        1.22994203        0.05276835        1.14161258        0.02813190        0.00742920
       -8.92000000        0.80939916        0.03348902        0.74971139        0.02090695        0.00529181
