           x                   y 
        -14.76984951          0.00000000
        -14.72980947          0.00000000
        -14.68976943          0.00000000
        -14.64972939          0.00000000
        -14.60968934          0.00000000
        -14.56964930          0.00000000
        -14.52960926          0.00000000
        -14.48956922          0.00000000
        -14.44952918          0.00000000
        -14.40948914          0.00011950
        -14.36944910          1.63115681
        -14.32940906         15.74853397
        -14.28936902          5.02437170
        -14.24932898         20.21710504
        -14.20928894         16.65447036
        -14.16924890          0.15136665
        -14.12920886         33.38930586
        -14.08916882          6.88983882
        -14.04912878         15.77734569
        -14.00908874          0.29190916
        -13.96904870         22.12868560
        -13.92900866         33.70161947
        -13.88896862          0.51133699
        -13.84892858         17.88280734
        -13.80888854          0.61924256
        -13.76884850         33.83731526
        -13.72880846         19.96520710
        -13.68876842         20.93508029
        -13.64872838          0.04365667
        -13.60868834         16.36788833
        -13.56864830         10.00810740
        -13.52860826         43.98848968
        -13.48856822          5.33904323
        -13.44852818         35.56105844
        -13.40848814          1.08181436
        -13.36844810          1.46354352
        -13.32840806         49.12603005
        -13.28836802         63.73283167
        -13.24832798         42.54347210
        -13.20828794         46.64391821
        -13.16824790         44.10064164
        -13.12820786         46.92719352
        -13.08816782         41.99493851
        -13.04812778         69.99098250
        -13.00808774         87.15044829
        -12.96804770         19.53115014
        -12.92800766         60.39385208
        -12.88796762         52.52561723
        -12.84792758         96.13785008
        -12.80788754         63.41423245
        -12.76784750         92.40523417
        -12.72780746         67.96793954
        -12.68776742         51.50017290
        -12.64772738        194.02236989
        -12.60768734         95.46518824
        -12.56764730         65.00501818
        -12.52760726        165.26646011
        -12.48756722        103.08873633
        -12.44752718        146.83729793
        -12.40748714        140.74112671
        -12.36744710         97.20702829
        -12.32740706         58.71722996
        -12.28736702         52.94938671
        -12.24732698          2.90322730
        -12.20728694          0.00000546
        -12.16724690          0.00000000
        -12.12720686          0.00000000
        -12.08716682          0.00000000
        -12.04712678          0.00000000
        -12.00708674          0.00000000
        -11.96704670          0.00000000
        -11.92700666          0.00000000
        -11.88696662          0.00000000
        -11.84692658          0.00000000
        -11.80688654          0.00000000
        -11.76684650          0.00000000
        -11.72680646          0.00000000
        -11.68676642          0.00000000
        -11.64672638          0.00000000
        -11.60668634          0.00000000
        -11.56664630          0.00000000
        -11.52660626          0.00000000
        -11.48656622          0.00000000
        -11.44652618          0.00000000
        -11.40648614          0.00000000
        -11.36644610          0.00000000
        -11.32640606          0.00000000
        -11.28636602          0.00000000
        -11.24632598          0.00000000
        -11.20628594          0.00000000
        -11.16624590          0.00000000
        -11.12620586          0.00000000
        -11.08616582          0.00000000
        -11.04612578          0.00000000
