#  aims_uuid : 62814970-7D0E-4D85-A566-6BBBCEEDD4F4                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000       24.10821299        1.09706863        2.59021919       20.22442955        0.15104883        0.04544680
       -9.98998999       21.50694556        0.27845170        1.67022055       19.19171904        0.33456049        0.03199378
       -9.97997998       25.31882764        1.13273231        3.76632010       20.17925727        0.19593699        0.04458097
       -9.96996997       63.34328036        3.83579073        9.73853768       49.13623808        0.51696157        0.11575230
       -9.95995996       25.47057111        1.56162690        3.31861392       20.30045268        0.24514018        0.04473743
       -9.94994995       28.18183857        0.97565349        3.26980843       23.59605436        0.29411179        0.04621050
       -9.93993994        6.42639480        0.12385073        0.62782448        5.62474854        0.03834088        0.01163017
       -9.92992993       45.45479460        1.30881044       10.18225049       33.01803183        0.90709915        0.03860270
       -9.91991992        7.16395866        0.64241682        1.04301693        5.40368065        0.06100638        0.01383789
       -9.90990991       13.30849799        0.81926359        2.19406932       10.16110041        0.10482666        0.02923800
       -9.89989990       65.17999428        7.13476462       10.27288445       46.98922445        0.64827027        0.13485050
       -9.88988989        9.75543741        0.54598673        1.60610673        7.50086859        0.08272108        0.01975428
       -9.87987988       48.45464992        2.77287312        8.28180032       36.65950827        0.64791809        0.09255012
       -9.86986987       51.42409175        3.08602969        7.49640072       40.01085281        0.74554402        0.08526451
       -9.85985986       25.25672940        1.92588661        4.03925682       18.94380907        0.30230902        0.04546789
       -9.84984985       36.52753015        3.28298163        6.97805389       25.76044094        0.43830757        0.06774611
       -9.83983984       32.84500356        3.36359059        6.82681818       22.20616023        0.38178603        0.06664852
       -9.82982983       10.40189674        1.21580654        1.96633002        7.07887210        0.11910182        0.02178626
       -9.81981982       37.17507598        4.14785172        7.73076137       24.76313878        0.45322460        0.08009951
       -9.80980981       23.34083465        2.86407082        4.08787675       16.05155212        0.28617078        0.05116418
       -9.79979980       34.97204956        3.15889858        5.22918661       26.06685757        0.44917704        0.06792976
       -9.78978979       17.31316667        1.94932243        2.99454727       12.05087001        0.28392115        0.03450581
       -9.77977978       23.98132083        2.82788572        4.34949644       16.35625742        0.40206061        0.04562064
       -9.76976977        3.38518350        0.52482575        0.59151015        2.21915218        0.04197481        0.00772062
       -9.75975976       34.96385329        6.11980039        7.61497435       20.67691124        0.46514929        0.08701803
       -9.74974975        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.73973974        4.00140437        0.23326368        0.46012413        3.19208384        0.11043711        0.00549561
       -9.72972973       45.63597765        5.87203373        7.36457596       31.34710804        0.97323708        0.07902285
       -9.71971972        5.18987961        0.92288230        0.99095037        3.14481028        0.12110527        0.01013139
       -9.70970971       46.12130012        6.32158627        8.82782139       30.09671503        0.77751120        0.09766622
       -9.69969970       15.81229803        2.56549206        2.60515991       10.34172242        0.26586384        0.03405979
       -9.68968969       31.17550496        4.86825005        5.11256469       20.62685784        0.50062718        0.06720520
       -9.67967968        5.43651535        1.11836139        1.14766805        3.06753672        0.08948286        0.01346632
       -9.66966967       53.57915547        8.82481599        8.45979252       35.31594025        0.85442829        0.12417841
       -9.65965966       16.56182129        1.86750488        2.57444647       11.73815075        0.35026076        0.03145844
       -9.64964965       14.79708750        1.63738724        2.22577696       10.59003970        0.31665178        0.02723181
       -9.63963964       17.48121646        2.01363685        2.52093728       12.56099052        0.35173927        0.03391254
       -9.62962963       19.19002737        2.45048902        2.74355972       13.60222849        0.35310830        0.04064184
       -9.61961962        5.62898160        0.60638585        0.66736532        4.23390988        0.11094719        0.01037337
       -9.60960961        6.46389033        0.68955737        0.79714709        4.83501046        0.13007430        0.01210109
       -9.59959960        7.30738971        0.78229233        0.93968913        5.42249955        0.14891844        0.01399027
       -9.58958959       10.66923386        1.20935552        1.38674947        7.83490575        0.21671666        0.02150645
