#  aims_uuid : 62814970-7D0E-4D85-A566-6BBBCEEDD4F4                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.102142 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.89785846        0.98267809        0.05622289        0.16685314        0.75352122        0.00415509        0.00192576
       -4.88784845        0.46977031        0.01951676        0.12351114        0.31711070        0.00889913        0.00073258
       -4.87783844        1.21855588        0.08131653        0.25849928        0.86901177        0.00729953        0.00242878
       -4.86782843        3.03987408        0.25385895        0.60198652        2.16094664        0.01718985        0.00589212
       -4.85781842        1.23403441        0.09782178        0.21219255        0.91191479        0.00968023        0.00242505
       -4.84780841        1.20176065        0.06187255        0.15502861        0.96921515        0.01344838        0.00219597
       -4.83779840        0.28946238        0.00734569        0.01939498        0.25996507        0.00227721        0.00047943
       -4.82778839        1.43927735        0.05584549        0.46932569        0.86965519        0.04342315        0.00102783
       -4.81777838        0.32411346        0.02759332        0.03417129        0.25730624        0.00435259        0.00069002
       -4.80776837        0.59793040        0.08498101        0.09311188        0.40862856        0.00945367        0.00175528
       -4.79775836        2.21260392        0.45897124        0.33594130        1.36556614        0.04473326        0.00739198
       -4.78774835        0.51995184        0.02083567        0.08904844        0.40374590        0.00526607        0.00105576
       -4.77773834        2.23935138        0.14429352        0.45639593        1.59856767        0.03524795        0.00484632
       -4.76772833        2.30393860        0.17815434        0.42732262        1.65607575        0.03836074        0.00402516
       -4.75771832        1.00664342        0.06497940        0.22069248        0.70554481        0.01344739        0.00197934
       -4.74770831        1.48459432        0.16041270        0.33764929        0.96483126        0.01866837        0.00303269
       -4.73769830        1.66349197        0.12866324        0.37702943        1.13788383        0.01701820        0.00289726
       -4.72768829        0.43987682        0.07526502        0.12206211        0.23820890        0.00356275        0.00077803
       -4.71767828        1.82328155        0.19035922        0.37925246        1.22686287        0.02283804        0.00396896
       -4.70766827        1.01481109        0.23424197        0.17103433        0.60026847        0.00759067        0.00167565
       -4.69765826        1.50027386        0.21772542        0.23103140        1.03923150        0.01053618        0.00174937
       -4.68764825        0.59790707        0.09736768        0.18148560        0.30810552        0.00949682        0.00145145
       -4.67763824        0.88772847        0.11161190        0.24162135        0.51586367        0.01696992        0.00166163
       -4.66762823        0.14406367        0.03739591        0.03033058        0.07379231        0.00214179        0.00040308
       -4.65761822        1.40143279        0.15046029        0.39808568        0.83541472        0.01389093        0.00358117
