#  aims_uuid : 37A47CE1-218C-4267-A179-F882D7E95936                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.36592273        0.00984397        0.34106284        0.01295184        0.00206407
       -9.99000000        0.85575282        0.04223763        0.78481690        0.02483968        0.00385861
       -9.98000000        0.75007993        0.04035749        0.68670362        0.02011478        0.00290404
       -9.97000000        0.70473247        0.03666582        0.64622704        0.01907055        0.00276906
       -9.96000000        0.60374773        0.03115224        0.55332304        0.01689718        0.00237527
       -9.95000000        0.55014413        0.02932888        0.50258501        0.01605950        0.00217074
       -9.94000000        0.53547252        0.02924241        0.48748597        0.01648005        0.00226409
       -9.93000000        0.50716400        0.02769555        0.46038978        0.01672893        0.00234974
       -9.92000000        0.46521857        0.02468829        0.42129645        0.01680613        0.00242769
       -9.91000000        0.41750040        0.02119637        0.37621460        0.01739876        0.00269067
       -9.90000000        0.37579275        0.01710884        0.33889813        0.01708813        0.00269765
       -9.89000000        0.28850367        0.01226789        0.26129167        0.01297053        0.00197358
       -9.88000000        0.40677472        0.01524903        0.37107555        0.01751655        0.00293359
       -9.87000000        0.64813449        0.02412436        0.59822299        0.02198807        0.00379907
       -9.86000000        0.58972804        0.02088744        0.54672212        0.01895602        0.00316246
       -9.85000000        0.56297339        0.02001694        0.52296770        0.01708593        0.00290282
       -9.84000000        0.60278436        0.02072809        0.56103837        0.01784972        0.00316819
       -9.83000000        0.64433692        0.02227464        0.59956713        0.01895345        0.00354170
       -9.82000000        0.65959019        0.02351315        0.61271654        0.01953420        0.00382630
       -9.81000000        0.51607977        0.02056918        0.47707442        0.01537764        0.00305853
       -9.80000000        0.43244542        0.01787957        0.39927490        0.01276788        0.00252307
       -9.79000000        0.35472782        0.01517287        0.32699455        0.01052138        0.00203903
       -9.78000000        0.32982315        0.01405093        0.30411236        0.00982707        0.00183279
       -9.77000000        0.31367621        0.01314775        0.28876454        0.01000933        0.00175459
       -9.76000000        0.29827004        0.01234093        0.27375961        0.01045768        0.00171183
       -9.75000000        0.28749120        0.01173156        0.26317102        0.01091240        0.00167623
       -9.74000000        0.31742104        0.01178455        0.29175280        0.01215074        0.00173294
       -9.73000000        0.49369791        0.01720477        0.45600967        0.01808590        0.00239756
       -9.72000000        0.62012252        0.02244618        0.56991136        0.02450925        0.00325573
       -9.71000000        0.65267184        0.02757425        0.59723374        0.02434249        0.00352136
       -9.70000000        0.73650348        0.03256973        0.67294982        0.02676299        0.00422094
       -9.69000000        0.76097668        0.03123611        0.69738129        0.02824442        0.00411485
