#  aims_uuid : B566376E-4EAE-49C1-A77A-919DA6BB81A9                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.59759655        0.00750879        0.03058437        0.54826509        0.01123830
       -9.98998999        0.36389434        0.00433380        0.02832286        0.32386638        0.00737130
       -9.97997998        0.42512308        0.00755832        0.04733917        0.36356900        0.00665660
       -9.96996997        0.49372872        0.00904949        0.07693688        0.39994555        0.00779679
       -9.95995996        0.50624737        0.00886999        0.07945881        0.41004421        0.00787435
       -9.94994995        0.60264224        0.01017579        0.09912812        0.48419762        0.00914071
       -9.93993994        0.69716149        0.01123305        0.11580819        0.55957321        0.01054704
       -9.92992993        0.78980512        0.01204178        0.12949901        0.63617097        0.01209336
       -9.91991992        0.34665605        0.00280969        0.03070200        0.30822415        0.00492021
       -9.90990991        0.23538441        0.00149745        0.01707488        0.21375991        0.00305218
       -9.89989990        0.23794161        0.00157521        0.01657308        0.21543790        0.00435543
       -9.88988989        0.43431512        0.00371319        0.03242972        0.38722019        0.01095202
       -9.87987988        0.64695243        0.00608522        0.04816461        0.57610397        0.01659863
       -9.86986987        0.87585353        0.00869129        0.06377775        0.78208923        0.02129527
       -9.85985986        0.26413271        0.00673290        0.04797441        0.19936557        0.01005984
       -9.84984985        0.13186467        0.00490860        0.03259351        0.08815362        0.00620894
       -9.83983984        0.38038376        0.00312076        0.02672247        0.34541870        0.00512184
       -9.82982983        0.39268022        0.00249016        0.02798288        0.35792651        0.00428066
       -9.81981982        0.43522660        0.00368173        0.03987209        0.38610010        0.00557267
       -9.80980981        0.47426238        0.00483886        0.05078072        0.41169005        0.00695275
       -9.79979980        0.48036556        0.00547744        0.05541155        0.41157061        0.00790595
       -9.78978979        0.46515709        0.00831430        0.08081475        0.36666154        0.00936649
       -9.77977978        0.95285611        0.01386982        0.13093049        0.78785989        0.02019590
       -9.76976977        0.70098632        0.00330608        0.03298814        0.65251761        0.01217449
       -9.75975976        0.36728322        0.00264087        0.02718322        0.33120294        0.00625618
       -9.74974975        0.43742666        0.00325897        0.03401469        0.39231862        0.00783438
       -9.73973974        0.52384000        0.00398587        0.03921004        0.47042084        0.01022325
       -9.72972973        0.68687052        0.00565606        0.04907758        0.61785517        0.01428171
       -9.71971972        0.91467361        0.00855378        0.07623018        0.80605956        0.02383009
       -9.70970971        0.94767469        0.01073462        0.09952465        0.81265037        0.02476505
       -9.69969970        0.56975801        0.00394614        0.04787995        0.49280605        0.02512587
       -9.68968969        0.52344082        0.00451462        0.04854453        0.45219559        0.01818608
       -9.67967968        0.70167993        0.00687746        0.06672528        0.60736867        0.02070852
