#  aims_uuid : B566376E-4EAE-49C1-A77A-919DA6BB81A9                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -4.897782 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -5.10221792        0.37884561        0.00807122        0.33898017        0.02689000        0.00490423
       -5.09220791        0.23408424        0.00597906        0.20876322        0.01652953        0.00281243
       -5.08219790        0.26492306        0.00519502        0.23794905        0.01866361        0.00311537
       -5.07218789        0.33177062        0.00445777        0.29995622        0.02390362        0.00345301
       -5.06217788        0.34198920        0.00410313        0.31129945        0.02320096        0.00338566
       -5.05216787        0.38587298        0.00494749        0.35160089        0.02558601        0.00373858
       -5.04215786        0.43269361        0.00613959        0.39460596        0.02780355        0.00414451
       -5.03214785        0.48245109        0.00767942        0.44031466        0.02985358        0.00460343
       -5.02213784        0.20629705        0.00225087        0.19003695        0.01186718        0.00214204
       -5.01212783        0.11856564        0.00179328        0.10786809        0.00742428        0.00147999
       -5.00211782        0.15062868        0.00296044        0.13904274        0.00704964        0.00157586
       -4.99210781        0.34385719        0.00716547        0.32074552        0.01301314        0.00293306
       -4.98209780        0.48715574        0.00970180        0.45291358        0.02038102        0.00415934
       -4.97208779        0.58052433        0.01056943        0.53554693        0.02915327        0.00525470
       -4.96207778        0.27932434        0.00385316        0.26120660        0.01208555        0.00217902
       -4.95206777        0.19437730        0.00362981        0.18202940        0.00752568        0.00119241
       -4.94205776        0.15902803        0.00291399        0.14483356        0.00963284        0.00164764
       -4.93204775        0.13949657        0.00179700        0.12554273        0.01044213        0.00171471
       -4.92203774        0.19411237        0.00229502        0.17591987        0.01376705        0.00213042
       -4.91202773        0.25207737        0.00281451        0.22959896        0.01711325        0.00255066
       -4.90201772        0.29287378        0.00314437        0.26788123        0.01906364        0.00278454
       -4.89200771        0.38620085        0.00656017        0.35117871        0.02538374        0.00307823
       -4.88199770        0.79762837        0.01127888        0.72925376        0.05055554        0.00654018
       -4.87198769        0.48968593        0.00657295        0.44761836        0.03151569        0.00397893
       -4.86197768        0.25918676        0.00344761        0.23628935        0.01711955        0.00233025
       -4.85196767        0.31501959        0.00409890        0.28844186        0.01964692        0.00283191
       -4.84195766        0.38763256        0.00518114        0.35591799        0.02296660        0.00356683
       -4.83194765        0.51658252        0.00760364        0.47300105        0.03089713        0.00508071
       -4.82193764        0.74082348        0.01156672        0.67532127        0.04670224        0.00723325
       -4.81192763        0.76244806        0.01458050        0.68195910        0.05796623        0.00794222
       -4.80191762        0.57248061        0.00959444        0.52710516        0.03124623        0.00453478
       -4.79190761        0.45148805        0.00632982        0.41214812        0.02921073        0.00379938
       -4.78189760        0.51771419        0.00830760        0.46238242        0.04206657        0.00495760
       -4.77188759        0.57855072        0.00949815        0.51099352        0.05193223        0.00612682
       -4.76187758        0.49551225        0.00820552        0.43156989        0.04971997        0.00601687
       -4.75186757        0.34699279        0.00537491        0.29928431        0.03758254        0.00475103
       -4.74185756        0.90073193        0.01353644        0.81435634        0.06435082        0.00848833
       -4.73184755        0.45914306        0.00586819        0.40530642        0.04270990        0.00525854
       -4.72183754        0.24323926        0.00285480        0.21916229        0.01863941        0.00258274
       -4.71182753        0.23441411        0.00244316        0.21149814        0.01798325        0.00248956
       -4.70181752        0.22621343        0.00210452        0.20421387        0.01750672        0.00238832
       -4.69180751        0.21863723        0.00183887        0.19730949        0.01720984        0.00227902
       -4.68179750        0.35454094        0.00253918        0.32098438        0.02730928        0.00370810
       -4.67178749        0.44866252        0.00369530        0.40427559        0.03539771        0.00529392
       -4.66177748        0.49721493        0.00426163        0.44542086        0.04123970        0.00629273
       -4.65176747        0.39582329        0.00348466        0.35328518        0.03401857        0.00503488
       -4.64175746        0.28273259        0.00186148        0.25434771        0.02322185        0.00330155
       -4.63174745        0.32254552        0.00587421        0.28009573        0.03272313        0.00385245
       -4.62173744        0.27851869        0.00156480        0.25363237        0.02036710        0.00295441
       -4.61172743        0.15174271        0.00055501        0.13610467        0.01235959        0.00272343
       -4.60171742        0.21437756        0.00086463        0.19196709        0.01758881        0.00395703
       -4.59170741        0.27765070        0.00131557        0.24869147        0.02264694        0.00499672
       -4.58169740        0.34156212        0.00190782        0.30627780        0.02753398        0.00584251
       -4.57168739        0.25655820        0.00196421        0.23108668        0.01967387        0.00383345
       -4.56167738        0.30763403        0.00318478        0.27808065        0.02239544        0.00397316
       -4.55166737        0.07006050        0.00074178        0.06399304        0.00462780        0.00069788
       -4.54165736        0.06571681        0.00066357        0.05999211        0.00441584        0.00064530
       -4.53164735        0.06132793        0.00058916        0.05595173        0.00419371        0.00059333
       -4.52163734        0.05689386        0.00051854        0.05187192        0.00396142        0.00054197
       -4.51162733        0.05885312        0.00050772        0.05386245        0.00391977        0.00056318
       -4.50161732        0.13539214        0.00107986        0.12600845        0.00684270        0.00146112
       -4.49160731        0.22330176        0.00160805        0.20772202        0.01140557        0.00256612
       -4.48159730        0.36391979        0.00245226        0.33763402        0.01949199        0.00434152
       -4.47158729        0.50756669        0.00312404        0.46859572        0.02949944        0.00634749
       -4.46157728        0.65424245        0.00362337        0.60060713        0.04142792        0.00858402
       -4.45156727        0.52807085        0.00292538        0.48384499        0.03442748        0.00687301
       -4.44155726        0.28489606        0.00153776        0.25903978        0.02049743        0.00382109
       -4.43154725        0.19806153        0.00104072        0.17873499        0.01563539        0.00265044
       -4.42153724        0.17295158        0.00096109        0.15496842        0.01463750        0.00238458
       -4.41152723        0.14806848        0.00089260        0.13150305        0.01353808        0.00213475
       -4.40151722        0.29386880        0.00264306        0.26599747        0.02169464        0.00353364
       -4.39150721        0.48842092        0.00549150        0.44142525        0.03622429        0.00527989
       -4.38149720        0.27965795        0.00303204        0.25020619        0.02300110        0.00341862
       -4.37148719        0.23696095        0.00266476        0.21039665        0.02083820        0.00306135
       -4.36147718        0.20943902        0.00235764        0.18428050        0.01997726        0.00282362
       -4.35146717        0.40359485        0.00297860        0.35167284        0.04377631        0.00516710
       -4.34145716        0.33871476        0.00273065        0.30512126        0.02770573        0.00315713
       -4.33144715        0.44994220        0.00424101        0.40376910        0.03777477        0.00415731
       -4.32143714        0.71379776        0.00764362        0.63734971        0.06115640        0.00764803
       -4.31142713        0.61277534        0.00661993        0.55027401        0.04962391        0.00625750
       -4.30141712        0.62219821        0.00861931        0.56284815        0.04358023        0.00715052
       -4.29140711        0.98047351        0.01547792        0.89444117        0.05957960        0.01097482
       -4.28139710        0.74147632        0.01108480        0.68082985        0.04210873        0.00745293
       -4.27138709        1.40172499        0.02470529        1.28570614        0.07822112        0.01309244
       -4.26137708        1.43770134        0.02407088        1.31844735        0.08154974        0.01363337
       -4.25136707        1.03886387        0.01872037        0.94011389        0.06993162        0.01009799
       -4.24135706        0.48725703        0.01168601        0.43724049        0.03389447        0.00443605
       -4.23134705        0.63702380        0.01344801        0.55990837        0.05648562        0.00718181
       -4.22133704        0.67237192        0.02271204        0.59502647        0.04784427        0.00678915
       -4.21132703        0.57868511        0.01828248        0.51463867        0.03922756        0.00653641
       -4.20131702        0.58090088        0.01273371        0.52514968        0.03641632        0.00660117
       -4.19130701        0.77342618        0.01686405        0.70590112        0.04253492        0.00812609
       -4.18129700        0.65253904        0.01365853        0.59894761        0.03423082        0.00570207
       -4.17128699        0.87251565        0.02370511        0.80226199        0.04011248        0.00643607
       -4.16127698        0.68836877        0.02249491        0.63394696        0.02725655        0.00467035
       -4.15126697        0.56173775        0.01736699        0.51803350        0.02195615        0.00438112
       -4.14125696        0.97172977        0.02398265        0.89232875        0.04493738        0.01048098
       -4.13124695        0.61361532        0.01470744        0.56977011        0.02415911        0.00497866
       -4.12123694        0.67311034        0.02033490        0.62521936        0.02285740        0.00469869
       -4.11122693        0.65926905        0.02483371        0.61002867        0.02005012        0.00435654
       -4.10121692        0.90293686        0.03547149        0.83510110        0.02613739        0.00622688
       -4.09120691        0.50080315        0.01787821        0.46282123        0.01676141        0.00334230
       -4.08119690        0.51383410        0.01793615        0.47446244        0.01794561        0.00348990
       -4.07118689        0.48632924        0.01458385        0.44989533        0.01835651        0.00349355
       -4.06117688        0.39026898        0.01292009        0.36115456        0.01359812        0.00259621
       -4.05116687        0.48689468        0.01429703        0.45307917        0.01624580        0.00327268
       -4.04115686        0.75363057        0.01963404        0.70646087        0.02277264        0.00476302
       -4.03114685        0.67257314        0.01897816        0.62499178        0.02370590        0.00489730
       -4.02113684        0.74962055        0.02033429        0.69568053        0.02791278        0.00569295
       -4.01112683        0.82957549        0.01896980        0.76857952        0.03511585        0.00691032
       -4.00111682        0.85554480        0.02274324        0.79460803        0.03160893        0.00658460
       -3.99110681        0.90579744        0.02721170        0.84159825        0.03035396        0.00663353
       -3.98109680        0.96435963        0.03215939        0.89495978        0.03025734        0.00698312
       -3.97108679        1.17245627        0.03811697        1.08546808        0.03981723        0.00905399
       -3.96107678        1.23719399        0.04327576        1.14541965        0.03938810        0.00911049
       -3.95106677        1.41680503        0.05251662        1.31165709        0.04209529        0.01053602
       -3.94105676        1.24860213        0.05142265        1.15805667        0.03054485        0.00857796
       -3.93104675        1.55974820        0.06328183        1.45504885        0.03193269        0.00948484
       -3.92103674        1.77766129        0.07890850        1.65785506        0.03121340        0.00968433
       -3.91102673        1.53507414        0.06667489        1.42962277        0.02982447        0.00895201
       -3.90101672        1.38625891        0.05830044        1.29031428        0.02869366        0.00895053
       -3.89100671        1.10892822        0.04544568        1.03421768        0.02232494        0.00693992
       -3.88099670        1.03925921        0.04266595        0.96824085        0.02216125        0.00619116
       -3.87098669        1.24316573        0.05216348        1.16076289        0.02311249        0.00712687
       -3.86097668        1.13443477        0.04839079        1.06117682        0.01871292        0.00615423
       -3.85096667        1.18334995        0.04836374        1.10720319        0.02102068        0.00676235
       -3.84095666        1.22218891        0.04628404        1.14310473        0.02505082        0.00774932
       -3.83094665        1.10308775        0.04014875        1.03237693        0.02343713        0.00712495
       -3.82093664        1.31674290        0.04783255        1.23054326        0.02962760        0.00873949
       -3.81092663        0.91908390        0.03236725        0.86151949        0.01921272        0.00598444
       -3.80091662        1.18779006        0.03709095        1.11394019        0.02882189        0.00793702
       -3.79090661        1.10945114        0.03576022        1.03796059        0.02815915        0.00757118
       -3.78089660        1.41598423        0.04315000        1.32386121        0.03920297        0.00977005
       -3.77088659        1.37940808        0.04605195        1.28959377        0.03468474        0.00907763
       -3.76087658        1.19552515        0.04148318        1.11991423        0.02685165        0.00727611
       -3.75086657        1.24120666        0.03812638        1.16046257        0.03456439        0.00805331
       -3.74085656        1.06717908        0.03330653        0.99736857        0.02961673        0.00688726
       -3.73084655        1.33828672        0.03658237        1.25211284        0.04017989        0.00941162
       -3.72083654        0.99774976        0.03213407        0.93067916        0.02844534        0.00649120
       -3.71082653        1.48881851        0.05723255        1.38135247        0.04024725        0.00998624
       -3.70081652       13.29273933        0.39079789       12.43935356        0.38404965        0.07853823
       -3.69080651        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -3.68079650        0.60074403        0.01369561        0.56176577        0.02106574        0.00421691
       -3.67078649        0.61082396        0.01641613        0.57449240        0.01625430        0.00366112
       -3.66077648        1.66482173        0.05333233        1.55173980        0.05008573        0.00966387
       -3.65076647        0.79699536        0.02178598        0.75003848        0.02105771        0.00411319
       -3.64075646        0.78065092        0.02209348        0.73565266        0.01897914        0.00392564
       -3.63074645        0.79695054        0.02285281        0.75205053        0.01810968        0.00393753
       -3.62073644        0.83626985        0.02450638        0.78908235        0.01840398        0.00427715
       -3.61072643        0.87808949        0.02310362        0.82805660        0.02177446        0.00515481
       -3.60071642        0.68926106        0.01873599        0.64757890        0.01858406        0.00436211
       -3.59070641        0.92194808        0.01759860        0.87148599        0.02666933        0.00619417
       -3.58069640        0.67939243        0.01529593        0.64517174        0.01535426        0.00357049
       -3.57068639        0.79718225        0.02010196        0.75670833        0.01667330        0.00369866
       -3.56067638        0.66507726        0.01640432        0.63194604        0.01349407        0.00323283
       -3.55066637        0.90116963        0.02356553        0.85941996        0.01408075        0.00410338
       -3.54065636        0.60750623        0.01359409        0.57930102        0.01191269        0.00269843
       -3.53064635        2.42572722        0.08152040        2.30178647        0.03246894        0.00995141
       -3.52063634        0.98409681        0.02201960        0.94037728        0.01726595        0.00443398
       -3.51062633        1.02541949        0.02536330        0.98114766        0.01490155        0.00400698
       -3.50061632        0.78469645        0.02034527        0.74532986        0.01532825        0.00369307
       -3.49060631        0.96257851        0.02322688        0.91176485        0.02229217        0.00529460
       -3.48059630        0.68091190        0.01656018        0.64708829        0.01404238        0.00322104
       -3.47058629        0.89960294        0.01970279        0.85575868        0.02008368        0.00405779
       -3.46057628        0.89246189        0.02000027        0.84875504        0.01953822        0.00416835
       -3.45056627        0.87771459        0.02020788        0.83438856        0.01886419        0.00425396
       -3.44055626        0.85536105        0.02032563        0.81265924        0.01806157        0.00431460
       -3.43054625        0.75466847        0.01828389        0.71677709        0.01571314        0.00389436
       -3.42053624        0.64827406        0.01641493        0.61497046        0.01338902        0.00349964
       -3.41052623        0.72781925        0.01792359        0.69103171        0.01505852        0.00380543
       -3.40051622        0.81919637        0.01840491        0.77794464        0.01860450        0.00424232
       -3.39050621        0.81711384        0.01752862        0.77577926        0.01946833        0.00433763
       -3.38049620        0.79471135        0.01701271        0.75441391        0.01898754        0.00429720
       -3.37048619        0.68385474        0.01602170        0.64822850        0.01581458        0.00378996
       -3.36047618        0.66102851        0.01619140        0.62661409        0.01455578        0.00366723
       -3.35046617        0.61785598        0.01550737        0.58513312        0.01379502        0.00342047
       -3.34045616        0.63584362        0.01585184        0.60227243        0.01423952        0.00347983
       -3.33044615        0.64248535        0.01602250        0.60882543        0.01421702        0.00342039
       -3.32043614        0.57228348        0.01371455        0.54213770        0.01320576        0.00322548
       -3.31042613        0.57050009        0.01362245        0.54056109        0.01314313        0.00317341
       -3.30041612        0.58446140        0.01323969        0.55331881        0.01448544        0.00341747
       -3.29040611        0.78946047        0.01934387        0.74807966        0.01788301        0.00415393
       -3.28039610        0.73764857        0.01752127        0.69905213        0.01701426        0.00406092
       -3.27038609        0.75749382        0.01827593        0.71781538        0.01714674        0.00425576
       -3.26037608        0.75568665        0.01877559        0.71607070        0.01647791        0.00436245
       -3.25036607        0.60363160        0.01303396        0.57253259        0.01429509        0.00376997
       -3.24035606        0.53219060        0.01150181        0.50583663        0.01173619        0.00311597
       -3.23034605        0.60923950        0.01124762        0.57937255        0.01482747        0.00379186
       -3.22033604        0.61928380        0.01058435        0.58960084        0.01523075        0.00386786
       -3.21032603        0.62765326        0.00994180        0.59823110        0.01553674        0.00394362
       -3.20031602        0.60144272        0.00911282        0.57372218        0.01490831        0.00369940
       -3.19030601        0.79232278        0.01296096        0.75139645        0.02239043        0.00557493
       -3.18029600        1.34173311        0.01990273        1.27781713        0.03539401        0.00861924
       -3.17028599        0.92538989        0.01400822        0.88357118        0.02266860        0.00514190
       -3.16027598        0.88684462        0.01578799        0.84461442        0.02212984        0.00431237
       -3.15026597        0.93790927        0.01771888        0.89231955        0.02362359        0.00424724
       -3.14025596        1.15658212        0.02282059        1.10085202        0.02791332        0.00499618
       -3.13024595        0.77031561        0.01503814        0.73312782        0.01850419        0.00364547
       -3.12023594        0.64767552        0.01291670        0.61650121        0.01528505        0.00297257
       -3.11022593        1.14373310        0.01927280        1.08961610        0.02885237        0.00599182
       -3.10021592        0.66532386        0.01200822        0.63457375        0.01530866        0.00343324
       -3.09020591        0.47418278        0.00764841        0.45384595        0.01023941        0.00244902
       -3.08019590        0.35745370        0.00551941        0.34303282        0.00710982        0.00179166
       -3.07018589        0.71831240        0.01240070        0.68768052        0.01518825        0.00304294
       -3.06017588        3.10265407        0.08447539        2.97115877        0.03721485        0.00980506
       -3.05016587        1.26165716        0.01963812        1.20637892        0.03028006        0.00536005
       -3.04015586        0.15284167        0.00121327        0.14667411        0.00396110        0.00099319
       -3.03014585        0.21611567        0.00298583        0.20793079        0.00376190        0.00143716
       -3.02013584        0.46016377        0.00699451        0.44339372        0.00829087        0.00148467
       -3.01012583        1.29550024        0.02215162        1.24505998        0.02293045        0.00535819
       -3.00011582        1.25586704        0.01977075        1.20333084        0.02681794        0.00594752
       -2.99010581        0.92279089        0.01493901        0.88183688        0.02230543        0.00370957
       -2.98009580        0.77993963        0.01288554        0.74524646        0.01861052        0.00319712
       -2.97008579        0.64590090        0.01162390        0.61770859        0.01403383        0.00253458
       -2.96007578        0.67242133        0.01133248        0.64338446        0.01499751        0.00270689
       -2.95006577        0.74592885        0.01226750        0.71396820        0.01655491        0.00313824
       -2.94005576        1.01286631        0.01528478        0.96868713        0.02455156        0.00434284
       -2.93004575        0.89300161        0.01523338        0.85456752        0.01898050        0.00422021
       -2.92003574        0.47998497        0.00719273        0.46129392        0.00924362        0.00225470
       -2.91002573        0.50596822        0.00692186        0.48609753        0.01053364        0.00241519
       -2.90001572        0.97296045        0.01387792        0.93759241        0.01679627        0.00469385
       -2.89000571        0.58037713        0.00914695        0.56090148        0.00779487        0.00253382
       -2.87999570        0.49039586        0.00747898        0.47396435        0.00678962        0.00216292
       -2.86998569        0.41078285        0.00603489        0.39708114        0.00583882        0.00182800
       -2.85997568        0.41953582        0.00609220        0.40530970        0.00628238        0.00185154
       -2.84996567        0.25801233        0.00332022        0.24982633        0.00367445        0.00119133
       -2.83995566        0.06582043        0.00075389        0.06385481        0.00089601        0.00031571
       -2.82994565        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -2.81993564        0.18928057        0.00686258        0.12703517        0.04340747        0.01197536
       -2.80992563        0.20628092        0.00857532        0.14136981        0.04392767        0.01240813
       -2.79991562        0.21448250        0.01079882        0.14773104        0.04338351        0.01256913
       -2.78990561        0.13465600        0.00822387        0.08659909        0.03073375        0.00909929
       -2.77989560        0.01959344        0.00047796        0.01464543        0.00348424        0.00098581
       -2.76988559        0.05034699        0.00129313        0.03811456        0.00852533        0.00241397
       -2.75987558        0.15537284        0.00483187        0.11900990        0.02447124        0.00705983
       -2.74986557        0.24876089        0.00908608        0.19369294        0.03545667        0.01052519
       -2.73985556        0.19704939        0.00796078        0.15140394        0.02888021        0.00880446
       -2.72984555        0.15727187        0.00595108        0.11877655        0.02470244        0.00784180
       -2.71983554        0.24478275        0.00756401        0.18121013        0.04280586        0.01320274
       -2.70982553        0.26655361        0.00712963        0.20653915        0.04026267        0.01262215
       -2.69981552        0.45162364        0.01121369        0.35617054        0.06364076        0.02059865
       -2.68980551        0.39505457        0.00978302        0.31163296        0.05475160        0.01888699
       -2.67979550        0.16420759        0.00438457        0.12052180        0.02948746        0.00981376
       -2.66978549        0.76703673        0.02615786        0.59583869        0.10796018        0.03708000
       -2.65977548        0.55967293        0.01903926        0.44070154        0.07511412        0.02481800
       -2.64976547        0.54911262        0.01983890        0.43279453        0.07347080        0.02300839
       -2.63975546        0.33888413        0.01569018        0.25691875        0.05020975        0.01606545
       -2.62974545        0.31325719        0.01308085        0.24051497        0.04484970        0.01481167
       -2.61973544        0.77556807        0.01933451        0.63271267        0.09155108        0.03196981
       -2.60972543        0.19742847        0.00587179        0.16058180        0.02350273        0.00747214
