#  aims_uuid : DC519943-5C7D-44B4-AC0E-DFA29A131195                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -6.232228 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -3.76777178        0.04214718        0.00087521        0.03682745        0.00364584        0.00079869
       -3.75777178        0.05331968        0.00110175        0.04703601        0.00432549        0.00085643
       -3.74777178        0.08273484        0.00162731        0.07464222        0.00551743        0.00094788
       -3.73777178        0.20139567        0.00373819        0.18570141        0.01047113        0.00148495
       -3.72777178        0.33225041        0.00626287        0.30600990        0.01752177        0.00245586
       -3.71777178        0.48946634        0.00927241        0.44870097        0.02750671        0.00398624
       -3.70777178        0.82637739        0.01648209        0.75293584        0.04948925        0.00747020
       -3.69777178        0.55287457        0.00945010        0.50357797        0.03364929        0.00619721
       -3.68777178        0.37032287        0.00499848        0.34123795        0.02006490        0.00402153
       -3.67777178        0.29881766        0.00351032        0.28164148        0.01151377        0.00215209
       -3.66777178        0.37682775        0.00525187        0.35446840        0.01443841        0.00266907
       -3.65777178        0.39711066        0.00588404        0.37186987        0.01650675        0.00285000
       -3.64777178        0.41652142        0.00634976        0.38841668        0.01871467        0.00304032
       -3.63777178        0.44871402        0.00688824        0.41654803        0.02186583        0.00341193
       -3.62777178        0.47775697        0.00718552        0.44181909        0.02499347        0.00375888
       -3.61777178        0.50464455        0.00726528        0.46512865        0.02815957        0.00409104
       -3.60777178        0.53566614        0.00722283        0.49224963        0.03171961        0.00447408
       -3.59777178        0.56423131        0.00693339        0.51716241        0.03529565        0.00483985
       -3.58777178        0.60880127        0.00814431        0.55764444        0.03754764        0.00546487
       -3.57777178        0.43836430        0.00636392        0.40424233        0.02346815        0.00428989
       -3.56777178        0.19784470        0.00265620        0.18267875        0.01041119        0.00209856
       -3.55777178        0.22212333        0.00281069        0.20530733        0.01164957        0.00235575
       -3.54777178        0.24614079        0.00291926        0.22775639        0.01285696        0.00260818
       -3.53777178        0.27762942        0.00322887        0.25521884        0.01612620        0.00305552
       -3.52777178        0.32329523        0.00377285        0.29509634        0.02074462        0.00368141
       -3.51777178        0.37767713        0.00432592        0.34460052        0.02446162        0.00428908
       -3.50777178        0.39335926        0.00511491        0.35792028        0.02573324        0.00459083
       -3.49777178        0.48186265        0.00632539        0.44092721        0.02907586        0.00553420
       -3.48777178        0.52319120        0.00729455        0.48026521        0.02958078        0.00605066
       -3.47777178        0.64935083        0.00930613        0.59881659        0.03375822        0.00746989
       -3.46777178        0.28430829        0.00289598        0.25916962        0.01918160        0.00306109
       -3.45777178        0.40757699        0.00286053        0.37234828        0.02772427        0.00464391
       -3.44777178        0.45778461        0.00273001        0.42020337        0.02970581        0.00514543
       -3.43777178        0.53068388        0.00318718        0.48716122        0.03470342        0.00563207
       -3.42777178        0.58179834        0.00382141        0.53046042        0.04159256        0.00592394
       -3.41777178        0.32656410        0.00251801        0.30303677        0.01784829        0.00316105
       -3.40777178        0.28081529        0.00232877        0.26107506        0.01460418        0.00280729
       -3.39777178        0.22795196        0.00208335        0.21178739        0.01155819        0.00252304
       -3.38777178        0.19986979        0.00194288        0.18539823        0.01013147        0.00239721
       -3.37777178        0.18809529        0.00187475        0.17430609        0.00957648        0.00233796
       -3.36777178        0.71198183        0.00662769        0.65091167        0.04365401        0.01078846
       -3.35777178        0.18189915        0.00050242        0.16988982        0.00930720        0.00219971
       -3.34777178        0.30734704        0.00074159        0.28821051        0.01471795        0.00367699
       -3.33777178        0.35363638        0.00124110        0.33166847        0.01595584        0.00477098
       -3.32777178        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -3.31777178        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -3.30777178        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -3.29777178        0.14486953        0.00237077        0.13259999        0.00775276        0.00214602
       -3.28777178        0.42207441        0.01081362        0.34870438        0.04972470        0.01283171
       -3.27777178        0.19584871        0.00341551        0.15900016        0.02719754        0.00623550
       -3.26777178        0.65283544        0.01184502        0.59419342        0.03778883        0.00900816
       -3.25777178        2.55982440        0.04323613        2.35550296        0.14158909        0.01949622
       -3.24777178        1.13547175        0.01066097        1.04850970        0.06662103        0.00968006
       -3.23777178        0.37780762        0.00352857        0.34612523        0.02336001        0.00479380
       -3.22777178        0.34677567        0.00362664        0.31787451        0.02065580        0.00461870
       -3.21777178        0.33567302        0.00320387        0.30755913        0.02073316        0.00417686
       -3.20777178        0.34449969        0.00226025        0.31517908        0.02359208        0.00346828
       -3.19777178        0.44570143        0.00308857        0.40888120        0.02995195        0.00377971
       -3.18777178        1.37908291        0.01254923        1.27354904        0.08388884        0.00909581
