              x                 y 
        -15.85158384          0.00000000
        -15.81154380          0.00000000
        -15.77150376          0.00000000
        -15.73146372          0.00000000
        -15.69142368          0.00000000
        -15.65138364          0.00000000
        -15.61134360          0.00000000
        -15.57130356          0.00000004
        -15.53126352          0.18449638
        -15.49122348          5.59177906
        -15.45118344         16.04638500
        -15.41114340          9.44498794
        -15.37110336         22.81332543
        -15.33106332          5.23460999
        -15.29102328          2.42469385
        -15.25098324         34.79450226
        -15.21094320          8.84221413
        -15.17090316         10.13148414
        -15.13086312          0.70551112
        -15.09082308         24.25298945
        -15.05078304         31.19273225
        -15.01074300          0.27485225
        -14.97070295         17.76173284
        -14.93066291          0.75711057
        -14.89062287         27.49280129
        -14.85058283         14.43848179
        -14.81054279         32.87436284
        -14.77050275          0.10038021
        -14.73046271          5.66653770
        -14.69042267         13.38439072
        -14.65038263         24.79749666
        -14.61034259         31.01512499
        -14.57030255          9.70601429
        -14.53026251         28.32510754
        -14.49022247         18.69578180
        -14.45018243         26.74056273
        -14.41014239         50.03683588
        -14.37010235         67.40884876
        -14.33006231         45.39249024
        -14.29002227         24.80433041
        -14.24998223         69.31603289
        -14.20994219         18.01207249
        -14.16990215         36.97661037
        -14.12986211        104.69722587
        -14.08982207         34.51649303
        -14.04978203         43.64697531
        -14.00974199         67.02419874
        -13.96970195         50.69204583
        -13.92966191         19.71814120
        -13.88962187        127.20067400
        -13.84958183         71.95124176
        -13.80954179         51.82886928
        -13.76950175         63.15381370
        -13.72946171        101.83199337
        -13.68942167        139.81333895
        -13.64938163         87.85338195
        -13.60934159        128.91504356
        -13.56930155        115.09170258
        -13.52926151        141.12011172
        -13.48922147        144.35151821
        -13.44918143         98.37565454
        -13.40914139         88.73842932
        -13.36910135         64.14771256
        -13.32906131         17.17953162
        -13.28902127          0.01423258
        -13.24898123          0.00000000
        -13.20894119          0.00000000
        -13.16890115          0.00000000
        -13.12886111          0.00000000
        -13.08882107          0.00000000
        -13.04878103          0.00000000
        -13.00874099          0.00000000
        -12.96870095          0.00000000
        -12.92866091          0.00000000
        -12.88862087          0.00000000
        -12.84858083          0.00000000
        -12.80854079          0.00000000
        -12.76850075          0.00000000
        -12.72846071          0.00000000
        -12.68842067          0.00000000
        -12.64838063          0.00000000
        -12.60834059          0.00000000
        -12.56830055          0.00000000
        -12.52826051          0.00000000
        -12.48822047          0.00000000
        -12.44818043          0.00000000
        -12.40814039          0.00000000
        -12.36810035          0.00000000
        -12.32806031          0.00000000
        -12.28802027          0.00000000
        -12.24798023          0.00000000
        -12.20794019          0.00000000
        -12.16790015          0.00000000
        -12.12786011          0.00000000
        -12.08782007          0.00000000
        -12.04778003          0.00000000
        -12.00773999          0.00000000
        -11.96769995          0.00000000
        -11.92765991          0.00000000
        -11.88761987          0.00000000
        -11.84757983          0.00000000
        -11.80753979          0.00000000
        -11.76749975          0.00000000
        -11.72745971          0.00000000
        -11.68741967          0.00000000
        -11.64737963          0.00000000
