  95.94000     0.0340     0.9909     2.6650Mo
  78.96000     1.7136     1.9663     4.3236Se
  78.96000     1.7136     1.9663     1.0064Se
  95.94000    -1.5968     3.8940     2.6650Mo
  78.96000     0.0809     4.9512     4.2914Se
  78.96000     0.0809     4.9512     1.0386Se
  95.94000    -3.3746     6.7251     2.6650Mo
  78.96000    -1.7675     7.8109     4.3124Se
  78.96000    -1.7675     7.8109     1.0176Se
  95.94000    -4.9686     9.5778     2.6650Mo
  78.96000    -3.2528    10.5513     4.3325Se
  78.96000    -3.2528    10.5513     0.9975Se
  95.94000    -6.6273    12.4524     2.6650Mo
  78.96000    -4.9578    13.4122     4.3248Se
  78.96000    -4.9578    13.4122     1.0052Se
  95.94000     3.3588     0.9595     2.6650Mo
  78.96000     5.0447     1.8625     4.3350Se
  78.96000     5.0447     1.8625     0.9950Se
  95.94000     1.7568     3.8995     2.6650Mo
  78.96000     3.4473     4.9644     4.1846Se
  78.96000     3.4473     4.9644     1.1454Se
  95.94000    -0.0926     6.9487     2.6650Mo
  78.96000     1.2368     8.1481     4.4590Se
  78.96000     1.2368     8.1481     0.8710Se
  95.94000    -1.5598     9.7236     2.6650Mo
  95.94000    -3.2823    12.4404     2.6650Mo
  78.96000    -1.5737    13.2800     4.3361Se
  78.96000    -1.5737    13.2800     0.9939Se
  95.94000     6.7000     0.8713     2.6650Mo
  78.96000     8.3455     1.8391     4.3305Se
  78.96000     8.3455     1.8391     0.9995Se
  95.94000     5.1170     3.7861     2.6650Mo
  78.96000     6.7302     4.7166     4.3692Se
  78.96000     6.7302     4.7166     0.9608Se
  78.96000     4.8633     7.4980     4.1833Se
  78.96000     4.8633     7.4980     1.1467Se
  95.94000     1.2748     9.8136     2.6650Mo
  78.96000     3.2172    10.4609     4.2781Se
  78.96000     3.2172    10.4609     1.0519Se
  95.94000    -0.0190    12.1834     2.6650Mo
  78.96000     1.5988    13.2594     4.3208Se
  78.96000     1.5988    13.2594     1.0092Se
  95.94000     9.9722     0.8667     2.6650Mo
  78.96000    11.6364     1.8636     4.3245Se
  78.96000    11.6364     1.8636     1.0055Se
  95.94000     8.3533     3.7673     2.6650Mo
  78.96000    10.0062     4.7541     4.3246Se
  78.96000    10.0062     4.7541     1.0054Se
  95.94000     6.7026     6.5751     2.6650Mo
  78.96000     8.2919     7.6347     4.3371Se
  78.96000     8.2919     7.6347     0.9929Se
  95.94000     4.9830     9.4998     2.6650Mo
  78.96000     6.6189    10.4927     4.3351Se
  78.96000     6.6189    10.4927     0.9949Se
  95.94000     3.3076    12.4125     2.6650Mo
  78.96000     4.9761    13.3887     4.3269Se
  78.96000     4.9761    13.3887     1.0031Se
  95.94000    13.3124     0.9420     2.6650Mo
  78.96000    14.9773     1.9537     4.3194Se
  78.96000    14.9773     1.9537     1.0106Se
  95.94000    11.6674     3.8008     2.6650Mo
  78.96000    13.3185     4.7982     4.3323Se
  78.96000    13.3185     4.7982     0.9977Se
  95.94000     9.9582     6.6877     2.6650Mo
  78.96000    11.5851     7.6688     4.3405Se
  78.96000    11.5851     7.6688     0.9895Se
  95.94000     8.2885     9.5568     2.6650Mo
  78.96000     9.9631    10.5314     4.3259Se
  78.96000     9.9631    10.5314     1.0041Se
  95.94000     6.6295    12.4244     2.6650Mo
  78.96000     8.3030    13.4222     4.3143Se
  78.96000     8.3030    13.4222     1.0157Se
