#  aims_uuid : 1E791AF3-4927-4B83-AC16-BA7483A4DB81                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -4.750000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -5.24999964        0.27482843        0.02257605        0.23954531        0.01079123        0.00191585
       -5.23999964        0.30822585        0.02407756        0.26876630        0.01310848        0.00227351
       -5.22999964        0.33801839        0.02450478        0.29500993        0.01584206        0.00266163
       -5.21999964        0.36420607        0.02385770        0.31827617        0.01899197        0.00308022
       -5.20999964        0.20526834        0.01458771        0.17935685        0.00966273        0.00166105
       -5.19999964        0.18820235        0.01320704        0.16445167        0.00899303        0.00155061
       -5.18999964        0.17163444        0.01187630        0.14998300        0.00833451        0.00144062
       -5.17999964        0.15556460        0.01059550        0.13595084        0.00768717        0.00133108
       -5.16999964        0.13999284        0.00936463        0.12235520        0.00705101        0.00122199
       -5.15999964        0.12491914        0.00818369        0.10919607        0.00642603        0.00111336
       -5.14999964        0.11034353        0.00705269        0.09647345        0.00581222        0.00100516
       -5.13999964        0.09626598        0.00597162        0.08418735        0.00520959        0.00089742
       -5.12999964        0.41944455        0.04078003        0.36336356        0.01201781        0.00328315
       -5.11999964        1.03464100        0.07700777        0.92557368        0.02557385        0.00648570
       -5.10999964        0.80528646        0.05683952        0.72342928        0.02031782        0.00469983
       -5.09999964        0.36882265        0.02654925        0.32963095        0.01039302        0.00224943
       -5.08999964        1.12522716        0.04261315        1.01177053        0.06005692        0.01078655
       -5.07999964        0.26162328        0.00778107        0.24087799        0.01095721        0.00200701
       -5.06999964        0.26614157        0.00770814        0.24540377        0.01105225        0.00197741
       -5.05999964        0.27078430        0.00764371        0.25009007        0.01110709        0.00194343
       -5.04999964        0.27555147        0.00758780        0.25493687        0.01112174        0.00190506
       -5.03999964        0.28044309        0.00754039        0.25994418        0.01109619        0.00186232
       -5.02999964        0.28545914        0.00750149        0.26511200        0.01103044        0.00181520
       -5.01999964        0.29059964        0.00747110        0.27044034        0.01092450        0.00176370
       -5.00999964        0.29586457        0.00744921        0.27592918        0.01077836        0.00170782
       -4.99999964        0.30125395        0.00743584        0.28157853        0.01059202        0.00164757
       -4.98999964        0.30676777        0.00743097        0.28738839        0.01036549        0.00158293
       -4.97999964        0.31240603        0.00743461        0.29335876        0.01009875        0.00151391
       -4.96999964        0.31816874        0.00744676        0.29948964        0.00979182        0.00144051
       -4.95999964        0.34301748        0.00813717        0.32254494        0.01074973        0.00158564
       -4.94999964        0.37992450        0.00925142        0.35650807        0.01234579        0.00181921
       -4.93999964        0.41830354        0.01041100        0.39206820        0.01381826        0.00200608
       -4.92999964        0.45815463        0.01161590        0.42922533        0.01516714        0.00214625
       -4.91999964        0.43567342        0.01255708        0.40554309        0.01564086        0.00193240
       -4.90999964        0.48256510        0.01393556        0.44968599        0.01694173        0.00200182
       -4.89999964        0.53005539        0.01545573        0.49435973        0.01821838        0.00202154
       -4.88999964        0.57814428        0.01711759        0.53956432        0.01947081        0.00199157
       -4.87999964        0.30190244        0.00629961        0.28692186        0.00753432        0.00114664
       -4.86999964        0.80033017        0.01805225        0.75808500        0.02115310        0.00303982
       -4.85999964        0.77790306        0.02132200        0.72775980        0.02562731        0.00319394
       -4.84999964        0.39875316        0.02243426        0.35621961        0.01848775        0.00161155
       -4.83999964        0.51171615        0.02684908        0.46027846        0.02178794        0.00280067
       -4.82999964        0.90523786        0.04138311        0.82278108        0.03689472        0.00417895
       -4.81999964        1.16567604        0.04408524        1.07170284        0.04558206        0.00430591
       -4.80999964        1.24261968        0.03851903        1.14988741        0.05002314        0.00419010
       -4.79999964        1.31728930        0.03516045        1.22054030        0.05686996        0.00471858
       -4.78999964        1.38968490        0.03400950        1.28366151        0.06612252        0.00589138
       -4.77999964        0.90970503        0.02450346        0.82022051        0.05812285        0.00685821
       -4.76999964        1.07946058        0.02936534        0.96591630        0.07490795        0.00927099
       -4.75999964        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.74999964        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.73999964        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.72999964        2.72797589        0.07667736        2.52855874        0.11110111        0.01163867
       -4.71999964        2.21756737        0.05385285        2.06577874        0.08909439        0.00884139
       -4.70999964        1.61237393        0.03578307        1.50270278        0.06671103        0.00717705
