#  aims_uuid : 1E791AF3-4927-4B83-AC16-BA7483A4DB81                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.28918937        0.04985341        0.03035855        0.20485097        0.00412643
       -9.99000000        0.34843992        0.06298259        0.03481543        0.24608062        0.00456127
       -9.98000000        0.41509203        0.07847125        0.03889487        0.29282643        0.00489947
       -9.97000000        0.48914570        0.09631940        0.04259686        0.34508840        0.00514103
       -9.96000000        0.26048607        0.04469560        0.02539373        0.18726186        0.00313488
       -9.95000000        0.24469529        0.03980262        0.02388486        0.17811421        0.00289360
       -9.94000000        0.22890338        0.03526598        0.02230226        0.16867938        0.00265577
       -9.93000000        0.21311036        0.03108568        0.02064593        0.15895737        0.00242138
       -9.92000000        0.19731621        0.02726173        0.01891587        0.14894818        0.00219042
       -9.91000000        0.18152093        0.02379413        0.01711209        0.13865180        0.00196291
       -9.90000000        0.16572453        0.02068287        0.01523457        0.12806824        0.00173884
       -9.89000000        0.14992700        0.01792796        0.01328333        0.11719750        0.00151821
       -9.88000000        0.42669386        0.01690814        0.07268975        0.33299832        0.00409765
       -9.87000000        0.96889402        0.01542886        0.15211687        0.78503886        0.01630942
       -9.86000000        0.69811564        0.01302590        0.13603691        0.53748556        0.01156727
       -9.85000000        0.31768026        0.01325900        0.07007877        0.23009300        0.00424949
       -9.84000000        1.72008360        0.27854943        0.06675678        1.35011496        0.02466243
       -9.83000000        0.34487314        0.04114081        0.01522490        0.28165185        0.00685558
       -9.82000000        0.34760264        0.03991184        0.01623514        0.28466686        0.00678880
       -9.81000000        0.34991769        0.03840770        0.01719555        0.28756235        0.00675208
       -9.80000000        0.35181830        0.03662839        0.01810615        0.29033832        0.00674544
       -9.79000000        0.35330446        0.03457390        0.01896693        0.29299476        0.00676887
       -9.78000000        0.35437618        0.03224423        0.01977790        0.29553167        0.00682238
       -9.77000000        0.35503345        0.02963939        0.02053905        0.29794906        0.00690596
       -9.76000000        0.35527627        0.02675937        0.02125038        0.30024692        0.00701961
       -9.75000000        0.35510465        0.02360417        0.02191189        0.30242526        0.00716334
       -9.74000000        0.35451859        0.02017380        0.02252358        0.30448407        0.00733714
       -9.73000000        0.35351808        0.01646825        0.02308546        0.30642336        0.00754101
