#  aims_uuid : 7EA6C34F-1953-4B18-AA16-E2C77C339481                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        0.38815376        0.00288970        0.03735999        0.34506199        0.00216307        0.00067900
       -9.98998999        1.27859599        0.00856960        0.07907175        1.18222710        0.00714174        0.00158580
       -9.97997998        1.60968456        0.01484934        0.14060341        1.44258865        0.00916197        0.00248119
       -9.96996997        9.54637090        0.14705216        1.08510641        8.17850781        0.11754300        0.01816152
       -9.95995996        0.39198726        0.00150043        0.03659285        0.35152056        0.00179102        0.00058240
       -9.94994995        2.74503747        0.09496194        0.47519607        2.14580633        0.02659962        0.00247350
       -9.93993994        0.71222339        0.00512718        0.07098734        0.62390536        0.01149071        0.00071280
       -9.92992993        2.03489691        0.02152078        0.16196962        1.82839002        0.02103638        0.00198011
       -9.91991992        0.28246462        0.01774248        0.04300922        0.21879940        0.00225954        0.00065398
       -9.90990991        2.71079586        0.25480026        0.51482569        1.90422804        0.03162591        0.00531596
       -9.89989990        0.45502290        0.02295755        0.06432209        0.36265060        0.00421113        0.00088154
       -9.88988989        1.94723140        0.21451353        0.27628482        1.43448749        0.01830298        0.00364259
       -9.87987988        0.53630620        0.02629439        0.08549628        0.41759451        0.00584087        0.00108016
       -9.86986987        1.82027539        0.13488162        0.33154237        1.33266694        0.01773305        0.00345141
       -9.85985986        1.51302862        0.21152411        0.30078906        0.97413630        0.02258253        0.00399662
       -9.84984985        2.10728760        0.22975279        0.47475720        1.36404651        0.03241804        0.00631306
       -9.83983984        1.95705275        0.35293505        0.39213218        1.17804728        0.02884407        0.00509416
       -9.82982983        2.32349050        0.29569732        0.40229836        1.58716520        0.03331974        0.00500988
       -9.81981982        1.62716653        0.23632471        0.49977002        0.86003201        0.02682642        0.00421337
       -9.80980981        0.79838562        0.11056472        0.16908997        0.50478176        0.01231937        0.00162979
       -9.79979980        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.78978979        1.72334577        0.39169959        0.30225806        1.00151050        0.02382203        0.00405559
       -9.77977978      198.45243602       46.20255608       59.33363958       89.06351521        3.37908562        0.47363954
       -9.76976977        1.72238296        0.22177949        0.36475180        1.10595848        0.02662331        0.00326988
       -9.75975976        1.99624038        0.33076673        0.32291109        1.30930339        0.02978799        0.00347117
       -9.74974975        1.16362862        0.24540789        0.35376478        0.54144783        0.01940519        0.00360293
       -9.73973974        0.24878993        0.05575846        0.07174688        0.11587686        0.00472014        0.00068759
       -9.72972973        2.07165866        0.54499244        0.31711315        1.16855747        0.03671763        0.00427797
       -9.71971972        0.26757128        0.07787239        0.05438278        0.12979653        0.00489031        0.00062927
       -9.70970971        1.10199487        0.11629523        0.23417433        0.72719617        0.02143945        0.00288969
       -9.69969970        0.41063075        0.08487979        0.10768464        0.20844229        0.00843365        0.00119038
       -9.68968969        2.56423736        0.25277816        0.27528445        1.99439510        0.03768726        0.00409239
       -9.67967968        0.85861957        0.13508349        0.10162631        0.60987526        0.01037219        0.00166232
       -9.66966967        2.99185644        0.37527503        0.35691634        2.22168593        0.03239436        0.00558478
       -9.65965966        0.12622592        0.00736424        0.00995801        0.10730219        0.00146741        0.00013406
       -9.64964965        0.64466975        0.07263435        0.06564112        0.49329314        0.01211678        0.00098436
       -9.63963964        0.86506754        0.09168808        0.09197319        0.66192337        0.01829303        0.00118986
       -9.62962963        0.17725892        0.02840293        0.02366219        0.12137834        0.00352491        0.00029056
       -9.61961962        0.13869967        0.03306803        0.01796932        0.08487811        0.00256227        0.00022194
       -9.60960961        0.10010212        0.03267640        0.01270736        0.05284028        0.00172532        0.00015275
       -9.59959960        0.06146627        0.02722804        0.00787632        0.02526486        0.00101407        0.00008299
       -9.58958959        0.34273083        0.05190787        0.02429105        0.26031335        0.00562514        0.00059343
       -9.57957958        0.49915440        0.05464988        0.03087083        0.40405194        0.00879605        0.00078568
       -9.56956957        1.15038494        0.09066762        0.05947956        0.98047681        0.01762676        0.00213418
       -9.55955956        0.68407229        0.03962424        0.04510362        0.58647030        0.01200899        0.00086515
       -9.54954955        0.44764752        0.01612292        0.03766467        0.38621209        0.00710029        0.00054755
       -9.53953954        0.23272415        0.01061781        0.03053952        0.18741882        0.00376177        0.00038622
       -9.52952953        0.44535773        0.01211631        0.07620509        0.34800568        0.00823328        0.00079738
       -9.51951952        0.48831491        0.01415706        0.07960899        0.38328048        0.01041992        0.00084846
       -9.50950951        0.64323657        0.02312403        0.08728366        0.51728822        0.01437213        0.00116852
       -9.49949950        0.80832442        0.02991135        0.09793879        0.66024914        0.01882486        0.00140028
       -9.48948949        0.78359514        0.03176601        0.06626343        0.66528163        0.01909185        0.00119222
       -9.47947948        0.51774668        0.04413644        0.03190750        0.43324755        0.00715473        0.00130045
