# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -5.302743 eV
#    Energy (eV)      DOS 
         -4.69725688         77.16479616
         -4.68725688        174.44337920
         -4.67725688         69.71759780
         -4.66725688         84.83535329
         -4.65725688         78.63796030
         -4.64725688        942.64512850
         -4.63725688         86.20382666
         -4.62725688         40.13486572
         -4.61725688         83.06317795
         -4.60725688         22.83746554
         -4.59725688         39.10746394
         -4.58725688        113.11372756
         -4.57725688         40.73066668
         -4.56725688        110.03425442
         -4.55725688        177.73112975
         -4.54725688        138.46872268
         -4.53725688        131.34723358
         -4.52725688        155.27906955
         -4.51725688         54.52171435
         -4.50725688        181.66756245
         -4.49725688        392.10182542
         -4.48725688          0.00000000
         -4.47725688        132.77207578
         -4.46725688        136.01392744
         -4.45725688        165.26962490
         -4.44725688         67.93175302
         -4.43725688         79.00577233
         -4.42725688         80.57720853
         -4.41725688         60.69032228
         -4.40725688         40.80343603
         -4.39725688         91.30061735
         -4.38725688         79.31801038
         -4.37725688         75.40213795
         -4.36725688        104.16604445
         -4.35725688         82.31191016
         -4.34725688         58.67640912
         -4.33725688        129.67607586
         -4.32725688         47.09880481
         -4.31725688         39.64372396
         -4.30725688         14.25038056
         -4.29725688         11.50215227
         -4.28725688          8.75392397
         -4.27725688          6.00569567
         -4.26725688         90.87370940
         -4.25725688         28.89073446
         -4.24725688         34.94612130
         -4.23725688         31.28209292
         -4.22725688         31.22279604
         -4.21725688         64.21000737
         -4.20725688         66.89709154
         -4.19725688         16.85799885
         -4.18725688         17.31387765
         -4.17725688         23.76285636
         -4.16725688         30.21183508
         -4.15725688         36.66081379
         -4.14725688         28.90557613
         -4.13725688         38.14908120
         -4.12725688         49.45635438
         -4.11725688         26.05367311
         -4.10725688         30.51674383
         -4.09725688         34.97981455
         -4.08725688         39.44288528
         -4.07725688         21.84521902
         -4.06725688         27.71259749
         -4.05725688         28.26429733
         -4.04725688         41.48901609
         -4.03725688         43.39687091
         -4.02725688         40.16557668
         -4.01725688         24.57896925
         -4.00725688         31.35511615
         -3.99725688         47.66635091
         -3.98725688         68.49835089
         -3.97725688         78.52354979
         -3.96725688         87.14855167
         -3.95725688         76.31074028
         -3.94725688         89.13726880
         -3.93725688         92.96365099
         -3.92725688         83.81452022
         -3.91725688         78.28398488
         -3.90725688        179.97076804
         -3.89725688        403.93996522
         -3.88725688        111.25033902
         -3.87725688        229.81712601
         -3.86725688        103.95846870
         -3.85725688         79.12908114
         -3.84725688        319.09549646
         -3.83725688        174.33612245
         -3.82725688        136.27755127
         -3.81725688        210.77406457
         -3.80725688         46.59323009
         -3.79725688        130.07927322
         -3.78725688         62.15330621
         -3.77725688         65.57023837
         -3.76725688         51.80922637
         -3.75725688         78.98684295
         -3.74725688        256.84439136
         -3.73725688         89.34654957
         -3.72725688         31.46010919
         -3.71725688         18.60863265
         -3.70725688        146.53353401
         -3.69725688        110.70424090
         -3.68725688         71.67766613
         -3.67725688        122.97119821
         -3.66725688         61.19028495
         -3.65725688         51.04399169
         -3.64725688         40.89769842
         -3.63725688         40.82085504
         -3.62725688         30.53114649
         -3.61725688         43.65409856
         -3.60725688         57.05495281
         -3.59725688         70.45580705
         -3.58725688         36.86434033
         -3.57725688         89.92231195
         -3.56725688         83.47661034
         -3.55725688         92.62844943
         -3.54725688         24.45774060
         -3.53725688         21.55369499
         -3.52725688         18.64964937
         -3.51725688         15.74560375
         -3.50725688         15.87900114
         -3.49725688         81.25307710
         -3.48725688         74.13043221
         -3.47725688         63.13421260
         -3.46725688         21.88629473
         -3.45725688         33.45308464
         -3.44725688         45.01987456
         -3.43725688         36.01682445
         -3.42725688         46.08566722
         -3.41725688         27.22060197
         -3.40725688         27.07489042
         -3.39725688         18.51691804
         -3.38725688         19.81490342
         -3.37725688         21.11288880
         -3.36725688         21.52224760
         -3.35725688        542.94144016
         -3.34725688         50.48006915
         -3.33725688         61.45193379
         -3.32725688         39.85242855
         -3.31725688         36.85889315
         -3.30725688         59.69769922
         -3.29725688         41.79501786
         -3.28725688         52.38961155
         -3.27725688         66.82150481
         -3.26725688         48.77623040
         -3.25725688         71.81686742
         -3.24725688         65.38646288
         -3.23725688         36.66828041
         -3.22725688         51.33374892
         -3.21725688         65.99921742
         -3.20725688         46.55414065
         -3.19725688         28.10951860
         -3.18725688         26.93140524
         -3.17725688         24.15934731
         -3.16725688         21.38728938
         -3.15725688         26.17046736
         -3.14725688         53.41483756
         -3.13725688         12.58804659
         -3.12725688          4.10861979
         -3.11725688          3.85101373
         -3.10725688          3.59340768
         -3.09725688          3.33580162
         -3.08725688          3.07819556
         -3.07725688          2.82058951
         -3.06725688         89.39321855
         -3.05725688         58.26852386
         -3.04725688         12.85852187
         -3.03725688         16.69651973
         -3.02725688         20.53451759
         -3.01725688         24.37251545
         -3.00725688         28.21051331
         -2.99725688         32.04851117
         -2.98725688         26.51497837
         -2.97725688         32.36270077
         -2.96725688         38.22350029
         -2.95725688         28.18300583
         -2.94725688         26.17945971
         -2.93725688         96.52829069
         -2.92725688         32.75829742
         -2.91725688         29.38964188
         -2.90725688         27.57100766
         -2.89725688         35.02200747
         -2.88725688         28.77186566
         -2.87725688         44.92999818
         -2.86725688         61.08813071
         -2.85725688         40.49238508
         -2.84725688        483.43538501
         -2.83725688         81.94181115
         -2.82725688         80.12478968
         -2.81725688         69.01118029
         -2.80725688        116.16002730
         -2.79725688         82.39513687
         -2.78725688         17.97341431
