            x                    y 
        -16.41602523          0.00712603
        -16.37598519          2.81700509
        -16.33594515         17.45947296
        -16.29590511          1.89386823
        -16.25586507         18.51308555
        -16.21582503         18.35894704
        -16.17578499          0.26615955
        -16.13574495          8.61500754
        -16.09570491         28.82796038
        -16.05566487         10.36826894
        -16.01562483          8.38214257
        -15.97558479          0.16819216
        -15.93554475         19.00128389
        -15.89550471         36.52806153
        -15.85546467          0.49754664
        -15.81542463         10.33304608
        -15.77538459          8.39686681
        -15.73534455          1.42388942
        -15.69530451         35.55674305
        -15.65526447         17.63615613
        -15.61522443         20.30672927
        -15.57518439          0.00190192
        -15.53514435          6.23242448
        -15.49510431         12.55879370
        -15.45506427         18.96047370
        -15.41502423         36.88155468
        -15.37498419          1.04778956
        -15.33494415         35.75590243
        -15.29490411          0.95047562
        -15.25486407          0.00316282
        -15.21482403         12.46459415
        -15.17478399         38.47331727
        -15.13474395         42.19673829
        -15.09470391         38.03159587
        -15.05466387         25.54451607
        -15.01462383         66.36582554
        -14.97458379         22.27125644
        -14.93454375         13.76159115
        -14.89450371         94.34951047
        -14.85446367         42.27813680
        -14.81442363         59.10610671
        -14.77438359         48.23486672
        -14.73434355         42.18632711
        -14.69430351         26.75043837
        -14.65426347         55.86213447
        -14.61422343        112.20358735
        -14.57418339         35.33085361
        -14.53414335         73.71541033
        -14.49410331         73.51780707
        -14.45406327         39.59575838
        -14.41402323         73.82426104
        -14.37398319        203.41687795
        -14.33394315         56.91345848
        -14.29390311         39.91886736
        -14.25386307        160.42907687
        -14.21382303        108.76167544
        -14.17378299         79.62422118
        -14.13374295        188.45585760
        -14.09370290         76.71729397
        -14.05366286         90.36341310
        -14.01362282         53.39488073
        -13.97358278         25.54008662
        -13.93354274          0.14961974
        -13.89350270          0.00000000
        -13.85346266          0.00000000
        -13.81342262          0.00000000
        -13.77338258          0.00000000
        -13.73334254          0.00000000
        -13.69330250          0.00000000
        -13.65326246          0.00000000
        -13.61322242          0.00000000
        -13.57318238          0.00000000
        -13.53314234          0.00000000
        -13.49310230          0.00000000
        -13.45306226          0.00000000
        -13.41302222          0.00000000
        -13.37298218          0.00000000
        -13.33294214          0.00000000
        -13.29290210          0.00000000
        -13.25286206          0.00000000
        -13.21282202          0.00000000
        -13.17278198          0.00000000
        -13.13274194          0.00000000
        -13.09270190          0.00000000
        -13.05266186          0.00000000
        -13.01262182          0.00000000
        -12.97258178          0.00000000
        -12.93254174          0.00000000
        -12.89250170          0.00000000
        -12.85246166          0.00000000
        -12.81242162          0.00000000
        -12.77238158          0.00000000
        -12.73234154          0.00000000
        -12.69230150          0.00000000
        -12.65226146          0.00000000
        -12.61222142          0.00000000
        -12.57218138          0.00000000
        -12.53214134          0.00000000
        -12.49210130          0.00000000
        -12.45206126          0.00000000
        -12.41202122          0.00000000
        -12.37198118          0.00000000
        -12.33194114          0.00000000
        -12.29190110          0.00000000
        -12.25186106          0.00000000
        -12.21182102          0.00000000
        -12.17178098          0.00000000
        -12.13174094          0.00000000
        -12.09170090          0.00000000
        -12.05166086          0.00000000
        -12.01162082          0.00000000
        -11.97158078          0.00000000
        -11.93154074          0.00000000
        -11.89150070          0.00000000
        -11.85146066          0.00000000
        -11.81142062          0.00000000
        -11.77138058          0.00000000
        -11.73134054          0.00000000
        -11.69130050          0.00000000
        -11.65126046          0.00000000
        -11.61122042          0.00000000
        -11.57118038          0.00000000
        -11.53114034          0.00000000
        -11.49110030          0.00000000
        -11.45106026          0.00000000
        -11.41102022          0.00000000
        -11.37098018          0.00000000
        -11.33094014          0.00000000
        -11.29090010          0.00000000
        -11.25086006          0.00000000
        -11.21082002          0.00000000
        -11.17077998          0.00000000
        -11.13073994          0.00000000
        -11.09069990          0.00000000
        -11.05065986          0.00000000
        -11.01061982          0.00000000
        -10.97057978          0.00000000
        -10.93053974          0.00000000
        -10.89049970          0.00000000
        -10.85045966          0.00000000
        -10.81041962          0.00000000
        -10.77037958          0.00000000
        -10.73033954          0.00000000
        -10.69029950          0.00000000
        -10.65025946          0.00000000
        -10.61021942          0.00000000
        -10.57017938          0.00000000
        -10.53013934          0.00000000
        -10.49009930          0.00000000
        -10.45005926          0.00000000
        -10.41001922          0.00000000
        -10.36997918          0.00000000
        -10.32993914          0.00000000
        -10.28989910          0.00000000
        -10.24985906          0.00000000
        -10.20981902          0.00000000
        -10.16977898          0.00000000
        -10.12973894          0.00000000
        -10.08969890          0.00000000
        -10.04965886          0.00000000
        -10.00961882          0.00000000
         -9.96957878          0.00000000
         -9.92953874          0.00000000
         -9.88949870          0.00000000
         -9.84945866          0.00000000
         -9.80941862          0.00000000
         -9.76937858          0.00000000
         -9.72933854          0.00000000
         -9.68929850          0.00000000
         -9.64925846          0.00000000
         -9.60921842          0.00000000
         -9.56917838          0.00000000
         -9.52913834          0.00000000
         -9.48909830          0.00000000
         -9.44905826          0.00000000
         -9.40901822          0.00000000
         -9.36897818          0.00000000
         -9.32893814          0.00000000
         -9.28889810          0.00000000
         -9.24885806          0.00000000
         -9.20881802          0.00000000
         -9.16877798          0.00000000
         -9.12873794          0.00000000
         -9.08869790          0.00000000
         -9.04865786          0.00000000
         -9.00861782          0.00000000
         -8.96857778          0.00000000
         -8.92853774          0.00000000
         -8.88849770          0.00000000
         -8.84845766          0.00000000
         -8.80841762          0.00000000
         -8.76837758          0.00000000
         -8.72833754          0.00000000
         -8.68829750          0.00000000
         -8.64825746          0.00000000
         -8.60821742          0.00000000
         -8.56817738          0.00000000
         -8.52813734          0.00000000
         -8.48809730          0.00000000
         -8.44805726          0.00000000
         -8.40801722          0.00000000
         -8.36797718          0.00000000
         -8.32793714          0.00000000
         -8.28789710          0.00000000
         -8.24785706          0.00000000
         -8.20781702          0.00000000
         -8.16777698          0.00000000
         -8.12773694          0.00000000
         -8.08769690          0.00000000
         -8.04765686          0.00000000
         -8.00761682          0.00000002
         -7.96757678          0.31274141
         -7.92753674          8.91405409
         -7.88749670         19.95178829
         -7.84745666         29.19662323
         -7.80741662         17.85580166
         -7.76737658         23.90933220
         -7.72733654          9.97667582
         -7.68729650         68.78799369
         -7.64725646         21.30248964
         -7.60721642         44.79958629
         -7.56717638         25.68682125
         -7.52713634          4.03274741
         -7.48709630         20.45019057
         -7.44705626         86.76979398
         -7.40701622         17.98162027
         -7.36697618         39.47029691
         -7.32693614         59.95933183
         -7.28689610          0.55905737
         -7.24685606         19.02277219
         -7.20681602         57.11126468
         -7.16677598         73.09767724
         -7.12673594         71.08192010
         -7.08669590         65.48149120
         -7.04665586         13.48805793
         -7.00661582         10.63167732
         -6.96657578         94.00760728
         -6.92653574         81.61715200
         -6.88649570         67.66478353
         -6.84645566         39.90534084
         -6.80641562         59.38428539
         -6.76637558         73.30446618
