#  aims_uuid : 2267E2A8-C98B-4FA7-A740-1C2EE6C0793A                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -4.839739 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -5.16026099        7.42453363        0.23969301        7.00794754        0.15104530        0.02584777
       -5.15025098        1.71610915        0.05236190        1.63916234        0.01903735        0.00554756
       -5.14024097        6.85763570        0.14720923        6.56276671        0.12428057        0.02337919
       -5.13023096        6.61506022        0.14168722        6.33147432        0.11916997        0.02272871
       -5.12022095        6.37202299        0.13613709        6.09969229        0.11412964        0.02206398
       -5.11021094        6.12852403        0.13055884        5.86742061        0.10915958        0.02138500
       -5.10020093        5.88456333        0.12495248        5.63465929        0.10425979        0.02069177
       -5.09019092        8.64525638        0.16834337        8.28227200        0.16353427        0.03110674
       -5.08018091       15.14321728        0.26754558       14.52331645        0.29629063        0.05606463
       -5.07017090       21.72213605        0.36095948       20.85673508        0.42213412        0.08230737
       -5.06016089       15.10401618        0.27877406       14.49370068        0.27548501        0.05605643
       -5.05015088       16.82417866        0.31328679       16.15269229        0.29546042        0.06273916
       -5.04014087       12.25103261        0.23814265       11.74654974        0.22070514        0.04563508
       -5.03013086       12.09324135        0.24024821       11.59195951        0.21589747        0.04513615
       -5.02012085       18.43138176        0.38766196       17.68536528        0.29041856        0.06793597
       -5.01011084       24.96259329        0.53144675       23.94233906        0.39630444        0.09250303
       -5.00010083       31.59913946        0.67452447       30.27185967        0.53416584        0.11858948
       -4.99009082       14.48783830        0.37479924       13.81709909        0.24239038        0.05354959
       -4.98008081       16.60993197        0.46314349       15.80009642        0.28502487        0.06166719
       -4.97007080       18.71399383        0.56696330       17.74336215        0.33367793        0.06999044
       -4.96006079       20.80002386        0.68625867       19.64689626        0.38834958        0.07851935
       -4.95005078       11.22464018        0.54010368       10.37282645        0.26595255        0.04575749
       -4.94004077       12.65151857        0.67068113       11.61061794        0.31769872        0.05252079
       -4.93003076       14.07174954        0.81689333       12.82126935        0.37407417        0.05951269
       -4.92002075       15.48533309        0.97874029       14.00478069        0.43507891        0.06673320
       -4.91001074        6.88755584        0.32190939        6.37045712        0.16685431        0.02833502
       -4.90000073       45.72493063        2.11703306       42.38572769        1.03511645        0.18705343
       -4.88999072       25.70897848        1.09654834       23.93805211        0.57089078        0.10348725
       -4.87998071       22.81400554        1.00059493       21.19707199        0.52520314        0.09113549
       -4.86997070       19.91398928        0.90685616       18.44960088        0.47854342        0.07898882
       -4.85996069       22.80795375        0.95859511       21.22296712        0.53758776        0.08880377
       -4.84995068       48.08267670        2.04941846       44.57027086        1.26710360        0.19588379
       -4.83994067       41.90158922        2.56390222       37.81857162        1.34683837        0.17227701
       -4.82993066       33.71982185        2.19861481       30.28489050        1.09944370        0.13687284
       -4.81992065       19.51723629        1.18595510       17.66853785        0.58506913        0.07767421
       -4.80991064       87.59708664        8.15092023       75.40575946        3.63741954        0.40298741
       -4.79990063       40.49654876        3.45491183       35.18390760        1.67939624        0.17833310
       -4.78989062       21.67739912        1.86527666       18.83655475        0.87879187        0.09677584
       -4.77988061       34.04091372        2.48737752       30.02133264        1.37729685        0.15490671
       -4.76987060       41.54930223        2.70921659       37.07754818        1.57305135        0.18948611
       -4.75986059       52.04662380        3.22490484       46.75535205        1.82987620        0.23649071
       -4.74985058       34.13515603        2.60444591       30.06985839        1.30018111        0.16067062
       -4.73984057       25.93206605        2.24425354       22.53069081        1.03373295        0.12338875
       -4.72983056       52.83887788        5.36821021       45.22398508        2.00353177        0.24315082
       -4.71982055       55.80501298        4.13848338       49.13820839        2.26992432        0.25839690
       -4.70981054       10.59818797        0.79362250        9.44943973        0.31285355        0.04227219
       -4.69980053        8.25419241        0.64358776        7.30736483        0.26716104        0.03607877
       -4.68979052       13.32822310        0.98430053       11.76770315        0.51060965        0.06560977
       -4.67978051       27.80307231        2.04190999       24.40509812        1.20737727        0.14868694
       -4.66977050       44.48269662        3.12814747       39.01619150        2.08988265        0.24847501
       -4.65976049       54.27012460        3.57840202       47.80940274        2.59602504        0.28629480
       -4.64975048       38.01164222        1.76725274       34.61398588        1.42811337        0.20229022
       -4.63974047       31.46160365        1.96411752       28.13647321        1.19735037        0.16366255
       -4.62973046       48.58364126        3.20053171       43.23394881        1.88517581        0.26398492
       -4.61972045       42.69284895        2.43692710       38.61558716        1.42873060        0.21160409
       -4.60971044       50.46270827        3.28738306       45.00489172        1.90863358        0.26179991
       -4.59970043      111.62961480        5.82881480      101.06528922        4.10088792        0.63462286
