2.555694737517245473e-03 -1.312618279422961276e-02 -2.046706325057627215e-02 -2.534808874109987890e-03 9.730709096918711484e-03 2.046470956117044451e-02 -6.140135964658693761e-03 -1.212107841735537983e-02 4.937297626794968225e-02 -6.143216566385036916e-03 1.212116133291537071e-02 4.937696744604083005e-02 2.551642526587650020e-03 1.312619229315578444e-02 -2.045688216034601339e-02 6.140670245611552780e-03 -1.072350946438499313e-02 -4.938841032469295372e-02 6.138982695977165949e-03 1.072348061374206983e-02 -4.939317902267444799e-02 -2.534093412357316978e-03 -9.730664746535180876e-03 2.047568784269956574e-02
-1.913425289043483787e-02 -2.982837208487279344e-05 4.736560881979839932e-02 3.482821515317249903e-03 -2.479043781316454516e-05 5.097368169805623073e-02 -1.451647252910979492e-02 -2.462293954404318476e-05 1.858354985655980007e-02 1.456811872269468677e-02 -8.801005941449193800e-07 -1.856829506692300041e-02 1.911303794118579188e-02 2.506501262191003577e-05 -4.737254325299744551e-02 -8.079856075081914488e-03 -7.087424667126095374e-07 -2.217327892208913534e-02 8.028484029980827510e-03 -2.112837538409375858e-05 2.215717834494857624e-02 -3.461311836284262228e-03 2.681818882577295966e-05 -5.096763106117541131e-02
-1.516414373466668832e-02 -3.618964722851636395e-02 -1.485207742112830713e-03 1.515800416061293884e-02 -3.724997568464578912e-02 1.407771933406640761e-03 3.662402170593139633e-02 -1.468854771566990673e-02 3.493566249239225211e-03 3.660310593392381018e-02 1.468825292979224033e-02 3.520353271545036394e-03 -1.519161662823820258e-02 3.618952633151518300e-02 -1.416888262234797507e-03 -3.662911972467852023e-02 1.573918669714714780e-02 -3.481442534401685621e-03 -3.664081480227111137e-02 -1.573914222140063504e-02 -3.513440546262906489e-03 1.516311961451608827e-02 3.724976190674786358e-02 1.481230346851939795e-03
-1.625937285785189479e-02 -3.613994431261188106e-02 -3.505395556857946165e-03 -1.626549899292010701e-02 -3.613922882946932896e-02 -3.504680676813534072e-03 -1.626536139241489473e-02 -3.614267190676277025e-02 -3.498674329129513802e-03 -1.626886840090163364e-02 -3.614480902009303831e-02 -3.493543185613184540e-03 -1.626436560587080429e-02 -3.614637987683181480e-02 -3.491675815109855120e-03 -1.625845289531728868e-02 -3.614558354482801106e-02 -3.496476608912742808e-03 -1.626028776483528712e-02 -3.614165521411971671e-02 -3.502641926090957307e-03 -1.626462411580181094e-02 -3.614725181281632643e-02 -3.489775887773069549e-03
3.518842746357527668e-02 -1.663911056414505915e-02 8.249369329992858879e-03 3.519377916792960220e-02 -1.664081537156047660e-02 8.246317572216218389e-03 3.519912782179512173e-02 -1.663482721298636946e-02 8.246213025083895531e-03 3.519748072973349906e-02 -1.663027349941232150e-02 8.248619406101973667e-03 3.518606362628317469e-02 -1.662549981268345023e-02 8.255757818176671231e-03 3.518236652989267105e-02 -1.662832930300261677e-02 8.256203342002530615e-03 3.518150372124358854e-02 -1.663664196104068863e-02 8.253313499764998451e-03 3.519414526530365017e-02 -1.662383970888462945e-02 8.253217383944485772e-03
-8.956339976946234641e-03 2.807607124104927014e-04 3.876455695726589018e-02 -8.958835796308076832e-03 2.823352568560711750e-04 3.876720643096882857e-02 -8.960838104418654762e-03 2.791768280703410413e-04 3.876885058145609908e-02 -8.960632424907702398e-03 2.789098138157490385e-04 3.876858261386714744e-02 -8.956077719313696936e-03 2.773422134991205385e-04 3.876391148945418363e-02 -8.954492746865265473e-03 2.770460342614423466e-04 3.876205616457074205e-02 -8.954387506532678065e-03 2.810605491380304809e-04 3.876235573596849976e-02 -8.958873780754951152e-03 2.757621722333612876e-04 3.876650979670647618e-02
-2.773382580807995726e-02 1.536366838121114818e-02 2.405219955177029245e-02 -1.889207571759343729e-02 -1.536307768902848113e-02 -3.147156229026227409e-02 1.958213726943641708e-02 2.359622515970541748e-02 -2.533494801496986859e-02 -1.958213525471641861e-02 2.359667523926915061e-02 2.533526282921742812e-02 2.773434413141379062e-02 1.536370888802356463e-02 -2.405247773770748110e-02 -1.075769784254675641e-02 -2.359682597120766126e-02 -3.017499389585006145e-02 1.075763425313881229e-02 -2.359724098305082327e-02 3.017538169554123337e-02 1.889170052001456351e-02 -1.536298757990633285e-02 3.147117822653387048e-02
-3.165729937261062971e-02 5.885404721736615247e-03 2.338648344315552921e-02 2.283601212177630360e-02 5.883746432174625542e-03 3.205689279445951556e-02 1.022322833724599762e-02 2.757189352465501744e-02 -2.680393174761598607e-02 1.022285674361709217e-02 -2.757166019194830925e-02 -2.680358173827288026e-02 -3.165695571096540512e-02 -5.885071937263160712e-03 2.338617704979846501e-02 -1.401955315315513801e-03 -2.755870710362827436e-02 -2.863985395357897257e-02 -1.401703992274306578e-03 2.755836935539725946e-02 -2.863947254569876658e-02 2.283623224199257326e-02 -5.884038424465731949e-03 3.205731712392356769e-02
-2.845539083264389188e-02 -1.232390712058704929e-02 -2.493519900438896306e-02 -3.478791101136650271e-02 1.232250673523858225e-02 1.486401023152165643e-02 -1.533247612918525044e-02 3.202309348375326215e-02 1.796096308571872024e-02 1.533891078001115363e-02 3.201991400362982215e-02 -1.795534009216550458e-02 2.845294015874362190e-02 -1.233112842674397719e-02 2.493017890366948722e-02 8.998938161680857667e-03 -3.201438888507782132e-02 2.184335903714205648e-02 -9.006812291578068438e-03 -3.201123583549299323e-02 -2.183992598045165698e-02 3.479184992497064144e-02 1.231524607773283771e-02 -1.486804003466889526e-02
-1.052295419092632613e-02 3.134405521937084355e-02 -2.213120546071050201e-02 1.688097505321352679e-02 3.134138462730944041e-02 -1.777162571324427884e-02 2.777910773420487478e-02 1.387399270657100128e-02 2.487842776946637760e-02 2.777552766197538894e-02 -1.388130553225734413e-02 2.488256346647475803e-02 -1.052953117953456252e-02 -3.134122962747464686e-02 -2.213686141275611821e-02 -3.412882611834043567e-02 -1.387580308991335359e-02 1.502128300403876571e-02 -3.412672006008712899e-02 1.388319067966616201e-02 1.502625428099917115e-02 1.687296694722186310e-02 -3.134428411919985835e-02 -1.776819232855248940e-02
2.669917920212902876e-02 -2.178340736272061859e-02 -2.907401315295835009e-02 1.631093597801396705e-02 2.177633491630083171e-02 3.591043969684952486e-02 -1.935737758253950475e-02 2.179317920073451514e-02 -1.688801243387671666e-02 -1.934684513518745985e-02 -2.180177599795647334e-02 -1.689957781917444252e-02 2.668981120196722845e-02 2.179193664336952913e-02 -2.907002557975062532e-02 -2.366130335410540977e-02 2.176873778758125350e-02 1.004478387427396903e-02 -2.365487732629049586e-02 -2.177731748450422930e-02 1.005910690373613622e-02 1.631855908767401372e-02 -2.176771039520971479e-02 3.591715350576017013e-02
