#  aims_uuid : F7F73F78-6EDB-4054-AF78-D634D64A8316                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        2.50517318        0.03018930        0.38264541        2.07220661        0.01613629        0.00399556
       -9.98998999        1.88215657        0.01115709        0.20896311        1.62076569        0.03957178        0.00169890
       -9.97997998        1.15018242        0.00937212        0.11965612        0.99942648        0.02051432        0.00121338
       -9.96996997        1.21514404        0.00554257        0.10884265        1.08660655        0.01243772        0.00171455
       -9.95995996        0.19146230        0.00447542        0.03206526        0.15233565        0.00230636        0.00027961
       -9.94994995        0.30438176        0.00951287        0.05554308        0.23553794        0.00327054        0.00051733
       -9.93993994        0.41677766        0.01578054        0.07938816        0.31665077        0.00418574        0.00077245
       -9.92992993        0.52864998        0.02327842        0.10360051        0.39567414        0.00505193        0.00104498
       -9.91991992        0.63999875        0.03200652        0.12818011        0.47260805        0.00586914        0.00133492
       -9.90990991        1.86293020        0.09523578        0.36757876        1.38038380        0.01571811        0.00401375
       -9.89989990       10.54484541        0.36350399        1.65296328        8.41845458        0.08911369        0.02080986
       -9.88988989        1.33857984        0.08372454        0.26294508        0.97712483        0.01211059        0.00267481
       -9.87987988        1.38387328        0.09191374        0.25692895        1.01881240        0.01361041        0.00260778
       -9.86986987        4.40572840        0.21912392        0.68223041        3.45159053        0.04606414        0.00671940
       -9.85985986        1.95306054        0.16060135        0.42587837        1.33853108        0.02454899        0.00350074
       -9.84984985        2.48230266        0.14105305        0.43289318        1.87258646        0.03198742        0.00378255
       -9.83983984        1.75794649        0.16134162        0.34222240        1.22489217        0.02660971        0.00288059
       -9.82982983        3.44187328        0.51496470        0.87232585        1.99004399        0.05658049        0.00795824
       -9.81981982        0.88297162        0.17694939        0.19710702        0.49181345        0.01495045        0.00215132
       -9.80980981        0.41900698        0.08993040        0.12969254        0.19217013        0.00603533        0.00117858
       -9.79979980        0.55354884        0.12733043        0.14218683        0.27433961        0.00813438        0.00155759
       -9.78978979        3.90985573        0.61213000        0.65266055        2.56423967        0.07388694        0.00693856
       -9.77977978        2.56675643        0.66759129        0.49336223        1.36396531        0.03585119        0.00598641
       -9.76976977        0.63029999        0.16756416        0.11252272        0.34020644        0.00854136        0.00146531
       -9.75975976        0.89344350        0.16751415        0.17898899        0.53053119        0.01441530        0.00199387
       -9.74974975        0.96219673        0.16201535        0.20822382        0.57271141        0.01710731        0.00213884
       -9.73973974        1.03268739        0.16839680        0.24146846        0.60065279        0.01985796        0.00231137
       -9.72972973        0.94045642        0.15337857        0.21967098        0.54700019        0.01832093        0.00208575
       -9.71971972        0.77774049        0.13082732        0.15699018        0.47419801        0.01407310        0.00165188
       -9.70970971        0.61840272        0.11057426        0.09902939        0.39733598        0.01017509        0.00128800
       -9.69969970        1.20089159        0.13512030        0.14377903        0.89975537        0.01974491        0.00249198
       -9.68968969        4.86327140        0.85072102        0.71319879        3.21552648        0.07228058        0.01154453
       -9.67967968        0.25795918        0.03731205        0.03393257        0.18148298        0.00479323        0.00043835
       -9.66966967        0.24072222        0.03393332        0.03239657        0.16919128        0.00476807        0.00043297
       -9.65965966        0.22244676        0.03095927        0.03092160        0.15545816        0.00468516        0.00042257
       -9.64964965        0.20313281        0.02838989        0.02950764        0.14028362        0.00454451        0.00040715
       -9.63963964        0.18278037        0.02622519        0.02815471        0.12366764        0.00434612        0.00038670
       -9.62962963        1.82580700        0.32906002        0.32870095        1.11979126        0.04384354        0.00441124
       -9.61961962        1.38430160        0.21404555        0.11905655        1.02828669        0.01995580        0.00295700
