#  aims_uuid : 282258B3-0A00-4C8B-ABE0-40F779DADCD2                                
#  angular momentum projected density of states for species add_Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2
      -10.00000000        0.06474333        0.00925970        0.05546875        0.00001488
       -9.98998999        0.06765336        0.00979304        0.05784465        0.00001566
       -9.97997998        0.06909480        0.01007473        0.05900393        0.00001614
       -9.96996997        0.04643874        0.00802775        0.03840084        0.00001015
       -9.95995996        0.04081011        0.00716017        0.03364115        0.00000880
       -9.94994995        0.03557536        0.00579428        0.02977330        0.00000778
       -9.93993994        0.03910244        0.00643777        0.03265616        0.00000851
       -9.92992993        0.04261394        0.00707738        0.03552732        0.00000924
       -9.91991992        0.04750171        0.00798062        0.03951087        0.00001021
       -9.90990991        0.05509117        0.00939356        0.04568586        0.00001174
       -9.89989990        0.06531914        0.01129820        0.05400710        0.00001384
       -9.88988989        0.07818563        0.01369455        0.06447459        0.00001650
       -9.87987988        0.09369064        0.01658259        0.07708832        0.00001973
       -9.86986987        0.11183417        0.01996234        0.09184830        0.00002352
       -9.85985986        0.19888898        0.03673212        0.16211577        0.00004110
       -9.84984985        0.29289154        0.05506681        0.23776326        0.00006147
       -9.83983984        0.39465260        0.07523559        0.31933409        0.00008292
       -9.82982983        0.50903186        0.09803708        0.41088780        0.00010698
       -9.81981982        0.63602931        0.12347128        0.51242437        0.00013365
       -9.80980981        0.57196796        0.11579872        0.45604924        0.00012000
       -9.79979980        0.70016435        0.14223574        0.55778177        0.00014683
       -9.78978979        0.55951533        0.11380361        0.44559525        0.00011647
       -9.77977978        0.54405294        0.11058869        0.43335150        0.00011276
       -9.76976977        0.81622260        0.16784643        0.64820759        0.00016858
       -9.75975976        0.79238678        0.16313698        0.62908620        0.00016360
       -9.74974975        0.43473508        0.08792920        0.34671587        0.00009001
       -9.73973974        0.01947757        0.00047976        0.01899325        0.00000457
       -9.72972973        4.89941736        1.02547046        3.87294771        0.00099918
       -9.71971972        1.61209339        0.33502802        1.27673695        0.00032842
       -9.70970971        1.25103842        0.25919122        0.99159277        0.00025443
       -9.69969970        0.93783261        0.19362907        0.74401322        0.00019033
       -9.68968969        0.67247596        0.13834155        0.53399831        0.00013610
       -9.67967968        0.45496845        0.09332867        0.36154803        0.00009175
       -9.66966967        0.28531011        0.05859044        0.22666239        0.00005728
       -9.65965966        0.16745086        0.03411959        0.13329771        0.00003355
       -9.64964965        0.09841855        0.01990464        0.07849400        0.00001991
       -9.63963964        0.07689309        0.01561172        0.06126551        0.00001586
       -9.62962963        0.06947124        0.01403477        0.05542212        0.00001435
       -9.61961962        0.11073805        0.01820020        0.09251369        0.00002416
       -9.60960961        0.10337864        0.01638238        0.08697348        0.00002277
       -9.59959960        0.10003840        0.01529077        0.08472517        0.00002246
       -9.58958959        0.09665709        0.01419511        0.08243990        0.00002208
       -9.57957958        0.09323470        0.01309541        0.08011766        0.00002163
       -9.56956957        0.08977123        0.01199166        0.07775846        0.00002111
       -9.55955956        0.08626669        0.01088386        0.07536230        0.00002053
       -9.54954955        0.08272107        0.00977203        0.07292917        0.00001988
       -9.53953954        0.07913438        0.00865614        0.07045907        0.00001916
       -9.52952953        0.07550660        0.00753622        0.06795201        0.00001837
       -9.51951952        0.07183776        0.00641224        0.06540799        0.00001752
       -9.50950951        0.06812783        0.00528423        0.06282700        0.00001660
       -9.49949950        0.06437683        0.00415217        0.06020905        0.00001561
       -9.48948949        0.10376782        0.00309479        0.10064863        0.00002439
       -9.47947948        0.08400659        0.00220080        0.08178614        0.00001965
       -9.46946947        0.07217408        0.00196476        0.07019152        0.00001779
       -9.45945946        0.05646245        0.00130420        0.05514424        0.00001401
       -9.44944945        0.02800293        0.00080748        0.02718833        0.00000712
       -9.43943944        0.00976610        0.00032577        0.00943710        0.00000323
       -9.42942943        0.00855736        0.00028931        0.00826498        0.00000307
       -9.41941942        0.00786723        0.00026457        0.00759956        0.00000309
       -9.40940941        0.00769570        0.00025155        0.00744084        0.00000330
       -9.39939940        0.00854027        0.00024914        0.00828738        0.00000376
       -9.38938939        0.01022481        0.00025546        0.00996495        0.00000441
       -9.37937938        0.01209297        0.00027579        0.01181203        0.00000515
       -9.36936937        0.01410766        0.00029695        0.01380474        0.00000596
       -9.35935936        0.04287797        0.00078389        0.04207471        0.00001937
       -9.34934935        0.00398608        0.00011315        0.00387192        0.00000101
       -9.33933934        0.00494337        0.00014404        0.00479806        0.00000127
       -9.32932933        0.00596940        0.00017683        0.00579101        0.00000155
       -9.31931932        0.12672432        0.00123938        0.12545051        0.00003442
       -9.30930931        0.04047061        0.00129458        0.03916787        0.00000817
       -9.29929930        0.12050565        0.00262706        0.11785333        0.00002526
       -9.28928929        0.13842664        0.00136530        0.13703410        0.00002724
       -9.27927928        0.19329562        0.00512087        0.18812989        0.00004486
