# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -4.876834 eV
#    Energy (eV)      DOS 
         -5.12316591         16.96906571
         -5.11316591         48.59832557
         -5.10316591         41.03678631
         -5.09316591         39.70084538
         -5.08316591         51.26878947
         -5.07316591         46.66103366
         -5.06316591        196.78433319
         -5.05316591         39.57727868
         -5.04316591         19.39812917
         -5.03316591         42.84601230
         -5.02316591         16.86978339
         -5.01316591         15.70740335
         -5.00316591         31.67234953
         -4.99316591         35.00747503
         -4.98316591         42.48750999
         -4.97316591         38.13956229
         -4.96316591         55.68718235
         -4.95316591         32.75079195
         -4.94316591         66.93550371
         -4.93316591         50.62366761
         -4.92316591         52.68035557
         -4.91316591         27.50009955
         -4.90316591         27.60185813
         -4.89316591         31.51454743
         -4.88316591         32.96037728
         -4.87316591         16.65918085
         -4.86316591         19.11352878
         -4.85316591         21.56787671
         -4.84316591         27.78133376
         -4.83316591         31.28194796
         -4.82316591         16.09411376
         -4.81316591         15.55819987
         -4.80316591         15.02228597
         -4.79316591         23.39475414
         -4.78316591         28.68637242
         -4.77316591         33.97799070
         -4.76316591         23.97958976
         -4.75316591         16.98454334
         -4.74316591         10.73888801
         -4.73316591          4.49323268
         -4.72316591          2.90965374
         -4.71316591          2.72941390
         -4.70316591          2.54917406
         -4.69316591          2.36893422
         -4.68316591          2.18869437
         -4.67316591         15.26871132
         -4.66316591         20.30220760
         -4.65316591         19.22530330
         -4.64316591         18.10661792
         -4.63316591         16.98793254
         -4.62316591         15.86924716
         -4.61316591         15.21672878
         -4.60316591         16.59447476
         -4.59316591         17.97222074
         -4.58316591         19.34996672
         -4.57316591         20.72771270
         -4.56316591         26.24348272
         -4.55316591         35.19115976
         -4.54316591         31.47867708
         -4.53316591         25.01731502
         -4.52316591         21.69378906
         -4.51316591         15.92991428
         -4.50316591         13.12810097
         -4.49316591         10.35406383
         -4.48316591          4.91194030
         -4.47316591          3.27260318
         -4.46316591          0.00000000
         -4.45316591         44.66751769
         -4.44316591         34.62613968
         -4.43316591         23.60508430
         -4.42316591         20.41667220
         -4.41316591         17.22826009
         -4.40316591         21.67909404
         -4.39316591        223.10818539
         -4.38316591          8.88676467
         -4.37316591        301.93290901
         -4.36316591        248.61319671
         -4.35316591        191.19730218
         -4.34316591        126.24080245
         -4.33316591        140.51182756
         -4.32316591        257.06428682
         -4.31316591        310.96705794
         -4.30316591        121.67231270
         -4.29316591        104.53099824
         -4.28316591        121.92316716
         -4.27316591        919.99432774
         -4.26316591        120.30705060
         -4.25316591        194.18195529
         -4.24316591         66.52990157
         -4.23316591         95.71232143
         -4.22316591        141.82414172
         -4.21316591        131.10248719
         -4.20316591         45.55902321
         -4.19316591        153.96618950
         -4.18316591        102.24575286
         -4.17316591         54.63461038
         -4.16316591          4.49259446
         -4.15316591         12.70103210
         -4.14316591         28.17863303
         -4.13316591         43.65623395
         -4.12316591         84.00618311
         -4.11316591         80.43586558
         -4.10316591         62.38632347
         -4.09316591         62.63979178
         -4.08316591         69.25873852
         -4.07316591        694.74659613
         -4.06316591         29.77831686
         -4.05316591         69.43267267
         -4.04316591         35.89126801
         -4.03316591         48.12065254
         -4.02316591         46.41614605
         -4.01316591         44.71163956
         -4.00316591         45.11824167
         -3.99316591         44.00665761
         -3.98316591         35.70455776
         -3.97316591         32.12869903
         -3.96316591         26.95249617
         -3.95316591         26.85227043
         -3.94316591         26.75204468
         -3.93316591         38.68766286
         -3.92316591         53.06856832
         -3.91316591         53.79202314
         -3.90316591         40.94608494
         -3.89316591         33.30455429
         -3.88316591         26.92130847
         -3.87316591         36.00957005
         -3.86316591         47.08314850
         -3.85316591         46.97880271
         -3.84316591         35.33112905
         -3.83316591         35.55485747
         -3.82316591         36.54541367
         -3.81316591         31.48127812
         -3.80316591         30.73185278
         -3.79316591         30.12008936
         -3.78316591         31.39129175
         -3.77316591         32.66249413
         -3.76316591         33.93369652
         -3.75316591         72.53674149
         -3.74316591         30.00754721
         -3.73316591         15.32445380
         -3.72316591         39.95302632
         -3.71316591        143.39426167
         -3.70316591         61.65719205
         -3.69316591         12.99329065
         -3.68316591        108.72264301
         -3.67316591         35.86991273
         -3.66316591         55.53785399
         -3.65316591        101.55790494
         -3.64316591         70.72063453
         -3.63316591        116.74440826
         -3.62316591        126.59603782
         -3.61316591         65.21425074
         -3.60316591        209.41372218
         -3.59316591         40.45679082
         -3.58316591         80.75228067
         -3.57316591         80.77681008
