  95.94000     1.5894     0.9176     3.0774Mo
  32.06500    -0.0017     1.8357     4.6406S
  32.06500     0.0006     1.8327     1.5094S
  95.94000     0.0014     3.6686     3.0724Mo
  32.06500    -1.5911     4.5897     4.6367S
  32.06500    -1.5895     4.5906     1.5082S
  95.94000    -1.5925     6.4294     3.0724Mo
  32.06500    -3.1814     7.3432     4.6406S
  32.06500    -3.1828     7.3467     1.5094S
  95.94000    -3.1810     9.1802     3.0774Mo
  32.06500    -4.7700    10.0979     4.6440S
  32.06500    -4.7700    10.0995     1.5129S
  95.94000    -4.7700    11.9342     3.0791Mo
  32.06500    -6.3603    12.8524     4.6440S
  32.06500    -6.3589    12.8516     1.5129S
  95.94000     4.7706     0.9176     3.0774Mo
  32.06500     3.1800     1.8397     4.6408S
  32.06500     3.1800     1.8345     1.5126S
  95.94000     3.1800     3.6747     3.0730Mo
  32.06500     1.5851     4.5906     4.6378S
  32.06500     1.5878     4.5768     1.4987S
  95.94000     1.5622     6.4103     3.0622Mo
  32.06500    -0.0022     7.3399     4.6378S
  32.06500    -0.0128     7.3492     1.4987S
  95.94000     0.0021     9.1791     3.0730Mo
  32.06500    -1.5871    10.0966     4.6408S
  32.06500    -1.5916    10.0992     1.5126S
  95.94000    -1.5904    11.9351     3.0774Mo
  32.06500    -3.1797    12.8524     4.6440S
  32.06500    -3.1811    12.8516     1.5129S
  95.94000     7.9504     0.9186     3.0742Mo
  32.06500     6.3617     1.8357     4.6406S
  32.06500     6.3594     1.8327     1.5094S
  95.94000     6.3586     3.6686     3.0724Mo
  32.06500     4.7749     4.5906     4.6378S
  32.06500     4.7722     4.5768     1.4987S
  95.94000     4.7978     6.4103     3.0622Mo
  32.06500     3.1800     7.3442     4.5975S
  32.06500     3.1800     7.3441     6.5414S
  32.06500     3.1800     7.3443     1.5296S
  95.94000     3.1800     9.2123     3.0622Mo
  32.06500     1.5927    10.1023     4.6378S
  32.06500     1.5794    10.1069     1.4988S
  95.94000     1.5860    11.9349     3.0724Mo
  32.06500     0.0002    12.8540     4.6406S
  32.06500    -0.0035    12.8535     1.5094S
  95.94000    11.1300     0.9188     3.0720Mo
  32.06500     9.5411     1.8370     4.6379S
  32.06500     9.5395     1.8361     1.5073S
  95.94000     9.5404     3.6721     3.0720Mo
  32.06500     7.9511     4.5897     4.6367S
  32.06500     7.9495     4.5906     1.5082S
  95.94000     7.9525     6.4294     3.0724Mo
  32.06500     6.3622     7.3399     4.6378S
  32.06500     6.3728     7.3491     1.4987S
  95.94000     6.3579     9.1790     3.0730Mo
  32.06500     4.7673    10.1023     4.6379S
  32.06500     4.7806    10.1069     1.4988S
  95.94000     4.7740    11.9349     3.0724Mo
  32.06500     3.1800    12.8534     4.6367S
  32.06500     3.1800    12.8517     1.5083S
  95.94000    14.3096     0.9186     3.0742Mo
  32.06500    12.7189     1.8370     4.6379S
  32.06500    12.7205     1.8361     1.5073S
  95.94000    12.7196     3.6721     3.0720Mo
  32.06500    11.1300     4.5891     4.6379S
  32.06500    11.1300     4.5909     1.5073S
  95.94000    11.1300     6.4259     3.0742Mo
  32.06500     9.5414     7.3432     4.6406S
  32.06500     9.5428     7.3467     1.5094S
  95.94000     9.5410     9.1802     3.0774Mo
  32.06500     7.9471    10.0966     4.6408S
  32.06500     7.9516    10.0992     1.5126S
  95.94000     7.9504    11.9351     3.0774Mo
  32.06500     6.3598    12.8540     4.6406S
  32.06500     6.3635    12.8535     1.5094S
