#  aims_uuid : 26222898-DD6D-4968-AC89-0A917FAFC489                                
#  angular momentum projected density of states for species W as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        1.38152234        0.07317875        0.18296633        1.08424839        0.03956934        0.00155953
       -9.98998999        1.17288008        0.07352107        0.19580643        0.87445161        0.02741865        0.00168232
       -9.97997998        0.65824241        0.04803607        0.12236680        0.46995823        0.01691062        0.00097069
       -9.96996997        0.23256917        0.01508396        0.05837857        0.15292498        0.00592985        0.00025181
       -9.95995996        0.63097473        0.02409105        0.08857642        0.50735497        0.01012852        0.00082377
       -9.94994995        0.61600718        0.03077962        0.08062509        0.49336155        0.01039505        0.00084586
       -9.93993994        0.58981119        0.03635305        0.07251777        0.46936202        0.01073086        0.00084750
       -9.92992993        0.55238676        0.04081132        0.06425445        0.43535639        0.01113594        0.00082867
       -9.91991992        0.36880614        0.03945425        0.02892208        0.29023830        0.00963017        0.00056134
       -9.90990991        0.63312390        0.04626891        0.06183509        0.50276366        0.02140189        0.00085435
       -9.89989990        0.97401589        0.03182273        0.09664905        0.81263208        0.03166031        0.00125172
       -9.88988989        0.22115808        0.02209912        0.01745905        0.17489116        0.00629403        0.00041473
       -9.87987988        0.37689923        0.02434311        0.02756923        0.31219081        0.01224424        0.00055185
       -9.86986987        1.08881180        0.02504317        0.07550397        0.94476509        0.04249628        0.00100329
       -9.85985986        0.17262078        0.02105448        0.01038001        0.13562816        0.00524524        0.00031290
       -9.84984985        0.18300086        0.02311352        0.01003530        0.14443005        0.00506667        0.00035532
       -9.83983984        0.19264984        0.02494415        0.00971524        0.15269922        0.00489643        0.00039479
       -9.82982983        0.20156771        0.02654639        0.00941983        0.16043567        0.00473452        0.00043131
       -9.81981982        0.20975448        0.02792022        0.00914905        0.16763939        0.00458094        0.00046488
       -9.80980981        0.28399913        0.03009371        0.01515615        0.23112541        0.00708219        0.00054166
       -9.79979980        0.38788449        0.03403808        0.02299395        0.31980500        0.01038172        0.00066574
       -9.78978979        0.45788001        0.03986264        0.02636822        0.37902359        0.01181629        0.00080928
       -9.77977978        0.53542659        0.04789408        0.02923042        0.44426542        0.01304108        0.00099559
       -9.76976977        0.62052422        0.05813240        0.03158055        0.51553051        0.01405609        0.00122468
       -9.75975976        0.71317290        0.07057761        0.03341862        0.59281883        0.01486131        0.00149654
       -9.74974975        0.81337264        0.08522970        0.03474461        0.67613041        0.01545675        0.00181118
       -9.73973974        0.54464750        0.05199814        0.02628479        0.45366024        0.01157384        0.00113049
       -9.72972973        0.56054478        0.05522894        0.02600147        0.46674568        0.01136482        0.00120388
       -9.71971972        0.57745150        0.05884464        0.02567176        0.48052937        0.01112148        0.00128425
       -9.70970971        0.32938631        0.02831514        0.01687489        0.27586558        0.00765618        0.00067452
       -9.69969970        0.27989547        0.02310525        0.01488733        0.23449911        0.00683975        0.00056403
       -9.68968969        0.23032563        0.01792838        0.01291372        0.19302872        0.00600348        0.00045133
       -9.67967968        0.19321595        0.01429836        0.01113978        0.16211339        0.00529328        0.00037113
       -9.66966967        0.15681242        0.01081589        0.00934790        0.13180412        0.00455264        0.00029187
       -9.65965966        0.12095858        0.00746220        0.00753549        0.10196817        0.00377959        0.00021314
       -9.64964965        0.08565442        0.00423730        0.00570256        0.07260552        0.00297413        0.00013491
       -9.63963964        0.05089993        0.00114118        0.00384909        0.04371618        0.00213628        0.00005720
       -9.62962963        0.99320453        0.00629679        0.19278990        0.75883952        0.03349463        0.00178368
       -9.61961962        0.57225011        0.00235575        0.03714229        0.50779455        0.02460173        0.00035578
       -9.60960961        0.19711785        0.00073578        0.01414138        0.17449945        0.00756049        0.00018076
       -9.59959960        0.16702498        0.00058276        0.01445885        0.14592669        0.00585150        0.00020517
       -9.58958959        0.14124707        0.00045803        0.01429228        0.12177229        0.00450777        0.00021670
       -9.57957958        0.15326989        0.00058847        0.01588975        0.13157354        0.00497178        0.00024635
       -9.56956957        0.16652771        0.00094454        0.01738619        0.14230901        0.00561726        0.00027072
       -9.55955956        0.12475724        0.00138757        0.00982091        0.10816486        0.00524259        0.00014131
       -9.54954955        0.16792573        0.00226894        0.01466213        0.14386893        0.00691230        0.00021343
       -9.53953954        0.21845851        0.00340711        0.02156833        0.18446902        0.00870029        0.00031377
       -9.52952953        0.27068840        0.00480629        0.02948976        0.22547107        0.01049429        0.00042699
       -9.51951952        0.32950148        0.00647896        0.04036035        0.26968754        0.01241087        0.00056375
       -9.50950951        0.31399232        0.00842626        0.04638362        0.24848231        0.01006848        0.00063164
       -9.49949950        0.36213975        0.01103965        0.05616231        0.28331719        0.01084105        0.00077955
       -9.48948949        0.41317691        0.01420707        0.06594134        0.32059491        0.01148910        0.00094449
       -9.47947948        0.46710380        0.01792854        0.07572071        0.36031545        0.01201264        0.00112646
       -9.46946947        0.52392043        0.02220405        0.08550042        0.40247883        0.01241167        0.00132546
       -9.45945946        0.75517312        0.03767605        0.11620325        0.58365067        0.01560714        0.00203601
       -9.44944945        1.54871533        0.03268069        0.52251737        0.94932543        0.04020826        0.00398358
       -9.43943944        0.39025339        0.01396996        0.06212657        0.30438854        0.00873298        0.00103534
       -9.42942943        0.38424383        0.01203756        0.05752996        0.30483934        0.00882442        0.00101255
       -9.41941942        0.69101627        0.01189101        0.07020947        0.58490748        0.02268687        0.00132145
       -9.40940941        0.58113347        0.01137051        0.06509575        0.48700932        0.01636956        0.00128833
       -9.39939940        0.74220521        0.01178969        0.06256201        0.64273127        0.02367844        0.00144379
       -9.38938939        0.55314281        0.01144241        0.03472708        0.48986473        0.01592032        0.00118826
       -9.37937938        0.42725121        0.01123070        0.02553049        0.37897707        0.01046629        0.00104666
       -9.36936937        1.09153057        0.01342386        0.13037910        0.92641067        0.01772353        0.00359342
       -9.35935936        0.47066870        0.01171318        0.04188246        0.40798587        0.00757847        0.00150873
       -9.34934935        0.93997010        0.01248215        0.10491645        0.80616403        0.01323276        0.00317471
       -9.33933934        0.65395439        0.01380039        0.08178882        0.54671214        0.00923910        0.00241394
       -9.32932933        0.75475371        0.01408126        0.11257928        0.61484846        0.01034794        0.00289678
       -9.31931932        0.77648080        0.02131813        0.10259252        0.63957493        0.01002618        0.00296905
       -9.30930931        0.76418022        0.02715542        0.08223018        0.64258550        0.00932005        0.00288906
       -9.29929930        1.21843914        0.03236330        0.10150581        1.06360488        0.01659952        0.00436563
       -9.28928929        1.03269356        0.00215062        0.10526700        0.90595595        0.01563192        0.00368806
       -9.27927928        1.01445429        0.00266705        0.13028492        0.86267891        0.01484045        0.00398297
       -9.26926927        1.84032912        0.01670794        0.36242062        1.41555435        0.03935289        0.00629332
       -9.25925926        1.65258151        0.01366091        0.33067131        1.26697505        0.03512643        0.00614781
       -9.24924925        1.21189355        0.00809055        0.19168616        0.97816930        0.02993344        0.00401411
       -9.23923924        1.00913580        0.00443959        0.13740642        0.84388618        0.01966555        0.00373806
       -9.22922923        0.82565871        0.00235624        0.10574094        0.70202786        0.01201035        0.00352333
