# total density of states output by FHI-aims 
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS 
        -10.00000000         73.27375158
         -9.98998999         61.58102949
         -9.97997998         30.56657287
         -9.96996997         96.45268967
         -9.95995996         66.20246097
         -9.94994995         62.75687697
         -9.93993994         73.42255438
         -9.92992993        174.24239522
         -9.91991992         50.61079605
         -9.90990991        199.91126670
         -9.89989990         61.43016457
         -9.88988989        106.74214017
         -9.87987988        152.65093289
         -9.86986987         42.38186287
         -9.85985986         97.13407271
         -9.84984985        145.15236178
         -9.83983984        111.91463343
         -9.82982983        216.20027297
         -9.81981982        152.51475641
         -9.80980981        131.90671290
         -9.79979980        119.07476478
         -9.78978979        127.50614571
         -9.77977978        100.82411913
         -9.76976977        131.66731181
         -9.75975976         61.40249551
         -9.74974975         52.39332801
         -9.73973974         94.14181362
         -9.72972973         79.06019524
         -9.71971972        121.48954992
         -9.70970971         78.52647919
         -9.69969970         60.68902645
         -9.68968969        100.17388788
         -9.67967968        131.42439111
         -9.66966967        108.69140177
         -9.65965966         67.08912129
         -9.64964965         86.64498771
         -9.63963964         45.99602478
         -9.62962963         14.25580357
         -9.61961962         39.57229092
         -9.60960961         53.57334163
         -9.59959960         54.88940035
         -9.58958959         32.20400121
         -9.57957958         45.73329415
         -9.56956957         40.54654948
         -9.55955956         39.25328729
         -9.54954955         69.96804158
         -9.53953954         42.42654191
         -9.52952953         66.64070141
         -9.51951952         26.22241613
         -9.50950951         44.17037761
         -9.49949950         65.69325610
         -9.48948949         66.81443474
         -9.47947948         65.89245447
         -9.46946947         54.27365120
         -9.45945946         26.57345862
         -9.44944945         84.09321744
         -9.43943944         60.96477959
         -9.42942943         24.30111280
         -9.41941942         10.19294669
         -9.40940941         19.52067687
         -9.39939940         30.77855436
         -9.38938939         39.71209957
         -9.37937938         56.18139955
         -9.36936937         44.43701111
         -9.35935936          7.66979241
         -9.34934935         12.26619924
         -9.33933934         16.86260607
         -9.32932933         23.47891457
         -9.31931932         30.48815023
         -9.30930931         37.71200583
         -9.29929930         77.16023598
         -9.28928929         61.96361074
         -9.27927928         57.28784519
         -9.26926927         53.59080373
         -9.25925926         45.98578643
         -9.24924925        145.07257411
         -9.23923924        103.65114253
         -9.22922923         78.69187728
         -9.21921922        111.86793763
         -9.20920921        152.81297779
         -9.19919920         92.50803464
         -9.18918919        108.54102774
         -9.17917918        106.33912316
         -9.16916917         92.23032332
         -9.15915916        146.37878051
         -9.14914915        123.85352368
         -9.13913914        166.50978232
         -9.12912913        166.16963321
         -9.11911912         86.91606846
         -9.10910911        136.31919665
         -9.09909910        129.53833015
         -9.08908909         92.48700355
         -9.07907908         67.94878537
         -9.06906907         73.75975449
         -9.05905906         69.73189574
         -9.04904905         92.58038421
         -9.03903904        133.11101340
         -9.02902903        100.68428401
         -9.01901902         79.10721908
         -9.00900901        116.47637742
         -8.99899900         86.96172201
         -8.98898899        122.38886359
         -8.97897898        101.29949600
         -8.96896897         58.00318014
         -8.95895896         70.13944526
         -8.94894895         26.68995050
         -8.93893894         80.00040626
         -8.92892893         53.15749679
         -8.91891892         77.41291160
         -8.90890891         95.19583975
         -8.89889890         55.35083541
         -8.88888889         83.04724457
         -8.87887888         69.64563196
         -8.86886887         55.64578144
         -8.85885886         59.41336535
         -8.84884885         69.32226964
         -8.83883884         28.62748953
         -8.82882883         45.57147981
         -8.81881882         27.42498351
         -8.80880881         28.93529203
         -8.79879880         38.32265487
         -8.78878879         46.35692317
         -8.77877878         56.21027542
         -8.76876877         60.88562924
         -8.75875876         54.86442026
         -8.74874875         38.36811999
         -8.73873874         21.86574842
         -8.72872873         21.79315239
         -8.71871872         18.88955558
         -8.70870871         25.19897247
         -8.69869870         49.76063989
         -8.68868869         78.72802917
         -8.67867868         83.00947219
         -8.66866867         45.11473683
         -8.65865866         36.61854599
         -8.64864865         45.42974523
         -8.63863864         52.03052924
         -8.62862863         56.57275787
         -8.61861862         54.52802526
         -8.60860861         44.98277754
         -8.59859860         39.20602278
         -8.58858859         58.40952851
         -8.57857858         33.61244000
         -8.56856857         44.84490832
         -8.55855856         61.55296230
         -8.54854855         66.24352678
         -8.53853854         39.66892738
         -8.52852853         43.63828050
         -8.51851852         62.48421394
         -8.50850851         62.93636856
         -8.49849850         51.69993784
         -8.48848849         75.39222385
         -8.47847848         13.74620027
         -8.46846847         26.07406985
         -8.45845846         63.81354365
         -8.44844845        107.25714360
         -8.43843844         31.31555220
         -8.42842843         22.21487154
         -8.41841842         23.51930207
         -8.40840841         51.44668646
         -8.39839840         59.76984323
         -8.38838839         34.75074137
         -8.37837838          7.01916418
         -8.36836837         18.72008279
         -8.35835836         31.64003966
         -8.34834835         53.95382220
         -8.33833834         46.69287284
         -8.32832833         63.18892963
         -8.31831832         12.32093787
         -8.30830831         14.86732531
         -8.29829830         25.64145254
         -8.28828829         37.57708517
         -8.27827828         46.61834527
         -8.26826827         65.50799334
         -8.25825826         48.43324942
         -8.24824825         41.19332081
         -8.23823824         52.85613462
         -8.22822823         64.49402204
         -8.21821822         53.18925616
         -8.20820821         44.45318942
         -8.19819820         62.36341958
         -8.18818819         38.43408239
         -8.17817818         77.82861132
         -8.16816817         72.84496442
         -8.15815816         41.55730254
         -8.14814815         56.81458015
         -8.13813814         78.22194595
         -8.12812813         55.53654595
         -8.11811812         59.80681144
         -8.10810811         49.76753567
         -8.09809810         54.45255158
         -8.08808809         58.13427875
         -8.07807808         59.22339392
         -8.06806807         70.33713541
         -8.05805806         68.04258660
         -8.04804805         73.20184140
         -8.03803804         71.94459634
         -8.02802803         40.97077399
         -8.01801802         49.41342238
         -8.00800801         64.08195014
         -7.99799800         71.19465169
         -7.98798799         68.91663276
         -7.97797798         67.93805270
         -7.96796797         54.03791330
         -7.95795796         64.93538719
         -7.94794795         80.52294915
         -7.93793794         47.65303449
         -7.92792793         65.90878463
         -7.91791792         76.04223862
         -7.90790791         61.33094756
         -7.89789790         59.03166082
         -7.88788789         56.08443460
         -7.87787788         51.33122509
         -7.86786787         52.22855254
         -7.85785786         58.33498647
         -7.84784785         69.74723320
         -7.83783784         66.64678464
         -7.82782783        197.45884041
         -7.81781782         60.68506573
         -7.80780781        109.24121710
         -7.79779780        113.27628025
         -7.78778779        156.82712131
         -7.77777778        115.63566327
         -7.76776777        117.90405467
         -7.75775776         90.67986463
         -7.74774775        102.80422410
         -7.73773774         90.81085623
