# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -5.169223 eV
#    Energy (eV)      DOS 
         -4.83077673         25.25643654
         -4.82077673         13.53266263
         -4.81077673         14.05869735
         -4.80077673         14.83472121
         -4.79077673         15.61074506
         -4.78077673         16.38676891
         -4.77077673         17.16279276
         -4.76077673         17.93881661
         -4.75077673         18.71484047
         -4.74077673         19.49086432
         -4.73077673         20.26688817
         -4.72077673         26.87898384
         -4.71077673         33.63199424
         -4.70077673         37.69586716
         -4.69077673         41.75974009
         -4.68077673         24.78833809
         -4.67077673         28.30803762
         -4.66077673         31.82773716
         -4.65077673         35.34743669
         -4.64077673         38.86713622
         -4.63077673         28.52584400
         -4.62077673         30.60936603
         -4.61077673         25.65478657
         -4.60077673         20.70020710
         -4.59077673         15.74562764
         -4.58077673         10.79104817
         -4.57077673          5.83646871
         -4.56077673          3.45124898
         -4.55077673         44.80331066
         -4.54077673         35.40486361
         -4.53077673         26.00641655
         -4.52077673         17.42867924
         -4.51077673          9.09822187
         -4.50077673          2.11928800
         -4.49077673          2.02587100
         -4.48077673         17.38248340
         -4.47077673         16.66094884
         -4.46077673         16.25282985
         -4.45077673         16.52131852
         -4.44077673         16.78980719
         -4.43077673         17.05829587
         -4.42077673         17.32678454
         -4.41077673         17.59527321
         -4.40077673         17.86376188
         -4.39077673         18.13225055
         -4.38077673         18.40073922
         -4.37077673         18.66922789
         -4.36077673         18.93771657
         -4.35077673         19.20620524
         -4.34077673         19.47469391
         -4.33077673         40.82717700
         -4.32077673         32.29394588
         -4.31077673         34.34349367
         -4.30077673         25.50733530
         -4.29077673         17.65569341
         -4.28077673         15.90777225
         -4.27077673         14.23675113
         -4.26077673         12.74173565
         -4.25077673         11.24672018
         -4.24077673          9.75170470
         -4.23077673          8.77726742
         -4.22077673          9.61694763
         -4.21077673         11.01281100
         -4.20077673         27.37565236
         -4.19077673         22.81005152
         -4.18077673         18.24445069
         -4.17077673         13.67884985
         -4.16077673          9.11324902
         -4.15077673          8.76626880
         -4.14077673          9.92757942
         -4.13077673         11.08889003
         -4.12077673        228.84632807
         -4.11077673        117.04042595
         -4.10077673        172.76594149
         -4.09077673        247.75922378
         -4.08077673         80.67694715
         -4.07077673        142.70827626
         -4.06077673        295.39359821
         -4.05077673        386.30914877
         -4.04077673        159.51906575
