             x                    y 
        -14.35369604          8.82181978
        -14.31365600          0.31130207
        -14.27361596         17.85032162
        -14.23357592          0.56970147
        -14.19353588          8.14874491
        -14.15349584         29.29769310
        -14.11345580         25.53580191
        -14.07341576         11.94258495
        -14.03337572          0.00017407
        -13.99333568          4.85052716
        -13.95329564         13.87934912
        -13.91325560         13.81698374
        -13.87321556         40.17433598
        -13.83317552          2.21928815
        -13.79313548         27.91827653
        -13.75309544          9.52865047
        -13.71305540          0.00005809
        -13.67301536          1.09829818
        -13.63297532         21.07160362
        -13.59293528         34.22481184
        -13.55289524         35.34221840
        -13.51285520          1.91993405
        -13.47281516         16.52301329
        -13.43277512         20.93670925
        -13.39273508          0.00216117
        -13.35269504          0.89272616
        -13.31265500         54.77311365
        -13.27261496         25.97249543
        -13.23257492         62.45020217
        -13.19253488         28.76481826
        -13.15249484         74.48864979
        -13.11245480         22.02014963
        -13.07241476         52.62743496
        -13.03237472         88.60888176
        -12.99233468         80.60239438
        -12.95229464         57.49311384
        -12.91225460         68.21111874
        -12.87221456         63.24985013
        -12.83217452         42.81423087
        -12.79213448        198.04959251
        -12.75209444         92.26063943
        -12.71205440         41.21047202
        -12.67201436        127.77528378
        -12.63197432        115.20154397
        -12.59193428         96.74078672
        -12.55189424        115.76921414
        -12.51185420        180.78000293
        -12.47181416        110.76067032
        -12.43177412         89.60089992
        -12.39173408         59.45362223
        -12.35169404         37.60248416
        -12.31165400          0.45998304
        -12.27161396          0.00000002
        -12.23157392          0.00000000
        -12.19153388          0.00000000
        -12.15149384          0.00000000
        -12.11145380          0.00000000
        -12.07141376          0.00000000
        -12.03137372          0.00000000
        -11.99133368          0.00000000
        -11.95129364          0.00000000
        -11.91125360          0.00000000
        -11.87121356          0.00000000
        -11.83117352          0.00000000
        -11.79113348          0.00000000
        -11.75109344          0.00000000
        -11.71105340          0.00000000
        -11.67101336          0.00000000
        -11.63097332          0.00000000
        -11.59093328          0.00000000
        -11.55089324          0.00000000
        -11.51085320          0.00000000
        -11.47081316          0.00000000
        -11.43077312          0.00000000
        -11.39073308          0.00000000
        -11.35069304          0.00000000
        -11.31065300          0.00000000
        -11.27061296          0.00000000
        -11.23057292          0.00000000
        -11.19053288          0.00000000
        -11.15049284          0.00000000
        -11.11045280          0.00000000
        -11.07041276          0.00000000
        -11.03037272          0.00000000
        -10.99033268          0.00000000
        -10.95029264          0.00000000
        -10.91025260          0.00000000
        -10.87021256          0.00000000
        -10.83017252          0.00000000
        -10.79013248          0.00000000
        -10.75009244          0.00000000
        -10.71005240          0.00000000
        -10.67001236          0.00000000
        -10.62997232          0.00000000
        -10.58993228          0.00000000
        -10.54989224          0.00000000
        -10.50985220          0.00000000
        -10.46981216          0.00000000
        -10.42977212          0.00000000
        -10.38973208          0.00000000
        -10.34969204          0.00000000
        -10.30965200          0.00000000
        -10.26961196          0.00000000
        -10.22957192          0.00000000
        -10.18953188          0.00000000
        -10.14949184          0.00000000
        -10.10945180          0.00000000
        -10.06941176          0.00000000
        -10.02937172          0.00000000
         -9.98933168          0.00000000
         -9.94929164          0.00000000
         -9.90925160          0.00000000
         -9.86921156          0.00000000
         -9.82917152          0.00000000
         -9.78913148          0.00000000
         -9.74909144          0.00000000
         -9.70905140          0.00000000
         -9.66901136          0.00000000
         -9.62897132          0.00000000
         -9.58893128          0.00000000
         -9.54889124          0.00000000
         -9.50885120          0.00000000
         -9.46881116          0.00000000
         -9.42877112          0.00000000
         -9.38873108          0.00000000
         -9.34869104          0.00000000
         -9.30865100          0.00000000
         -9.26861096          0.00000000
         -9.22857092          0.00000000
         -9.18853088          0.00000000
         -9.14849084          0.00000000
         -9.10845080          0.00000000
         -9.06841076          0.00000000
         -9.02837072          0.00000000
         -8.98833068          0.00000000
         -8.94829064          0.00000000
         -8.90825060          0.00000000
         -8.86821056          0.00000000
         -8.82817052          0.00000000
         -8.78813048          0.00000000
         -8.74809044          0.00000000
         -8.70805040          0.00000000
         -8.66801036          0.00000000
         -8.62797032          0.00000000
         -8.58793028          0.00000000
         -8.54789024          0.00000000
         -8.50785020          0.00000000
         -8.46781016          0.00000000
         -8.42777012          0.00000000
         -8.38773008          0.00000000
         -8.34769004          0.00000000
         -8.30765000          0.00000000
         -8.26760996          0.00000000
         -8.22756992          0.00000000
         -8.18752988          0.00000000
         -8.14748983          0.00000000
         -8.10744979          0.00000000
         -8.06740975          0.00000000
         -8.02736971          0.00000000
         -7.98732967          0.00000000
         -7.94728963          0.00000000
         -7.90724959          0.00000000
         -7.86720955          0.00000000
         -7.82716951          0.00000000
         -7.78712947          0.00000000
         -7.74708943          0.00000000
         -7.70704939          0.00000000
         -7.66700935          0.00000000
         -7.62696931          0.00000000
         -7.58692927          0.00000000
         -7.54688923          0.00000000
         -7.50684919          0.00000000
         -7.46680915          0.00000000
         -7.42676911          0.00000000
         -7.38672907          0.00000000
         -7.34668903          0.00000000
         -7.30664899          0.00000000
         -7.26660895          0.00000000
         -7.22656891          0.00000000
         -7.18652887          0.00000000
         -7.14648883          0.00000000
         -7.10644879          0.00000000
         -7.06640875          0.00000000
         -7.02636871          0.00000000
         -6.98632867          0.00000000
         -6.94628863          0.00000000
         -6.90624859          0.00000000
         -6.86620855          0.00000000
         -6.82616851          0.00000000
         -6.78612847          0.00000000
         -6.74608843          0.00000000
         -6.70604839          0.00000000
         -6.66600835          0.00049245
         -6.62596831          5.15051025
         -6.58592827          6.15732755
         -6.54588823         47.25661605
         -6.50584819          7.44887116
         -6.46580815         18.78144048
         -6.42576811         36.07014673
         -6.38572807         59.57945085
         -6.34568803         12.98384935
         -6.30564799         30.18663812
         -6.26560795         48.95561877
         -6.22556791          7.41737443
         -6.18552787         37.53901197
         -6.14548783        101.54233570
