# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -5.268961 eV
#    Energy (eV)      DOS 
         -4.73103886         78.18841024
         -4.72102885        155.13189328
         -4.71101884         10.14899135
         -4.70100883         71.46382737
         -4.69099882         61.02256505
         -4.68098881         26.78384119
         -4.67097880         25.73949180
         -4.66096879         29.87129944
         -4.65095878         34.00310709
         -4.64094877         30.24615187
         -4.63093876         57.16995238
         -4.62092875         40.43146657
         -4.61091874         40.43093541
         -4.60090873         53.21215748
         -4.59089872         51.06662236
         -4.58088871         54.73731771
         -4.57087870         34.84484336
         -4.56086869         19.78155952
         -4.55085868         12.18313146
         -4.54084867         20.57503686
         -4.53083866         14.54951743
         -4.52082865         21.65341387
         -4.51081864         21.77072356
         -4.50080863         21.88803325
         -4.49079862         22.00534293
         -4.48078861         22.12265262
         -4.47077860         30.57758235
         -4.46076859         29.74751206
         -4.45075858         28.91744176
         -4.44074857         11.99734763
         -4.43073856         13.50040005
         -4.42072855         13.21635347
         -4.41071854         17.88241800
         -4.40070853         36.08589186
         -4.39069852         27.87403113
         -4.38068851          9.30803952
         -4.37067850         17.34562999
         -4.36066849         26.26964599
         -4.35065848         32.60314847
         -4.34064847         38.93665095
         -4.33063846         35.11411728
         -4.32062845         32.20963910
         -4.31061844         37.99353675
         -4.30060843         43.77743440
         -4.29059842         30.15601878
         -4.28058841         18.13716921
         -4.27057840          7.03633879
         -4.26056839          3.56920528
         -4.25055838          3.29745520
         -4.24054837          3.02570513
         -4.23053836          2.75395505
         -4.22052835          2.48220497
         -4.21051834          6.27544200
         -4.20050833         17.08477069
         -4.19049832         23.24117309
         -4.18048831         21.56223425
         -4.17047830         19.88329541
         -4.16046829         18.20435657
         -4.15045828         16.52541773
         -4.14044827         14.84647888
         -4.13043826         13.16754004
         -4.12042825         34.17042694
         -4.11041824         43.07226273
         -4.10040823         38.44273899
         -4.09039822         33.81321525
         -4.08038821         29.21924118
         -4.07037820         22.77540093
         -4.06036819         19.17271371
         -4.05035818         13.42154463
         -4.04034817          5.34581145
         -4.03033816          0.00000000
         -4.02032815         18.53519215
         -4.01031814         40.53478782
         -4.00030813         38.04526775
         -3.99029812         36.52812556
         -3.98028811         73.99223080
         -3.97027810         55.80302925
         -3.96026809         47.14954072
         -3.95025808        103.99401045
         -3.94024807        149.12731278
         -3.93023806         98.24235124
         -3.92022805        240.74160653
         -3.91021804        215.95377841
         -3.90020803        112.77181375
         -3.89019802         85.50470094
         -3.88018801         94.79082079
         -3.87017800        355.10215969
         -3.86016799        131.70998883
         -3.85015798        113.42358995
         -3.84014797        124.23734296
         -3.83013796         92.42462019
         -3.82012795        109.93664625
         -3.81011794        156.56624478
         -3.80010793        245.73578897
         -3.79009792        165.99712004
         -3.78008791         67.31026594
         -3.77007790         73.28237385
         -3.76006789        142.95999734
         -3.75005788         11.01414045
         -3.74004787        254.78095474
         -3.73003786         67.68049720
         -3.72002785        112.23497103
         -3.71001784         31.62603067
         -3.70000783         35.09317821
         -3.68999782         71.00020795
         -3.67998781         76.86482719
         -3.66997780         55.46071056
         -3.65996779         40.62248786
         -3.64995778         26.82736587
         -3.63994777         53.24045312
         -3.62993776         40.33718181
         -3.61992775         34.05426426
         -3.60991774         31.64608359
         -3.59990773         29.23790293
         -3.58989772         32.87366822
         -3.57988771         73.35461023
         -3.56987770         70.15265194
         -3.55986769         10.66292215
         -3.54985768         22.87544589
         -3.53984767         26.47186875
         -3.52983766         30.06829161
         -3.51982765         39.91080413
         -3.50981764         43.66705404
         -3.49980763         56.09593556
         -3.48979762         25.55206946
         -3.47978761         24.20393053
         -3.46977760         22.85579161
         -3.45976759         21.20247791
         -3.44975758         27.15284933
         -3.43974757         33.08953653
         -3.42973756         27.67651962
         -3.41972755         22.26350270
         -3.40971754         18.42637270
         -3.39970753         16.69656548
         -3.38969752         28.64249947
         -3.37968751         17.39853828
         -3.36967750         21.77795975
         -3.35966749         21.25110866
         -3.34965748         22.66509045
         -3.33964747         24.07907224
         -3.32963746         25.49305403
         -3.31962745         32.79534490
         -3.30961744         43.13231311
         -3.29960743         53.46928131
         -3.28959742         37.81447134
         -3.27958741         39.61614955
         -3.26957740         34.03480191
         -3.25956739         97.73084948
         -3.24955738         54.86695168
         -3.23954737         52.91674807
         -3.22953736         70.41553313
         -3.21952735         92.97326632
         -3.20951734         32.11756379
         -3.19950733         43.92208662
         -3.18949732        139.36013123
         -3.17948731        105.12857299
         -3.16947730         64.53811704
         -3.15946729        107.89145792
         -3.14945728         78.08868544
         -3.13944727         79.40080926
         -3.12943726        152.85363750
         -3.11942725         51.40645335
         -3.10941724         82.34394982
         -3.09940723         66.07190214
         -3.08939722        156.69260031
         -3.07938721         81.68391939
         -3.06937720         51.53414843
         -3.05936719        105.20186951
         -3.04935718        118.75613966
         -3.03934717         74.16914753
         -3.02933716         67.55001220
         -3.01932715        130.71521431
         -3.00931714         90.35322392
         -2.99930713         83.16809441
         -2.98929712         60.24246867
         -2.97928711         83.62598222
         -2.96927710         85.65821126
         -2.95926709        112.57880457
         -2.94925708         59.75567132
         -2.93924707         67.88454914
         -2.92923706         92.37981050
         -2.91922705         45.98726533
         -2.90921704         26.92213312
         -2.89920703         47.08900588
         -2.88919702          9.20908967
         -2.87918701         35.99747721
         -2.86917700         39.40076880
         -2.85916699         67.02733683
         -2.84915698         74.39869937
         -2.83914697         82.21843909
         -2.82913696        105.42734611
         -2.81912695         98.61868763
         -2.80911694        114.72247872
         -2.79910693        228.01314723
         -2.78909692         50.59684055
         -2.77908691         54.35268479
         -2.76907690         55.65819165
         -2.75906689         51.86598001
         -2.74905688         58.19191821
         -2.73904687         59.73853772
         -2.72903686         62.50520187
         -2.71902685         52.58762845
         -2.70901684         43.07132098
         -2.69900683         88.07738066
         -2.68899682         16.43806932
         -2.67898681         33.18074154
         -2.66897680         38.94973320
         -2.65896679         45.02783412
         -2.64895678         49.30541710
         -2.63894677         50.49663571
         -2.62893676         52.19427264
         -2.61892675         50.10529964
         -2.60891674         37.83774600
         -2.59890673         40.21148565
         -2.58889672         38.39725053
         -2.57888671         38.63345960
         -2.56887670         44.68895684
         -2.55886669         56.58603108
         -2.54885668         42.11547620
         -2.53884667         56.22971168
         -2.52883666         49.20824721
         -2.51882665         34.83779566
         -2.50881664         34.99056753
         -2.49880663         43.06457679
         -2.48879662         68.37158919
         -2.47878661         32.59262264
         -2.46877660          9.94939033
         -2.45876659         30.67902988
         -2.44875658         25.16430936
         -2.43874657         24.01008910
         -2.42873656         33.90750298
         -2.41872655         45.80753353
         -2.40871654         57.70756407
         -2.39870653         58.03453822
         -2.38869652         32.66741738
         -2.37868651         25.34798497
         -2.36867650         25.26805929
         -2.35866649         18.68308047
         -2.34865648         28.61020433
         -2.33864647         48.74360647
         -2.32863646         31.24732189
         -2.31862645         32.77356351
         -2.30861644         43.08554567
         -2.29860643         53.62905193
         -2.28859642         82.25230859
         -2.27858641         81.14702282
         -2.26857640         19.91622122
         -2.25856639         36.16008470
         -2.24855638         52.40394818
         -2.23854637         55.44316789
         -2.22853636        103.69701499
         -2.21852635         26.69284099
         -2.20851634         16.09754559
         -2.19850633         29.37084968
         -2.18849632         27.47513506
         -2.17848631         69.20082394
         -2.16847630         62.78348209
         -2.15846629         68.76779791
         -2.14845628         78.60670639
         -2.13844627         68.90534897
         -2.12843626         39.79675958
         -2.11842625         48.59695206
         -2.10841624         63.81348944
         -2.09840623        137.71861596
         -2.08839622         52.01945474
         -2.07838621         38.76703182
         -2.06837620         74.48147244
         -2.05836619        101.09147475
         -2.04835618         58.99435471
         -2.03834617         63.74907041
         -2.02833616         77.34458106
         -2.01832615         65.47635882
         -2.00831614        133.40729715
         -1.99830613         80.61878399
         -1.98829612         93.67364505
         -1.97828611        116.39708582
         -1.96827610        123.58161485
         -1.95826609        138.39565101
         -1.94825608        127.86989019
         -1.93824607        106.94051013
         -1.92823606         94.36370397
         -1.91822605        160.69725316
         -1.90821604         90.43789879
         -1.89820603        119.33633293
         -1.88819602         76.95091499
         -1.87818601         89.74727017
         -1.86817600         88.20912320
         -1.85816599         85.27115407
         -1.84815598         91.99264707
         -1.83814597        126.10624729
         -1.82813596        110.59329947
         -1.81812595        109.77104275
         -1.80811594         97.38635523
         -1.79810593         88.50029644
         -1.78809592         94.01333123
         -1.77808591         96.80459209
         -1.76807590        101.33349301
         -1.75806589         89.33502491
         -1.74805588         88.73500866
         -1.73804587         50.61204748
         -1.72803586         51.35063163
         -1.71802585         40.60328238
         -1.70801584         52.52913991
         -1.69800583         97.82094039
         -1.68799582         74.97657804
         -1.67798581         57.20322504
         -1.66797580         69.00830513
         -1.65796579         51.20400830
         -1.64795578        146.85095691
         -1.63794577        184.43430210
         -1.62793576         43.28438109
         -1.61792575         41.82478998
         -1.60791574         61.15857561
         -1.59790573         47.93622630
         -1.58789572         66.24660257
         -1.57788571         61.48389873
         -1.56787570         70.64556584
         -1.55786569         53.00325141
         -1.54785568         58.17841281
         -1.53784567        104.40117861
         -1.52783566         42.36655221
         -1.51782565         48.63366258
         -1.50781564         47.10262676
         -1.49780563         50.48611151
         -1.48779562         48.06591311
         -1.47778561         50.00402049
         -1.46777560         55.70352920
         -1.45776559         53.49996965
         -1.44775558         46.61235655
         -1.43774557         50.17951508
         -1.42773556         41.95567316
         -1.41772555         32.20041169
         -1.40771554        102.60319421
         -1.39770553         42.09112319
         -1.38769552         39.75112780
         -1.37768551         38.76408100
         -1.36767550         83.08152380
         -1.35766549         58.34866832
         -1.34765548         49.83790728
         -1.33764547         59.22540682
         -1.32763546         53.83731391
         -1.31762545         69.89778375
         -1.30761544         52.35425591
         -1.29760543         42.72982977
         -1.28759542         39.72888510
         -1.27758541         64.33628730
         -1.26757540         48.66488925
         -1.25756539         35.61943100
         -1.24755538         39.50883470
         -1.23754537         30.19163125
         -1.22753536         57.42211836
         -1.21752535         71.43847431
         -1.20751534         71.20751756
         -1.19750533         87.27374425
         -1.18749532         35.21277965
         -1.17748531         53.22847817
         -1.16747530          6.38919400
         -1.15746529         51.58882786
         -1.14745528         53.28565890
         -1.13744527         75.76512616
         -1.12743526         78.27993545
         -1.11742525         47.65639306
         -1.10741524        110.68908360
         -1.09740523         43.23673719
         -1.08739522         42.24269802
         -1.07738521         47.86539813
         -1.06737520         83.98271448
         -1.05736519        113.04376139
         -1.04735518         67.75029757
         -1.03734517         16.58838856
         -1.02733516         83.90865992
         -1.01732515         52.60075147
         -1.00731514         17.43870411
         -0.99730513          0.00000000
         -0.98729512         32.13507908
         -0.97728511        139.79563511
         -0.96727510         49.06688985
         -0.95726509        104.95879333
         -0.94725508         56.43771900
         -0.93724507         94.79686934
         -0.92723506         82.52156699
         -0.91722505         99.82579086
         -0.90721504         85.29626107
         -0.89720503        123.95497290
         -0.88719502         71.86557606
         -0.87718501         51.29573496
         -0.86717500         69.48179568
         -0.85716499         56.46639635
         -0.84715498         52.70684830
         -0.83714497        102.93072872
         -0.82713496         17.93278878
         -0.81712495        137.25048509
         -0.80711494         75.74446553
         -0.79710493         96.87976736
         -0.78709492         88.44055181
         -0.77708491         95.22254597
         -0.76707490         58.41066175
         -0.75706489        101.25807949
         -0.74705488         70.80842842
         -0.73704487         97.44189810
         -0.72703486         55.51910563
         -0.71702485         44.51859930
         -0.70701484         50.57860988
         -0.69700483         52.03179004
         -0.68699482         38.92104992
         -0.67698481         77.00882855
         -0.66697480         78.61898541
         -0.65696479         57.71432110
         -0.64695478         71.53570325
         -0.63694477         57.61700529
         -0.62693476        131.40027994
         -0.61692475         51.91258154
         -0.60691474         83.09076232
         -0.59690473         98.00817837
         -0.58689472         84.03719327
         -0.57688471         69.20199714
         -0.56687470        102.82338083
         -0.55686469          7.49008695
         -0.54685468          8.52761993
         -0.53684467         25.02267311
         -0.52683466         35.74178647
         -0.51682465         41.87314967
         -0.50681464         40.43653323
         -0.49680463        133.87417339
         -0.48679462          0.00000000
         -0.47678461         23.50303881
         -0.46677460         93.44688268
         -0.45676459         35.88949279
         -0.44675458         58.34822956
         -0.43674457         42.13104833
         -0.42673456         46.64367398
         -0.41672455         45.07730028
         -0.40671454         34.28152207
         -0.39670453         23.48574387
         -0.38669452        153.74429791
         -0.37668451         62.73919224
         -0.36667450         68.16809872
         -0.35666449         22.86412100
         -0.34665448         20.54517089
         -0.33664447         16.49936006
         -0.32663446        107.89155917
         -0.31662445         43.28266665
         -0.30661444          5.97108017
         -0.29660443          2.38934685
         -0.28659442          0.00000000
         -0.27658441          0.00000000
         -0.26657440          0.00000000
         -0.25656439          0.00000000
         -0.24655438         26.24331919
         -0.23654437         63.90601434
         -0.22653436        111.01937792
         -0.21652435          7.03385292
         -0.20651434         10.75962354
         -0.19650433         14.48539415
         -0.18649432         23.49717798
