#  aims_uuid : 1F78AD64-99A7-48A0-A1CB-A3A39D248537                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.313477 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.68652330        2.02698309        0.13777179        1.72947430        0.14591869        0.01340210        0.00041621
       -4.67652330        3.99925105        0.18304863        3.63510488        0.15588303        0.02073122        0.00448329
       -4.66652330        1.32224719        0.06244907        1.18932678        0.06114668        0.00735196        0.00197270
       -4.65652330        1.32887820        0.08972401        1.16056216        0.06907734        0.00844733        0.00106736
       -4.64652330        1.85186332        0.15593341        1.56966934        0.11226806        0.01336734        0.00062516
       -4.63652330        0.33211695        0.02310897        0.29625311        0.01118078        0.00140342        0.00017067
       -4.62652330        0.48088077        0.03709724        0.42231528        0.01895295        0.00229055        0.00022474
       -4.61652330        0.63141881        0.05243689        0.54773998        0.02770518        0.00326581        0.00027095
       -4.60652330        0.78373108        0.06912791        0.67252720        0.03743747        0.00432920        0.00030930
       -4.59652330        1.13303441        0.10512146        0.95990984        0.06078028        0.00682514        0.00039769
       -4.58652330        1.87936284        0.17561901        1.58476864        0.10639789        0.01192282        0.00065448
       -4.57652330        1.57140531        0.13316407        1.33903517        0.08900579        0.00952532        0.00067496
       -4.56652330        1.45268858        0.12158077        1.23372458        0.08775399        0.00896665        0.00066258
       -4.55652330        3.45234722        0.30027480        2.91931330        0.21030007        0.02100018        0.00145888
       -4.54652330        2.55917141        0.21929584        2.18239360        0.14177390        0.01442400        0.00128407
       -4.53652330        2.92701563        0.24710687        2.49439850        0.16659390        0.01754727        0.00136909
       -4.52652330        2.38268887        0.18059596        2.05449412        0.13238301        0.01348889        0.00172690
       -4.51652330        4.71557517        0.30662458        4.13274236        0.24462554        0.02658124        0.00500145
       -4.50652330        1.85007173        0.15382095        1.59646929        0.08931933        0.00912923        0.00133293
       -4.49652330        0.64040560        0.05627857        0.54414010        0.03551712        0.00392469        0.00054512
       -4.48652330        0.89760631        0.07526123        0.76429905        0.05105571        0.00607166        0.00091865
       -4.47652330        2.77303764        0.18288111        2.43299284        0.13655639        0.01660590        0.00400141
       -4.46652330        2.95366695        0.20806693        2.57621440        0.14649858        0.01882105        0.00406599
       -4.45652330        1.20564676        0.11682155        1.01804584        0.06204233        0.00777987        0.00095716
       -4.44652330        1.10941246        0.11027533        0.93665105        0.05481331        0.00685876        0.00081401
       -4.43652330        1.26838025        0.12941148        1.07078457        0.05994829        0.00743612        0.00079978
       -4.42652330        1.42248319        0.14694283        1.20149541        0.06517451        0.00804400        0.00082645
       -4.41652330        1.35755125        0.13883879        1.14713061        0.06287264        0.00788313        0.00082609
       -4.40652330        1.06404085        0.10534666        0.89876204        0.05245638        0.00675128        0.00072449
       -4.39652330        0.81127092        0.07743020        0.68372239        0.04370965        0.00575043        0.00065825
       -4.38652330        1.20876777        0.11164294        1.02237808        0.06488403        0.00880631        0.00105641
       -4.37652330        2.70271707        0.23027373        2.28871005        0.16051381        0.02074486        0.00247463
       -4.36652330        0.37938997        0.03682883        0.32004525        0.01976972        0.00252288        0.00022327
       -4.35652330        0.35161989        0.03471949        0.29671404        0.01767539        0.00229784        0.00021313
       -4.34652330        0.32573898        0.03284922        0.27491864        0.01568181        0.00208708        0.00020223
       -4.33652330        0.30174723        0.03121800        0.25465906        0.01378898        0.00189062        0.00019056
       -4.32652330        0.27964464        0.02982584        0.23593531        0.01199691        0.00170844        0.00017814
       -4.31652330        1.79845828        0.14340891        1.51956281        0.11478224        0.01800891        0.00269542
       -4.30652330        0.96478633        0.06655986        0.83503534        0.05337620        0.00838059        0.00143433
       -4.29652330        1.00577068        0.05155273        0.89614218        0.04874246        0.00771614        0.00161718
       -4.28652330        1.07364680        0.03694337        0.98750148        0.04090883        0.00652034        0.00177278
       -4.27652330        0.77215467        0.02126480        0.72062309        0.02483625        0.00415392        0.00127660
       -4.26652330        3.17533875        0.25639905        2.82057057        0.08006678        0.01603467        0.00226767
       -4.25652330        0.30558375        0.01673318        0.27500254        0.01134723        0.00205127        0.00044953
       -4.24652330        0.25641547        0.01443541        0.23023596        0.00956057        0.00178356        0.00039997
       -4.23652330        0.22287642        0.01294229        0.20010124        0.00796518        0.00153219        0.00033552
       -4.22652330        0.21426522        0.01229265        0.19290607        0.00734636        0.00144178        0.00027835
       -4.21652330        0.24163593        0.01490402        0.21558362        0.00905948        0.00178625        0.00030255
       -4.20652330        0.27468994        0.01841723        0.24258794        0.01114358        0.00221667        0.00032453
       -4.19652330        0.30929798        0.02255762        0.27047807        0.01325289        0.00267571        0.00033369
       -4.18652330        0.34546006        0.02732518        0.29925403        0.01538742        0.00316339        0.00033004
       -4.17652330        0.24324153        0.01630564        0.21060592        0.01343993        0.00254834        0.00034170
       -4.16652330        0.24570771        0.01631889        0.21162449        0.01464386        0.00275671        0.00036375
       -4.15652330        0.24781049        0.01610709        0.21249468        0.01585503        0.00296401        0.00038969
       -4.14652330        0.24954987        0.01567025        0.21321647        0.01707343        0.00317022        0.00041951
       -4.13652330        0.42600588        0.01495174        0.38517985        0.02079861        0.00428970        0.00078597
       -4.12652330        0.62054792        0.02922405        0.55572458        0.02894133        0.00578722        0.00087075
       -4.11652330        0.60662796        0.02533992        0.54490129        0.02965903        0.00577936        0.00094836
       -4.10652330        0.55426974        0.02038433        0.50086376        0.02694769        0.00515560        0.00091836
       -4.09652330        0.45437185        0.01442333        0.41558319        0.01986839        0.00374074        0.00075620
       -4.08652330        0.31421998        0.00842092        0.29564840        0.00818057        0.00153096        0.00043912
       -4.07652330        0.32143463        0.00889757        0.30196277        0.00862328        0.00149188        0.00045914
       -4.06652330        0.55042118        0.01254011        0.51921134        0.01543397        0.00235588        0.00087988
       -4.05652330        0.43764089        0.01179260        0.40969959        0.01362890        0.00181995        0.00069986
       -4.04652330        0.34792610        0.01090691        0.32199734        0.01276931        0.00168275        0.00056980
       -4.03652330        0.31390151        0.01098224        0.28530270        0.01481449        0.00224032        0.00056176
       -4.02652330        0.34378609        0.01206234        0.31018510        0.01799489        0.00288439        0.00065937
       -4.01652330        1.27860350        0.04203425        1.17321601        0.05535908        0.00553669        0.00245747
       -4.00652330        0.98180444        0.03129862        0.90213506        0.04186944        0.00461536        0.00188596
       -3.99652330        0.83151164        0.02601572        0.76403033        0.03580645        0.00406466        0.00159449
       -3.98652330        0.79529211        0.02431965        0.73173933        0.03389456        0.00381698        0.00152159
       -3.97652330        0.75821603        0.02262703        0.69852371        0.03203322        0.00358313        0.00144895
       -3.96652330        0.72028340        0.02093784        0.66438347        0.03022240        0.00336313        0.00137655
       -3.95652330        0.69968103        0.01958670        0.64658926        0.02894794        0.00322224        0.00133489
       -3.94652330        1.61610582        0.04201411        1.50311960        0.06100329        0.00693717        0.00303166
       -3.93652330        0.94794442        0.02327555        0.88342006        0.03522598        0.00424997        0.00177287
       -3.92652330        0.82438502        0.01861370        0.77398426        0.02688954        0.00340247        0.00149504
       -3.91652330        1.41111248        0.03040256        1.32560390        0.04681934        0.00577931        0.00250736
       -3.90652330        2.74640343        0.06516807        2.56073034        0.10330501        0.01237356        0.00482644
       -3.89652330        2.90370689        0.05771263        2.71816922        0.10570919        0.01697930        0.00513655
       -3.88652330        2.46675866        0.09131377        2.23363116        0.11916553        0.01963778        0.00301040
       -3.87652330        1.07368861        0.04204105        0.96319925        0.05744514        0.00986923        0.00113395
       -3.86652330        1.37820709        0.03762336        1.25915451        0.06652670        0.01300035        0.00190218
       -3.85652330        2.24910800        0.03804621        2.09367658        0.09211975        0.02171180        0.00355367
       -3.84652330        2.18737680        0.03735654        2.03504411        0.09140569        0.02030921        0.00326125
       -3.83652330        3.12658402        0.04447175        2.93919504        0.10835913        0.02946578        0.00509233
       -3.82652330        4.16820041        0.08589543        3.89026215        0.16325406        0.02231915        0.00646962
       -3.81652330        3.20622729        0.06319335        3.03629413        0.09096781        0.01093034        0.00484166
       -3.80652330        2.50575728        0.02919332        2.35707653        0.09008107        0.02502725        0.00437911
       -3.79652330        1.37354330        0.01070141        1.29151220        0.05037979        0.01846029        0.00248961
       -3.78652330        0.31801589        0.00263525        0.30127974        0.01042342        0.00314573        0.00053176
       -3.77652330        0.48181902        0.00894055        0.42532018        0.03776313        0.00853442        0.00126074
       -3.76652330        0.37423845        0.00639890        0.32821710        0.03125359        0.00735701        0.00101186
       -3.75652330        0.32554539        0.00513231        0.29091319        0.02345097        0.00527080        0.00077813
       -3.74652330        0.38278828        0.00591451        0.34644101        0.02454861        0.00505856        0.00082560
       -3.73652330        0.70021383        0.01210093        0.64180744        0.03830789        0.00665054        0.00134702
       -3.72652330        1.00873511        0.01657696        0.93454347        0.04813463        0.00770528        0.00177477
       -3.71652330        1.43906352        0.02064226        1.34837636        0.05848294        0.00924391        0.00231804
       -3.70652330        2.15828044        0.02408825        2.01996029        0.09004388        0.02039391        0.00379410
       -3.69652330        1.34682650        0.01875910        1.26832607        0.04910726        0.00853880        0.00209527
       -3.68652330        2.02890022        0.02123975        1.93080624        0.06011995        0.01349735        0.00323692
       -3.67652330        0.69119032        0.00953824        0.64697825        0.02826502        0.00529178        0.00111702
       -3.66652330        0.65661759        0.00842666        0.61493927        0.02722603        0.00498567        0.00103997
       -3.65652330        0.62270638        0.00745141        0.58326894        0.02634876        0.00467048        0.00096677
       -3.64652330        0.58657918        0.00658085        0.54921189        0.02555062        0.00434160        0.00089423
       -3.63652330        0.54823600        0.00581496        0.51276811        0.02483160        0.00399900        0.00082232
       -3.62652330        0.50767684        0.00515377        0.47393760        0.02419170        0.00364271        0.00075106
       -3.61652330        0.46490170        0.00459725        0.43272035        0.02363093        0.00327271        0.00068045
       -3.60652330        0.41991058        0.00414542        0.38911638        0.02314929        0.00288901        0.00061047
       -3.59652330        0.95997372        0.00605951        0.87958493        0.06784120        0.00538878        0.00109930
       -3.58652330        0.53771582        0.00548825        0.48404535        0.04361900        0.00379654        0.00076668
       -3.57652330        1.20258215        0.01288708        1.09046053        0.08164537        0.01525314        0.00233603
       -3.56652330        1.30890894        0.01145138        1.19805783        0.07747172        0.01917135        0.00275667
       -3.55652330        0.66976049        0.00700996        0.61475325        0.03770831        0.00885572        0.00143324
       -3.54652330        0.33291560        0.00349179        0.30606471        0.01830184        0.00436734        0.00068992
       -3.53652330        0.29883264        0.00353838        0.27454628        0.01639448        0.00375867        0.00059482
       -3.52652330        0.31939689        0.00370052        0.29337790        0.01759791        0.00409690        0.00062366
       -3.51652330        0.33570260        0.00384005        0.30796437        0.01879982        0.00444437        0.00065399
       -3.50652330        0.34774977        0.00395696        0.31830571        0.02000021        0.00480110        0.00068580
       -3.49652330        0.39855997        0.00444977        0.36124294        0.02565085        0.00633892        0.00087749
       -3.48652330        0.32895044        0.00397399        0.30044171        0.01926691        0.00462844        0.00063938
       -3.47652330        0.23100203        0.00355626        0.21289067        0.01176093        0.00246336        0.00033080
       -3.46652330        0.21745802        0.00399012        0.19915216        0.01177650        0.00225194        0.00028731
       -3.45652330        0.20371790        0.00430186        0.18548422        0.01164361        0.00204161        0.00024660
       -3.44652330        0.18978166        0.00449149        0.17188685        0.01136227        0.00183237        0.00020868
       -3.43652330        0.17564931        0.00455901        0.15836006        0.01093247        0.00162423        0.00017355
       -3.42652330        0.16132084        0.00450442        0.14490384        0.01035420        0.00141717        0.00014120
       -3.41652330        0.14679625        0.00432772        0.13151819        0.00962748        0.00121121        0.00011164
       -3.40652330        0.13207554        0.00402891        0.11820312        0.00875230        0.00100634        0.00008487
       -3.39652330        0.11715872        0.00360799        0.10495861        0.00772867        0.00080256        0.00006089
       -3.38652330        2.07104921        0.05603896        1.86291559        0.13380352        0.01651645        0.00177468
       -3.37652330        0.93519021        0.01404497        0.85032685        0.05918797        0.01012071        0.00150971
       -3.36652330        0.53413165        0.00482788        0.49035967        0.03119612        0.00681918        0.00092880
       -3.35652330        0.53146478        0.00399714        0.48522958        0.03292898        0.00813928        0.00116980
       -3.34652330        0.56323378        0.00374194        0.50804968        0.03951652        0.01038912        0.00153651
       -3.33652330        0.63534589        0.00676905        0.57587041        0.04352586        0.00812290        0.00105766
       -3.32652330        1.47957017        0.01646695        1.38109364        0.06742352        0.01286735        0.00171870
       -3.31652330        0.59991271        0.00915707        0.54325377        0.04223913        0.00463323        0.00062951
       -3.30652330        0.72773499        0.01156861        0.65655449        0.05271103        0.00600674        0.00089411
       -3.29652330        0.95152048        0.01622267        0.85570810        0.06971461        0.00846398        0.00141112
       -3.28652330        0.52889866        0.00755801        0.47736210        0.03838342        0.00486151        0.00073362
       -3.27652330        0.44788360        0.00574998        0.40401711        0.03316419        0.00431714        0.00063518
       -3.26652330        0.42974153        0.00519422        0.38684024        0.03271228        0.00434872        0.00064607
       -3.25652330        0.41217136        0.00464568        0.37018292        0.03231279        0.00437457        0.00065540
       -3.24652330        0.40788061        0.00410944        0.36504030        0.03326371        0.00475474        0.00071242
       -3.23652330        0.40656618        0.00359143        0.36256399        0.03454577        0.00509991        0.00076509
       -3.22652330        0.40776784        0.00309164        0.36235704        0.03611261        0.00539517        0.00081138
