  95.94000     3.9692     7.7413    49.6503Mo
  32.06500     5.5507     8.6514    51.2181S
  32.06500     5.5507     8.6514    48.0826S
  95.94000     2.3950    10.4733    49.6503Mo
  32.06500     3.9766    11.3833    51.2181S
  32.06500     3.9765    11.3833    48.0826S
  95.94000     0.8208    13.2052    49.6503Mo
  32.06500    10.2733     0.4556    51.2181S
  32.06500    10.2733     0.4556    48.0826S
  95.94000     7.1175     2.2775    49.6503Mo
  32.06500     8.6991     3.1875    51.2181S
  32.06500     8.6991     3.1875    48.0826S
  95.94000     5.5434     5.0094    49.6503Mo
  32.06500     7.1250     5.9194    51.2181S
  32.06500     7.1250     5.9194    48.0826S
  95.94000     7.1297     7.7413    49.6503Mo
  32.06500     8.7113     8.6514    51.2181S
  32.06500     8.7113     8.6514    48.0826S
  95.94000     5.5555    10.4733    49.6503Mo
  32.06500     7.1371    11.3833    51.2181S
  32.06500     7.1371    11.3833    48.0826S
  95.94000     3.9813    13.2052    49.6503Mo
  32.06500    13.4339     0.4556    51.2181S
  32.06500    13.4339     0.4556    48.0825S
  95.94000    10.2781     2.2775    49.6503Mo
  32.06500    11.8597     3.1875    51.2181S
  32.06500    11.8597     3.1875    48.0826S
  95.94000     8.7039     5.0094    49.6503Mo
  32.06500    10.2855     5.9195    51.2181S
  32.06500    10.2855     5.9195    48.0825S
  95.94000    10.2903     7.7413    49.6503Mo
  32.06500    -3.9309     8.6514    51.2181S
  32.06500    -3.9309     8.6514    48.0826S
  95.94000     8.7161    10.4733    49.6503Mo
  32.06500    -5.5051    11.3833    51.2181S
  32.06500    -5.5051    11.3833    48.0826S
  95.94000     7.1418    13.2052    49.6503Mo
  32.06500     0.7917     0.4556    51.2181S
  32.06500     0.7917     0.4556    48.0826S
  95.94000    13.4386     2.2775    49.6503Mo
  32.06500    -0.7825     3.1875    51.2181S
  32.06500    -0.7825     3.1875    48.0826S
  95.94000    11.8644     5.0094    49.6503Mo
  32.06500    -2.3567     5.9194    51.2181S
  32.06500    -2.3567     5.9194    48.0826S
  95.94000    -2.3519     7.7414    49.6503Mo
  32.06500    -0.7703     8.6514    51.2181S
  32.06500    -0.7703     8.6514    48.0826S
  95.94000    -3.9261    10.4733    49.6503Mo
  32.06500    -2.3445    11.3833    51.2181S
  32.06500    -2.3445    11.3833    48.0826S
  95.94000    -5.5003    13.2052    49.6503Mo
  32.06500     3.9522     0.4556    51.2181S
  32.06500     3.9522     0.4556    48.0825S
  95.94000     0.7964     2.2775    49.6503Mo
  32.06500     2.3780     3.1875    51.2181S
  32.06500     2.3780     3.1875    48.0826S
  95.94000    -0.7777     5.0094    49.6503Mo
  32.06500     0.8039     5.9194    51.2181S
  32.06500     0.8039     5.9194    48.0825S
  95.94000     0.8086     7.7413    49.6503Mo
  32.06500     2.3902     8.6514    51.2181S
  32.06500     2.3902     8.6514    48.0826S
  95.94000    -0.7656    10.4733    49.6503Mo
  32.06500     0.8160    11.3833    51.2181S
  32.06500     0.8160    11.3833    48.0826S
  95.94000    -2.3398    13.2052    49.6503Mo
  32.06500     7.1128     0.4556    51.2181S
  32.06500     7.1128     0.4556    48.0825S
  95.94000     3.9570     2.2775    49.6503Mo
  32.06500     5.5386     3.1875    51.2181S
  32.06500     5.5386     3.1875    48.0826S
  95.94000     2.3828     5.0094    49.6503Mo
  32.06500     3.9644     5.9194    51.2181S
  32.06500     3.9644     5.9194    48.0826S
