  95.94000     1.5894     0.9177     3.0787Mo
  32.06500    -0.0014     1.8363     4.6371S
  32.06500     0.0004     1.8323     1.5155S
  95.94000     0.0017     3.6687     3.0730Mo
  32.06500    -1.5902     4.5902     4.6328S
  32.06500    -1.5899     4.5904     1.5142S
  95.94000    -1.5923     6.4296     3.0729Mo
  32.06500    -3.1808     7.3431     4.6370S
  32.06500    -3.1833     7.3467     1.5155S
  95.94000    -3.1809     9.1801     3.0787Mo
  32.06500    -4.7700    10.0978     4.6406S
  32.06500    -4.7700    10.0996     1.5192S
  95.94000    -4.7700    11.9342     3.0806Mo
  32.06500    -6.3604    12.8524     4.6406S
  32.06500    -6.3589    12.8515     1.5192S
  95.94000     4.7706     0.9177     3.0787Mo
  32.06500     3.1800     1.8409     4.6366S
  32.06500     3.1800     1.8338     1.5183S
  95.94000     3.1800     3.6752     3.0726Mo
  32.06500     1.5860     4.5932     4.6321S
  32.06500     1.5874     4.5748     1.5019S
  95.94000     1.5617     6.4100     3.0578Mo
  32.06500     0.0005     7.3394     4.6321S
  32.06500    -0.0147     7.3498     1.5019S
  95.94000     0.0025     9.1788     3.0726Mo
  32.06500    -1.5861    10.0960     4.6366S
  32.06500    -1.5922    10.0995     1.5183S
  95.94000    -1.5903    11.9351     3.0787Mo
  32.06500    -3.1796    12.8524     4.6406S
  32.06500    -3.1811    12.8515     1.5192S
  95.94000     7.9504     0.9186     3.0759Mo
  32.06500     6.3614     1.8363     4.6370S
  32.06500     6.3596     1.8323     1.5155S
  95.94000     6.3583     3.6687     3.0729Mo
  32.06500     4.7740     4.5931     4.6321S
  32.06500     4.7726     4.5748     1.5019S
  95.94000     4.7983     6.4100     3.0577Mo
  32.06500     3.1800     7.3442     4.5802S
  32.06500     3.1800     7.3441     6.5198S
  32.06500     3.1800     7.3443     1.5295S
  95.94000     3.1800     9.2130     3.0578Mo
  32.06500     1.5944    10.1003     4.6321S
  32.06500     1.5779    10.1083     1.5020S
  95.94000     1.5860    11.9346     3.0730Mo
  32.06500     0.0006    12.8534     4.6371S
  32.06500    -0.0037    12.8539     1.5155S
  95.94000    11.1300     0.9188     3.0737Mo
  32.06500     9.5410     1.8370     4.6349S
  32.06500     9.5396     1.8361     1.5139S
  95.94000     9.5403     3.6722     3.0737Mo
  32.06500     7.9502     4.5902     4.6328S
  32.06500     7.9499     4.5904     1.5142S
  95.94000     7.9523     6.4296     3.0729Mo
  32.06500     6.3595     7.3394     4.6321S
  32.06500     6.3747     7.3498     1.5019S
  95.94000     6.3575     9.1788     3.0726Mo
  32.06500     4.7656    10.1002     4.6321S
  32.06500     4.7821    10.1083     1.5020S
  95.94000     4.7740    11.9346     3.0730Mo
  32.06500     3.1800    12.8524     4.6328S
  32.06500     3.1800    12.8521     1.5142S
  95.94000    14.3096     0.9186     3.0759Mo
  32.06500    12.7190     1.8370     4.6349S
  32.06500    12.7204     1.8361     1.5140S
  95.94000    12.7197     3.6722     3.0737Mo
  32.06500    11.1300     4.5892     4.6349S
  32.06500    11.1300     4.5908     1.5139S
  95.94000    11.1300     6.4259     3.0759Mo
  32.06500     9.5408     7.3431     4.6370S
  32.06500     9.5433     7.3467     1.5155S
  95.94000     9.5409     9.1801     3.0787Mo
  32.06500     7.9461    10.0960     4.6367S
  32.06500     7.9522    10.0995     1.5183S
  95.94000     7.9503    11.9351     3.0787Mo
  32.06500     6.3594    12.8534     4.6371S
  32.06500     6.3637    12.8539     1.5155S
