#  aims_uuid : 91429213-9EA9-4D67-AABC-0C201CD54787                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -4.478213 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -5.52178735        0.50142628        0.01171427        0.47907241        0.00911573        0.00152385
       -5.51177734        0.43429819        0.00976973        0.41504921        0.00822883        0.00125041
       -5.50176733        0.51703867        0.01121592        0.49223642        0.01217330        0.00141304
       -5.49175732        1.00329848        0.02602314        0.95823576        0.01601163        0.00302796
       -5.48174731        0.46803561        0.00483416        0.45565710        0.00645440        0.00108995
       -5.47173730        0.24371035        0.00268504        0.23704277        0.00338835        0.00059419
       -5.46172729        0.32473518        0.00396240        0.31485588        0.00502026        0.00089663
       -5.45171728        0.41656085        0.00548037        0.40334570        0.00649715        0.00123763
       -5.44170727        0.42389346        0.00541588        0.41066271        0.00653688        0.00127799
       -5.43169726        0.43333249        0.00547092        0.41997976        0.00656433        0.00131748
       -5.42168725        0.44487796        0.00564549        0.43129685        0.00657951        0.00135612
       -5.41167724        0.45852986        0.00593958        0.44461399        0.00658240        0.00139389
       -5.40166723        0.47428819        0.00635321        0.45993117        0.00657301        0.00143080
       -5.39165722        0.41328059        0.00591060        0.40059303        0.00553234        0.00124462
       -5.38164721        0.18441941        0.00205201        0.17933647        0.00251732        0.00051361
       -5.37163720        0.17564859        0.00206756        0.17069375        0.00242524        0.00046204
       -5.36162719        0.16622806        0.00205409        0.16144247        0.00231831        0.00041319
       -5.35161718        0.18591477        0.00218685        0.18079985        0.00250641        0.00042166
       -5.34160717        0.32915177        0.00395716        0.31980449        0.00434933        0.00104079
       -5.33159716        0.39594674        0.00591515        0.38321697        0.00562912        0.00118550
       -5.32158715        0.46272795        0.00844288        0.44583649        0.00711045        0.00133813
       -5.31157714        0.68524623        0.01605078        0.65504240        0.01172581        0.00242725
       -5.30156713        0.35767438        0.01676734        0.32994429        0.00905446        0.00190830
       -5.29155712        0.39224747        0.02292096        0.35568333        0.01157530        0.00206788
       -5.28154711        0.38955984        0.02557841        0.34954916        0.01245723        0.00197504
       -5.27153710        0.39028760        0.02866723        0.34657189        0.01310492        0.00194357
       -5.26152709        0.19606452        0.01590674        0.17239595        0.00661696        0.00114488
       -5.25151708        0.35595273        0.02088930        0.32413775        0.00906507        0.00186061
       -5.24150707        0.65359923        0.02625931        0.61213074        0.01225448        0.00295469
       -5.23149706        0.43497112        0.01714554        0.40743160        0.00850580        0.00188819
       -5.22148705        0.45987775        0.01606165        0.43384531        0.00810872        0.00186208
       -5.21147704        0.88021531        0.02402100        0.83861773        0.01445330        0.00312328
       -5.20146703        0.66408795        0.01702889        0.63364171        0.01108306        0.00233430
       -5.19145702        0.45994106        0.01240015        0.43880960        0.00723280        0.00149852
       -5.18144701        0.27513517        0.00884008        0.26092764        0.00447175        0.00089570
       -5.17143700        0.10118754        0.00535774        0.09311754        0.00230798        0.00040428
       -5.16142699        0.09275350        0.00546605        0.08469330        0.00222448        0.00036968
       -5.15141698        0.23675368        0.01162880        0.21950094        0.00474400        0.00087994
       -5.14140697        0.59294913        0.04537547        0.53055540        0.01485783        0.00216043
       -5.13139696        1.53839404        0.18713397        1.29063138        0.05477755        0.00585114
       -5.12138695        0.43433915        0.05638741        0.36060128        0.01561483        0.00173563
       -5.11137694        0.49314057        0.03502194        0.42944936        0.02627171        0.00239756
       -5.10136693        1.20674086        0.05273461        1.08800030        0.05987618        0.00612977
       -5.09135692        0.20492042        0.01283337        0.18487365        0.00633444        0.00087895
       -5.08134691        0.14062933        0.00827496        0.12693703        0.00475924        0.00065810
       -5.07133690        3.46256573        0.40884654        2.89396115        0.14269072        0.01706732
       -5.06132689        0.45159697        0.04136147        0.38678715        0.02098735        0.00246099
       -5.05131688        0.36776325        0.03227537        0.31582325        0.01770097        0.00196366
       -5.04130687        0.29148954        0.02421916        0.25147595        0.01430144        0.00149299
