#  aims_uuid : ED999144-4C96-43A7-A231-21FB5B55EE4C                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.83137828        0.04095421        0.77764881        0.00882658        0.00394869
       -9.98998999        0.91077985        0.01681865        0.88461471        0.00677622        0.00257026
       -9.97997998        0.93289999        0.03019039        0.89136962        0.00852837        0.00281161
       -9.96996997        0.86183427        0.05335805        0.79384439        0.01138080        0.00325104
       -9.95995996        2.41196565        0.02235926        2.36547223        0.02191624        0.00221792
       -9.94994995        0.44582031        0.02534628        0.40967185        0.00811332        0.00268886
       -9.93993994        0.28531769        0.03748225        0.23947036        0.00632291        0.00204217
       -9.92992993        0.12838491        0.01143526        0.11363980        0.00251093        0.00079892
       -9.91991992        0.12110145        0.00994184        0.10803117        0.00237841        0.00075003
       -9.90990991        0.11546779        0.00857958        0.10387418        0.00228984        0.00072419
       -9.89989990        0.11269940        0.00756123        0.10215236        0.00226325        0.00072257
       -9.88988989        0.12692573        0.01199547        0.11138096        0.00264597        0.00090333
       -9.87987988        0.14358112        0.01500523        0.12440734        0.00308943        0.00107913
       -9.86986987        0.19186326        0.02435873        0.16156291        0.00441182        0.00152979
       -9.85985986        0.19799357        0.02008622        0.17115714        0.00528937        0.00146084
       -9.84984985        0.22233577        0.01954273        0.19479153        0.00647080        0.00153070
       -9.83983984        0.23628208        0.01905311        0.20824305        0.00743938        0.00154653
       -9.82982983        0.23744135        0.01873954        0.20945359        0.00778657        0.00146165
       -9.81981982        0.20503303        0.01810728        0.17934217        0.00643088        0.00115271
       -9.80980981        0.25543647        0.02292830        0.22454337        0.00656895        0.00139585
       -9.79979980        0.25938026        0.01468812        0.23804666        0.00558385        0.00106162
       -9.78978979        0.20819813        0.00730522        0.19586381        0.00435516        0.00067395
       -9.77977978        0.07401257        0.00786254        0.06128575        0.00425845        0.00060582
       -9.76976977        0.15192403        0.01449448        0.12859118        0.00771783        0.00112054
