            x                  y
         -4.40510928         88.59144924
         -4.39509927         93.45405455
         -4.38508926         99.70298664
         -4.37507925        106.59387860
         -4.36506924        113.09312446
         -4.35505923        118.32847248
         -4.34504922        121.89161652
         -4.33503921        123.81183111
         -4.32502920        124.29457490
         -4.31501919        123.50167445
         -4.30500918        121.57072071
         -4.29499917        118.81013556
         -4.28498916        115.81381213
         -4.27497915        113.29613135
         -4.26496914        111.70111956
         -4.25495913        110.86369737
         -4.24494912        110.00601348
         -4.23493911        108.13153800
         -4.22492910        104.60011455
         -4.21491909         99.53529282
         -4.20490908         93.82537634
         -4.19489907         88.73945668
         -4.18488906         85.38625441
         -4.17487905         84.26661420
         -4.16486904         85.06282378
         -4.15485903         86.70935901
         -4.14484902         87.74152844
         -4.13483901         86.83938297
         -4.12482900         83.34492344
         -4.11481899         77.46657062
         -4.10480898         70.04417916
         -4.09479897         62.05449494
         -4.08478896         54.21445089
         -4.07477895         46.91260549
         -4.06476894         40.40092011
         -4.05475893         35.00018876
         -4.04474892         31.14107446
         -4.03473891         29.24664345
         -4.02472890         29.56672521
         -4.01471889         32.05255388
         -4.00470888         36.30145482
         -3.99469887         41.58035449
         -3.98468886         46.93890197
         -3.97467885         51.40254522
         -3.96466884         54.19248885
         -3.95465883         54.89569103
         -3.94464882         53.53249886
         -3.93463881         50.51959085
         -3.92462880         46.55356562
         -3.91461879         42.43379602
         -3.90460878         38.84530314
         -3.89459877         36.16810874
         -3.88458876         34.42370288
         -3.87457875         33.42272574
         -3.86456874         33.03067070
         -3.85455873         33.34214152
         -3.84454872         34.59463423
         -3.83453871         36.86715766
         -3.82452870         39.82613603
         -3.81451869         42.79012980
         -3.80450868         45.13840021
         -3.79449867         46.77900371
         -3.78448866         48.30083103
         -3.77447865         50.66473246
         -3.76446864         54.65417133
         -3.75445863         60.49216187
         -3.74444862         67.88101756
         -3.73443861         76.36623721
         -3.72442860         85.67116599
         -3.71441859         95.71529899
         -3.70440858        106.34901017
         -3.69439857        117.10141112
         -3.68438856        127.19663963
         -3.67437855        135.82257559
         -3.66436854        142.43296444
         -3.65435853        146.89288513
         -3.64434852        149.42272189
         -3.63433851        150.39101483
         -3.62432850        150.05323239
         -3.61431849        148.39271419
         -3.60430848        145.22094961
         -3.59429847        140.52646999
         -3.58428846        134.81636230
         -3.57427844        129.13457144
         -3.56426843        124.67782731
         -3.55425842        122.24847597
         -3.54424841        121.87874118
         -3.53423840        122.78621981
         -3.52422839        123.60506192
         -3.51421838        122.77808125
         -3.50420837        119.03940215
         -3.49419836        111.89577995
         -3.48418835        101.90681145
         -3.47417834         90.53924121
         -3.46416833         79.56684943
         -3.45415832         70.30851152
         -3.44414831         63.16502482
         -3.43413830         57.73836131
         -3.42412829         53.40392160
         -3.41411828         49.89482440
         -3.40410827         47.50175293
         -3.39409826         46.82268512
         -3.38408825         48.30557771
         -3.37407824         51.88301332
         -3.36406823         56.84778970
         -3.35405822         61.96996322
         -3.34404821         65.81426880
         -3.33403820         67.20007878
         -3.32402819         65.65751011
         -3.31401818         61.64006246
         -3.30400817         56.31894341
         -3.29399816         51.03267364
         -3.28398815         46.70310577
         -3.27397814         43.53768574
         -3.26396813         41.11910782
         -3.25395812         38.74824320
         -3.24394811         35.83397294
         -3.23393810         32.19419867
         -3.22392809         28.21017249
         -3.21391808         24.79656054
         -3.20390807         23.16393234
         -3.19389806         24.41523897
         -3.18388805         29.10698647
         -3.17387804         36.94867284
         -3.16386803         46.77817831
         -3.15385802         56.85728387
         -3.14384801         65.41362262
         -3.13383800         71.23951694
         -3.12382799         74.08773482
         -3.11381798         74.64793649
         -3.10380797         74.08201613
         -3.09379796         73.36322935
         -3.08378795         72.81320182
         -3.07377794         72.10818613
         -3.06376793         70.68898633
         -3.05375792         68.22651994
         -3.04374791         64.80968634
         -3.03373790         60.80179935
         -3.02372789         56.57683999
         -3.01371788         52.36604344
         -3.00370787         48.26550521
         -2.99369786         44.30560377
         -2.98368785         40.49574509
         -2.97367784         36.85353989
         -2.96366783         33.46163577
         -2.95365782         30.53853187
         -2.94364781         28.44594275
         -2.93363780         27.56231821
         -2.92362779         28.03563484
         -2.91361778         29.54015497
         -2.90360777         31.22371464
         -2.89359776         31.96678960
         -2.88358775         30.88154089
         -2.87357774         27.78798756
         -2.86356773         23.38627025
         -2.85355772         19.03198806
         -2.84354771         16.25725356
         -2.83353770         16.27263124
         -2.82352769         19.60652917
         -2.81351768         25.92667997
         -2.80350767         34.06458567
         -2.79349766         42.29087626
         -2.78348765         48.83782670
         -2.77347764         52.50588275
         -2.76346763         53.07004249
         -2.75345762         51.27933110
         -2.74344761         48.48082016
         -2.73343760         46.08571304
         -2.72342759         45.09136568
         -2.71341758         45.76835650
