  95.94000     0.0173     1.0052     2.6650Mo
  78.96000     1.6855     2.0073     4.3227Se
  78.96000     1.6855     2.0073     1.0073Se
  95.94000    -1.5779     3.9006     2.6650Mo
  78.96000     0.1093     5.0511     4.2789Se
  78.96000     0.1093     5.0511     1.0511Se
  95.94000    -3.2884     6.7382     2.6650Mo
  78.96000    -1.6511     7.7569     4.3772Se
  78.96000    -1.6511     7.7569     0.9528Se
  95.94000    -5.0176     9.5958     2.6650Mo
  78.96000    -3.3918    10.5839     4.3392Se
  78.96000    -3.3918    10.5839     0.9908Se
  95.94000    -6.6653    12.4738     2.6650Mo
  78.96000    -5.0079    13.4538     4.3272Se
  78.96000    -5.0079    13.4538     1.0028Se
  95.94000     3.3263     1.0011     2.6650Mo
  78.96000     5.0068     1.9158     4.3366Se
  78.96000     5.0068     1.9158     0.9934Se
  95.94000     1.7493     3.9448     2.6650Mo
  78.96000     3.4258     4.9806     4.2101Se
  78.96000     3.4258     4.9806     1.1199Se
  95.94000    -0.0084     7.1072     2.6650Mo
  95.94000    -1.7390     9.6297     2.6650Mo
  78.96000    -0.0731    10.4899     4.3772Se
  78.96000    -0.0731    10.4899     0.9528Se
  95.94000    -3.3490    12.4859     2.6650Mo
  78.96000    -1.6572    13.4039     4.3296Se
  78.96000    -1.6572    13.4039     1.0004Se
  95.94000     6.6665     0.9430     2.6650Mo
  78.96000     8.3479     1.8737     4.3294Se
  78.96000     8.3479     1.8737     1.0006Se
  95.94000     5.0886     3.8280     2.6650Mo
  78.96000     6.7252     4.7428     4.3609Se
  78.96000     6.7252     4.7428     0.9691Se
  78.96000     4.8695     7.4813     4.2101Se
  78.96000     4.8695     7.4813     1.1199Se
  95.94000     1.3108     9.3920     2.6650Mo
  78.96000     3.1503    10.3182     4.2789Se
  78.96000     3.1503    10.3182     1.0511Se
  95.94000    -0.0096    12.4172     2.6650Mo
  78.96000     1.6789    13.3480     4.3242Se
  78.96000     1.6789    13.3480     1.0058Se
  95.94000     9.9975     0.9093     2.6650Mo
  78.96000    11.6604     1.8935     4.3257Se
  78.96000    11.6604     1.8935     1.0043Se
  95.94000     8.3609     3.7984     2.6650Mo
  78.96000    10.0212     4.7721     4.3294Se
  78.96000    10.0212     4.7721     1.0006Se
  95.94000     6.6991     6.6175     2.6650Mo
  78.96000     8.3142     7.6445     4.3366Se
  78.96000     8.3142     7.6445     0.9934Se
  95.94000     4.9284     9.4510     2.6650Mo
  78.96000     6.5744    10.4751     4.3227Se
  78.96000     6.5744    10.4751     1.0073Se
  95.94000     3.3030    12.3546     2.6650Mo
  78.96000     4.9568    13.3649     4.3255Se
  78.96000     4.9568    13.3649     1.0045Se
  95.94000    13.3139     0.9388     2.6650Mo
  78.96000    14.9741     1.9632     4.3255Se
  78.96000    14.9741     1.9632     1.0045Se
  95.94000    11.6813     3.8257     2.6650Mo
  78.96000    13.3498     4.8105     4.3241Se
  78.96000    13.3498     4.8105     1.0059Se
  95.94000     9.9865     6.6936     2.6650Mo
  78.96000    11.6332     7.6716     4.3296Se
  78.96000    11.6332     7.6716     1.0004Se
  95.94000     8.2662     9.5572     2.6650Mo
  78.96000     9.9148    10.5484     4.3272Se
  78.96000     9.9148    10.5484     1.0028Se
  95.94000     6.6081    12.4208     2.6650Mo
  78.96000     8.2709    13.4344     4.3164Se
  78.96000     8.2709    13.4344     1.0136Se
