#  aims_uuid : 7ABDCD09-6FF7-4F21-A393-BA9FC824A2D0                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.047218 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.95278159        1.23710928        0.05763580        0.16776865        1.00434374        0.00680727        0.00055382
       -4.94278159        0.94321412        0.08873963        0.10804080        0.73813561        0.00782897        0.00046910
       -4.93278159        0.97446245        0.08870254        0.08575947        0.79082306        0.00875134        0.00042605
       -4.92278159        1.37928974        0.10659716        0.11455636        1.14486966        0.01274379        0.00052278
       -4.91278159        0.55562623        0.03613236        0.07594887        0.43831839        0.00507293        0.00015368
       -4.90278159        3.65752005        0.22305152        0.67882979        2.72558953        0.02897664        0.00107256
       -4.89278159        0.35775327        0.02227898        0.08648307        0.24620847        0.00267427        0.00010848
       -4.88278159        0.24256597        0.01133825        0.06087297        0.16837476        0.00190944        0.00007056
       -4.87278159        0.48313722        0.03674462        0.05913549        0.38253746        0.00459599        0.00012365
       -4.86278159        0.77118651        0.05331222        0.07482907        0.63575638        0.00708532        0.00020352
       -4.85278159        1.01813260        0.07346154        0.10578443        0.83027823        0.00832860        0.00027980
       -4.84278159        1.02192924        0.07019891        0.10782233        0.83553343        0.00802062        0.00035394
       -4.83278159        0.81787395        0.07568180        0.10367677        0.63143044        0.00686221        0.00022273
       -4.82278159        0.74418657        0.05928564        0.10833532        0.57066629        0.00565575        0.00024357
       -4.81278159        1.01023228        0.08071921        0.14950023        0.77203918        0.00763916        0.00033451
       -4.80278159        0.51948541        0.03041957        0.07721417        0.40755318        0.00414169        0.00015680
       -4.79278159        0.62458215        0.01765754        0.09183453        0.50964242        0.00522410        0.00022357
       -4.78278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.77278159        0.48370227        0.02234323        0.10483131        0.35303695        0.00334327        0.00014752
       -4.76278159        0.82266969        0.01638940        0.21367574        0.58634050        0.00592763        0.00033642
       -4.75278159        0.98523982        0.00590963        0.23635858        0.73398231        0.00858351        0.00040580
       -4.74278159        0.28354097        0.00821182        0.05984308        0.21332966        0.00203976        0.00011666
       -4.73278159        0.84464517        0.02079144        0.19153296        0.62574272        0.00627955        0.00029850
       -4.72278159        1.16191458        0.03258868        0.23926445        0.88155490        0.00819762        0.00030892
       -4.71278159        0.35128604        0.01235160        0.09122942        0.24433219        0.00326196        0.00011087
       -4.70278159        0.43526700        0.01810453        0.11550653        0.29671549        0.00477973        0.00016073
       -4.69278159        0.64759909        0.03180077        0.14806267        0.46000388        0.00748292        0.00024886
       -4.68278159        0.73583074        0.04250913        0.14582691        0.53853299        0.00866317        0.00029854
       -4.67278159        0.44796413        0.04052689        0.10488597        0.29725186        0.00516726        0.00013216
       -4.66278159        0.28911934        0.02220611        0.07004537        0.19347704        0.00331292        0.00007791
       -4.65278159        0.28301068        0.01812040        0.06961355        0.19169672        0.00349643        0.00008357
       -4.64278159        0.31741279        0.01508079        0.07641077        0.22185114        0.00397780        0.00009230
       -4.63278159        0.31823910        0.01094521        0.07227236        0.23086140        0.00406985        0.00009028
       -4.62278159        0.26037595        0.00694700        0.05503395        0.19506593        0.00326126        0.00006781
       -4.61278159        0.19929820        0.00371026        0.04004211        0.15307908        0.00241906        0.00004769
       -4.60278159        0.32111608        0.00485072        0.04114297        0.27057615        0.00450001        0.00004623
       -4.59278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.58278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.57278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.56278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.55278159        0.43366873        0.00345780        0.09725960        0.33052910        0.00230692        0.00011531
       -4.54278159        1.53999020        0.01574752        0.34704518        1.16798624        0.00882185        0.00038941
       -4.53278159        0.94239087        0.02444479        0.19381537        0.71800339        0.00587680        0.00025052
       -4.52278159        0.13541471        0.00705409        0.05181710        0.07517377        0.00133104        0.00003871
       -4.51278159        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.50278159        0.30560986        0.00765244        0.03359047        0.26294125        0.00133652        0.00008918
       -4.49278159        0.41546550        0.00942267        0.06438486        0.33858251        0.00293337        0.00014209
       -4.48278159        0.50643596        0.00886693        0.11290939        0.37935985        0.00510291        0.00019687
       -4.47278159        1.58933392        0.02253531        0.33423358        1.21851406        0.01347887        0.00057211
       -4.46278159        0.36475590        0.00550339        0.04978857        0.30471434        0.00463130        0.00011831
       -4.45278159        0.20103196        0.00328403        0.02704509        0.16757560        0.00306098        0.00006625
       -4.44278159        0.00066851        0.00000976        0.00010448        0.00054224        0.00001179        0.00000024
       -4.43278159        0.01884635        0.00007678        0.00299394        0.01550190        0.00027026        0.00000345
       -4.42278159        0.34941692        0.00440336        0.08581790        0.25354705        0.00550801        0.00014060
       -4.41278159        0.48110218        0.00981827        0.11916798        0.34418785        0.00771043        0.00021765
       -4.40278159        0.51128188        0.01525863        0.14188418        0.34530167        0.00854887        0.00028853
       -4.39278159        0.39705467        0.01428763        0.11963893        0.25585177        0.00703136        0.00024498
       -4.38278159        0.16117927        0.00482238        0.05260665        0.10067083        0.00297343        0.00010598
       -4.37278159        0.05030134        0.00136070        0.01657675        0.03128410        0.00104757        0.00003222
