#  aims_uuid : D11E3412-9ACB-447D-ADD9-2BC886449E8E                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.571918 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.42808213        0.69070160        0.07225934        0.58035840        0.03358071        0.00427399        0.00022917
       -4.41807212        0.76759933        0.08824852        0.63709888        0.03613361        0.00584034        0.00027798
       -4.40806211        2.14364559        0.21618167        1.80875475        0.10258085        0.01527682        0.00085150
       -4.39805210        0.38448920        0.02803887        0.32477705        0.02846263        0.00294764        0.00026302
       -4.38804209        1.57462057        0.09362474        1.40880125        0.06465432        0.00646833        0.00107192
       -4.37803208        0.44997251        0.02603400        0.39532728        0.02538651        0.00275299        0.00047173
       -4.36802207        1.80446774        0.14063485        1.56354646        0.08800213        0.01135114        0.00093317
       -4.35801206        0.05764103        0.00220646        0.04674777        0.00788560        0.00073619        0.00006500
       -4.34800205        1.46962936        0.09922832        1.28697114        0.07458278        0.00810298        0.00074413
       -4.33799204        1.46913576        0.12083201        1.25284588        0.08606109        0.00877771        0.00061908
       -4.32798203        1.77254742        0.13699349        1.50608811        0.11321013        0.01477638        0.00147930
       -4.31797202        0.73166881        0.06052594        0.62392149        0.04205409        0.00474666        0.00042062
       -4.30796201        3.51343050        0.32114728        3.00224557        0.16706520        0.02100843        0.00196402
       -4.29795200        0.98500968        0.10146113        0.83914321        0.03836548        0.00578320        0.00025667
       -4.28794199        1.46192088        0.14610006        1.23400308        0.07206428        0.00924550        0.00050797
       -4.27793198        1.52448034        0.14336798        1.27877478        0.09087886        0.01037844        0.00108028
       -4.26792197        1.48862465        0.12654732        1.25158094        0.09615635        0.01309593        0.00124411
       -4.25791196        2.19999738        0.13569283        1.88397772        0.16014954        0.01802423        0.00215305
       -4.24790195        1.55267387        0.08789642        1.35930184        0.09285891        0.01090385        0.00171286
       -4.23789194        1.20046762        0.07058707        1.04704444        0.07381617        0.00783682        0.00118312
       -4.22788193        0.78720339        0.04350661        0.68877479        0.04946587        0.00479275        0.00066337
       -4.21787192        1.58101384        0.10082942        1.36092387        0.10672340        0.01089058        0.00164656
