#  aims_uuid : 50641A8A-7E3B-45CD-AFF4-790FFA9A4265                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.21152205        0.01251266        0.18440041        0.01283214        0.00177684
       -9.99000000        0.19931626        0.01227379        0.17227805        0.01302420        0.00174021
       -9.98000000        0.18589179        0.01190153        0.15928063        0.01303364        0.00167599
       -9.97000000        0.20205984        0.01193743        0.17489026        0.01352525        0.00170690
       -9.96000000        0.15982351        0.00901191        0.14185178        0.00778206        0.00117776
       -9.95000000        0.20261557        0.00951165        0.18287972        0.00891700        0.00130721
       -9.94000000        0.26820769        0.01046868        0.24529022        0.01090772        0.00154107
       -9.93000000        0.26931979        0.00532174        0.25399721        0.00885310        0.00114773
       -9.92000000        0.34250719        0.00689694        0.32134050        0.01271040        0.00155935
       -9.91000000        0.41485685        0.00849077        0.38710708        0.01724285        0.00201615
       -9.90000000        0.48636878        0.01010324        0.45129695        0.02245045        0.00251814
       -9.89000000        0.55704298        0.01173434        0.51391012        0.02833320        0.00306532
       -9.88000000        1.10050513        0.02661152        1.01175850        0.05594090        0.00619420
       -9.87000000        0.40617366        0.00842093        0.36948267        0.02554554        0.00272452
       -9.86000000        0.70416621        0.01551762        0.62709819        0.05532446        0.00622595
       -9.85000000        0.37978701        0.00898820        0.33927853        0.02880110        0.00271917
       -9.84000000        0.18288561        0.00656473        0.16369819        0.01136130        0.00126139
       -9.83000000        1.60336372        0.06128897        1.46407261        0.07000997        0.00799216
       -9.82000000        0.47778712        0.01403672        0.43993244        0.02171442        0.00210354
       -9.81000000        0.25176307        0.00669512        0.23118502        0.01272030        0.00116263
       -9.80000000        1.64100185        0.02181858        1.55452211        0.05908777        0.00557339
       -9.79000000        1.06543554        0.01012677        1.01211350        0.03924468        0.00395059
       -9.78000000        0.49326838        0.00398023        0.46898390        0.01837192        0.00193232
       -9.77000000        2.16461285        0.06116865        1.98617169        0.10813751        0.00913499
       -9.76000000        0.56882747        0.02807132        0.51493218        0.02303210        0.00279187
       -9.75000000        1.24519170        0.03201993        1.16044332        0.04753169        0.00519676
       -9.74000000        0.07468977        0.00294562        0.06888162        0.00264255        0.00021998
       -9.73000000        0.37931623        0.01084137        0.35493759        0.01252835        0.00100892
       -9.72000000        0.83174813        0.01574154        0.78686771        0.02710043        0.00203845
       -9.71000000        3.02487326        0.02668753        2.89325622        0.09875231        0.00617719
       -9.70000000        1.71610802        0.02391305        1.63066971        0.05689423        0.00463103
       -9.69000000        0.75407756        0.01465774        0.71091916        0.02573280        0.00276786
       -9.68000000        0.55424022        0.01332673        0.51954471        0.01899963        0.00236915
       -9.67000000        1.08506228        0.02852930        1.01328662        0.03760777        0.00563859
       -9.66000000        1.22006204        0.04230789        1.13584153        0.03687430        0.00503832
       -9.65000000        0.83387727        0.02931565        0.77558110        0.02563200        0.00334851
       -9.64000000        0.55857196        0.01940833        0.51808413        0.01858137        0.00249813
       -9.63000000        1.03513312        0.02949380        0.94409051        0.05657181        0.00497701
       -9.62000000        0.45301136        0.01555296        0.41673052        0.01811980        0.00260808
       -9.61000000        1.10579456        0.04076187        1.01640507        0.04270910        0.00591852
       -9.60000000        0.23879668        0.00659255        0.22110819        0.00946165        0.00163429
       -9.59000000        0.21452052        0.00535414        0.19960753        0.00802086        0.00153800
       -9.58000000        0.25943507        0.00537299        0.24213369        0.00978626        0.00214213
       -9.57000000        0.78900773        0.01486609        0.72851748        0.03812944        0.00749472
       -9.56000000        1.20989076        0.02352655        1.13840873        0.04109661        0.00685887
       -9.55000000        0.83172980        0.01267663        0.78763617        0.02648751        0.00492948
       -9.54000000        1.00053647        0.02450916        0.92522647        0.04287302        0.00792782
       -9.53000000        0.74392957        0.01327095        0.69627968        0.02860495        0.00577399
       -9.52000000        1.91861377        0.06885730        1.72639543        0.10029495        0.02306609
       -9.51000000        0.75421309        0.01470984        0.70058494        0.03254198        0.00637633
       -9.50000000        0.80817220        0.01391727        0.74866463        0.03897805        0.00661225
       -9.49000000        0.72927762        0.01281417        0.67538432        0.03499215        0.00608698
       -9.48000000        0.65010987        0.01182797        0.60172250        0.03106583        0.00549358
       -9.47000000        0.57066895        0.01095867        0.52767915        0.02719909        0.00483204
       -9.46000000        0.50344084        0.01021048        0.46507325        0.02383966        0.00431745
       -9.45000000        0.91985218        0.01107773        0.86387098        0.03500434        0.00989912
       -9.44000000        0.56879567        0.00979589        0.52990896        0.02349791        0.00559291
       -9.43000000        0.46753697        0.00951332        0.43369213        0.01983835        0.00449316
       -9.42000000        0.38759984        0.00951388        0.35757977        0.01689960        0.00360660
       -9.41000000        0.47059358        0.01708604        0.42944479        0.01981447        0.00424828
       -9.40000000        0.46070257        0.01570053        0.41961161        0.02139282        0.00399761
       -9.39000000        0.46188008        0.01269501        0.42084646        0.02485758        0.00348103
       -9.38000000        0.50905050        0.00998750        0.46128835        0.03355304        0.00422161
       -9.37000000        0.73720665        0.01735042        0.67107152        0.04258048        0.00620422
       -9.36000000        0.82589858        0.01694138        0.75291669        0.04764825        0.00839226
       -9.35000000        0.88531378        0.01544136        0.80720777        0.05154085        0.01112380
       -9.34000000        0.47338162        0.01078621        0.43482023        0.02384388        0.00393130
       -9.33000000        0.55382847        0.01249910        0.51101664        0.02599309        0.00431964
       -9.32000000        0.84027391        0.01764927        0.77283392        0.04231966        0.00747105
       -9.31000000        1.31143385        0.02315292        1.23013118        0.04906182        0.00908792
       -9.30000000        1.52361684        0.02657376        1.42399976        0.06049809        0.01254523
       -9.29000000        1.31644228        0.02180252        1.20987460        0.07118940        0.01357576
       -9.28000000        0.64189274        0.00985481        0.60142835        0.02367606        0.00693352
       -9.27000000        0.83843404        0.01496241        0.78054452        0.03424202        0.00868508
       -9.26000000        0.95823591        0.01618440        0.88596777        0.04400950        0.01207423
       -9.25000000        1.43034750        0.03286277        1.30903871        0.07087175        0.01757427
       -9.24000000        1.59789384        0.02147454        1.48758762        0.06974527        0.01908642
       -9.23000000        0.05275310        0.00017878        0.05010201        0.00180765        0.00066465
       -9.22000000        0.05263613        0.00016085        0.04984958        0.00186613        0.00075957
       -9.21000000        1.53989732        0.02478166        1.44859939        0.05075320        0.01576306
       -9.20000000        0.01805838        0.00020493        0.01736732        0.00038992        0.00009621
       -9.19000000        0.04112373        0.00046908        0.03947595        0.00092634        0.00025236
       -9.18000000        0.06256592        0.00071428        0.05993757        0.00147546        0.00043862
       -9.17000000        0.08238493        0.00094052        0.07875217        0.00203726        0.00065499
       -9.16000000        0.10058078        0.00114780        0.09591976        0.00261176        0.00090146
       -9.15000000        0.11715345        0.00133612        0.11144033        0.00319895        0.00117805
       -9.14000000        0.35103259        0.00276995        0.33107158        0.01172346        0.00546760
       -9.13000000        0.63519201        0.00719302        0.59593502        0.02302916        0.00903481
       -9.12000000        0.42374674        0.00466585        0.39785977        0.01449353        0.00672759
       -9.11000000        0.26733808        0.00375200        0.25181198        0.00904308        0.00273103
       -9.10000000        1.52940253        0.02100113        1.45847410        0.03881543        0.01111186
       -9.09000000        0.37291820        0.00581245        0.35170337        0.01207631        0.00332608
       -9.08000000        0.38167077        0.00612972        0.35970514        0.01244118        0.00339473
       -9.07000000        0.39238182        0.00635400        0.36926329        0.01323175        0.00353278
       -9.06000000        0.40568832        0.00659716        0.38085867        0.01452885        0.00370364
       -9.05000000        0.42151150        0.00685921        0.39441687        0.01632902        0.00390640
       -9.04000000        0.43985135        0.00714015        0.40993790        0.01863226        0.00414105
