#  aims_uuid : FEE633DF-569B-4468-A6BF-F5BC4890AA15                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        1.02985643        0.03794453        0.15707503        0.82202739        0.01081545        0.00199404
       -9.98998999        1.42051173        0.05093619        0.22043424        1.13016968        0.01628865        0.00268297
       -9.97997998        2.18581028        0.07711962        0.35738113        1.71946025        0.02882113        0.00302816
       -9.96996997        2.44992032        0.09098682        0.35645786        1.96087613        0.03776684        0.00383268
       -9.95995996        2.14911248        0.13346635        0.37049274        1.61196007        0.02925510        0.00393822
       -9.94994995        2.05893115        0.14927888        0.35860969        1.51492293        0.03218275        0.00393690
       -9.93993994        1.63827358        0.15163417        0.31728362        1.14051822        0.02556549        0.00327209
       -9.92992993        1.82389150        0.20762354        0.41856527        1.16606241        0.02764657        0.00399372
       -9.91991992        1.85291589        0.22402193        0.42002904        1.17562108        0.02931336        0.00393048
       -9.90990991        1.06217794        0.12446639        0.24987074        0.66935617        0.01613802        0.00234662
       -9.89989990        0.39580574        0.05728604        0.09692745        0.23466400        0.00591475        0.00101349
       -9.88988989        0.77076064        0.15966138        0.21694864        0.37916589        0.01277511        0.00220962
       -9.87987988        2.30729384        0.42522905        0.39421079        1.44634312        0.03618467        0.00532621
       -9.86986987        1.72550296        0.39271954        0.30996733        0.99306480        0.02566090        0.00409039
       -9.85985986        1.10982071        0.26788833        0.22319316        0.59795771        0.01811170        0.00266981
       -9.84984985        0.68269751        0.16629495        0.13981454        0.36364886        0.01124372        0.00169544
       -9.83983984        0.59722725        0.11666179        0.12034680        0.34832686        0.01044282        0.00144898
       -9.82982983        0.87243135        0.13710967        0.16882128        0.54868318        0.01575318        0.00206404
       -9.81981982        1.07525431        0.16477447        0.19071255        0.69886514        0.01833804        0.00256410
       -9.80980981        1.32963102        0.21158329        0.21084240        0.88345199        0.02051587        0.00323747
       -9.79979980        1.63616932        0.27850791        0.22827411        1.10305040        0.02225449        0.00408241
       -9.78978979        1.38526655        0.25350874        0.27212062        0.82937192        0.02689259        0.00337267
       -9.77977978        1.76526016        0.19292526        0.26531301        1.26626693        0.03716307        0.00359188
       -9.76976977        0.63164974        0.10161870        0.10452110        0.40981286        0.01438227        0.00131480
       -9.75975976        0.40036685        0.06154572        0.06542097        0.26294652        0.00965354        0.00080009
       -9.74974975        0.30823005        0.03768010        0.04438754        0.21760538        0.00801752        0.00053950
       -9.73973974        0.57625482        0.07582021        0.04724091        0.44193669        0.01009912        0.00115790
       -9.72972973        1.01805162        0.13780276        0.07765845        0.78308141        0.01740382        0.00210517
       -9.71971972        1.08939018        0.13315717        0.09091976        0.84090992        0.02227696        0.00212638
       -9.70970971        1.11555101        0.12146444        0.10785853        0.85662268        0.02756116        0.00204418
       -9.69969970        1.13720286        0.10723825        0.13114311        0.86299733        0.03388278        0.00194139
