            x                  y 
        -10.00000000         85.55044885
         -9.97995992        104.12281299
         -9.95991984         71.66834954
         -9.93987976         25.79271789
         -9.91983968         26.60955545
         -9.89979960         40.96276226
         -9.87975952          6.81599006
         -9.85971944         11.38346301
         -9.83967936         23.33820462
         -9.81963928          2.51434925
         -9.79959920          2.15833471
         -9.77955912         46.12554826
         -9.75951904         74.56054221
         -9.73947896         25.54671287
         -9.71943888          1.31180936
         -9.69939880          0.05049481
         -9.67935872          5.63634572
         -9.65931864         25.43584504
         -9.63927856          7.37481705
         -9.61923848         19.63283217
         -9.59919840         26.80535037
         -9.57915832         31.93616853
         -9.55911824         28.16860497
         -9.53907816          4.63191485
         -9.51903808          0.03010124
         -9.49899800          0.02276480
         -9.47895792          3.98606896
         -9.45891784         24.95093253
         -9.43887776          8.39227222
         -9.41883768          5.59084129
         -9.39879760         39.19170921
         -9.37875752         66.44753984
         -9.35871743         19.49431648
         -9.33867735          0.46153542
         -9.31863727          5.86965014
         -9.29859719         13.43551887
         -9.27855711         14.81682129
         -9.25851703         16.84798442
         -9.23847695         29.56559711
         -9.21843687        118.36660962
         -9.19839679        234.70117189
         -9.17835671        181.05599210
         -9.15831663        187.32704312
         -9.13827655        222.59630537
         -9.11823647        131.13210027
         -9.09819639        104.01035572
         -9.07815631        165.55095823
         -9.05811623        187.70512690
         -9.03807615        125.67503550
         -9.01803607         56.84800391
         -8.99799599         61.78271087
         -8.97795591        112.64193292
         -8.95791583        115.44195488
         -8.93787575         83.35180927
         -8.91783567         40.14763022
         -8.89779559         23.99792239
         -8.87775551         13.09535070
         -8.85771543         28.63623428
         -8.83767535         42.38072807
         -8.81763527          3.23698082
         -8.79759519          0.59643252
         -8.77755511         15.33535283
         -8.75751503         53.05829747
         -8.73747495        109.19855298
         -8.71743487         66.58685520
         -8.69739479         15.65903050
         -8.67735471          1.54101632
         -8.65731463          0.04923168
         -8.63727455          5.65794545
         -8.61723447         36.29966737
         -8.59719439         59.08101111
         -8.57715431         42.48955038
         -8.55711423        105.40048862
         -8.53707415         91.57464135
         -8.51703407         41.58312837
         -8.49699399         71.87916736
         -8.47695391         80.98563004
         -8.45691383        162.93721187
         -8.43687375        141.72924968
         -8.41683367         47.60639409
         -8.39679359         95.10887238
         -8.37675351        129.94086692
         -8.35671343        121.58298556
         -8.33667335         96.27341291
         -8.31663327         75.39587642
         -8.29659319         35.82074834
         -8.27655311         54.07212750
         -8.25651303         53.24592091
         -8.23647295         36.52555533
         -8.21643287         99.14585443
         -8.19639279         85.84861629
         -8.17635271         70.08755664
         -8.15631263         63.31399371
         -8.13627255         58.60584119
         -8.11623246        115.06836231
         -8.09619238         76.73723290
         -8.07615230         57.90176975
         -8.05611222         82.58579066
         -8.03607214        110.72192153
         -8.01603206         78.78815798
         -7.99599198         43.73606164
         -7.97595190         75.36833409
         -7.95591182         38.55269557
         -7.93587174         43.92985902
         -7.91583166         52.45011390
         -7.89579158         41.67967108
         -7.87575150         17.65156182
         -7.85571142         53.21713338
         -7.83567134         66.29326347
         -7.81563126         21.96392723
         -7.79559118         20.82257745
         -7.77555110         18.66151959
         -7.75551102         37.58889305
         -7.73547094         49.10929370
         -7.71543086         42.60312150
         -7.69539078         46.57755495
         -7.67535070         22.91613432
         -7.65531062         49.41545397
         -7.63527054         11.42364099
         -7.61523046         20.72942273
         -7.59519038         51.68250666
         -7.57515030         27.47888334
         -7.55511022         13.64450921
         -7.53507014         24.55737679
         -7.51503006         67.82711874
         -7.49498998         98.05791048
         -7.47494990         73.29906436
         -7.45490982        111.63545827
         -7.43486974         78.25155127
         -7.41482966         74.24256100
         -7.39478958         40.76837255
         -7.37474950         20.23351755
         -7.35470942         64.55873788
         -7.33466934        106.78206395
         -7.31462926        140.25635252
         -7.29458918        138.14630020
         -7.27454910        103.41373057
         -7.25450902        196.68047892
         -7.23446894        118.64546949
         -7.21442886         45.74366508
         -7.19438878         54.30264431
         -7.17434870        119.12385683
         -7.15430862        128.16850568
         -7.13426854         93.74571850
         -7.11422846         86.26851235
         -7.09418838         28.50088001
         -7.07414830         53.95937577
         -7.05410822        101.44706308
         -7.03406814         51.71064257
         -7.01402806         89.27953855
         -6.99398798        128.28066318
         -6.97394790         65.17076032
         -6.95390782        101.79716747
         -6.93386774         92.55118834
         -6.91382766        103.97868039
         -6.89378758        149.53998244
         -6.87374749         99.46615597
         -6.85370741         66.66199922
         -6.83366733        125.08680078
         -6.81362725        111.13162353
         -6.79358717         45.86768860
         -6.77354709         19.94831707
         -6.75350701         21.64056646
         -6.73346693         25.46566804
         -6.71342685         51.29853628
         -6.69338677         28.55994615
         -6.67334669         12.24387536
         -6.65330661         48.53450237
         -6.63326653         79.48120580
         -6.61322645         89.23318699
         -6.59318637         81.05377843
         -6.57314629         67.82951384
         -6.55310621         68.20497271
         -6.53306613         49.50826531
         -6.51302605         74.04457771
         -6.49298597         41.45514557
         -6.47294589         21.48567647
         -6.45290581         24.34545492
         -6.43286573         69.15705358
         -6.41282565         81.88766573
         -6.39278557         67.19145640
         -6.37274549         61.53917869
         -6.35270541        133.58295607
         -6.33266533         76.71749804
         -6.31262525         75.95891905
         -6.29258517         47.01936107
         -6.27254509         42.82077401
