#  aims_uuid : E8356939-EC9E-469C-AB06-1D729543CF2A                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.33729710        0.01252469        0.31321357        0.00999008        0.00156876
       -9.98998999        0.45868401        0.01612135        0.42712884        0.01341900        0.00201482
       -9.97997998        0.53054027        0.01956747        0.49275832        0.01589147        0.00232301
       -9.96996997        0.47433423        0.01570074        0.44335659        0.01326194        0.00201496
       -9.95995996        0.44831567        0.01296696        0.42208595        0.01142436        0.00183840
       -9.94994995        0.56198239        0.01758357        0.52798437        0.01411653        0.00229793
       -9.93993994        0.57782560        0.02053219        0.54181343        0.01334115        0.00213882
       -9.92992993        0.78582449        0.02804628        0.73717059        0.01779295        0.00281467
       -9.91991992        0.67085374        0.02326456        0.62977913        0.01538552        0.00242453
       -9.90990991        0.67113434        0.01867156        0.63717232        0.01299875        0.00229172
       -9.89989990        0.82360563        0.02106697        0.78479913        0.01501752        0.00272201
       -9.88988989        0.42667030        0.01218016        0.40340479        0.00960490        0.00148045
       -9.87987988        0.43815454        0.01208263        0.41457917        0.00993656        0.00155618
       -9.86986987        0.44171741        0.01158079        0.41844020        0.01007637        0.00162005
       -9.85985986        0.43735892        0.01067465        0.41498788        0.01002434        0.00167205
       -9.84984985        0.33664829        0.00915714        0.31853365        0.00767569        0.00128182
       -9.83983984        0.28911175        0.00880323        0.27259661        0.00661004        0.00110187
       -9.82982983        0.24258939        0.00828455        0.22781049        0.00556879        0.00092556
       -9.81981982        0.48127661        0.04170332        0.42325424        0.01445493        0.00186413
       -9.80980981        0.45108568        0.04253378        0.39323446        0.01359856        0.00171888
       -9.79979980        0.42116202        0.04287284        0.36400259        0.01271283        0.00157375
       -9.78978979        0.39682454        0.04277818        0.34069928        0.01189866        0.00144842
       -9.77977978        0.56117320        0.06449926        0.47811019        0.01644424        0.00211951
       -9.76976977        0.83889233        0.09624050        0.71526131        0.02422660        0.00316392
       -9.75975976        1.02794292        0.10749270        0.88819754        0.02853825        0.00371443
       -9.74974975        1.23129102        0.08514446        1.11345249        0.02906248        0.00363160
       -9.73973974        0.70489241        0.04775148        0.63531035        0.01961193        0.00221866
       -9.72972973        0.22730713        0.01768466        0.20323535        0.00560583        0.00078129
       -9.71971972        0.18611851        0.01527957        0.16535033        0.00483318        0.00065543
       -9.70970971        0.14517197        0.01249556        0.12816710        0.00398301        0.00052630
       -9.69969970        0.68553625        0.05250564        0.60583239        0.02458692        0.00261130
       -9.68968969        0.77165291        0.06041419        0.68014529        0.02807231        0.00302113
       -9.67967968        0.71105204        0.05809664        0.62433575        0.02571952        0.00290014
       -9.66966967        0.67462340        0.05742551        0.59050470        0.02387156        0.00282163
       -9.65965966        0.63125068        0.05461363        0.55253179        0.02145742        0.00264784
       -9.64964965        0.41059909        0.03033034        0.36179958        0.01644733        0.00202184
       -9.63963964        0.53582589        0.03532560        0.47461325        0.02301254        0.00287449
       -9.62962963        0.73607279        0.04570846        0.65352397        0.03277860        0.00406176
       -9.61961962        1.00135744        0.06080042        0.88996658        0.04515756        0.00543289
       -9.60960961        1.68518834        0.10321286        1.49934636        0.07407822        0.00855090
       -9.59959960        1.24260002        0.08134620        1.09948034        0.05494141        0.00683207
       -9.58958959        0.72062775        0.04295034        0.64174253        0.03183191        0.00410298
       -9.57957958        0.54953351        0.03121722        0.49063254        0.02448868        0.00319507
       -9.56956957        0.69254891        0.04450768        0.61931668        0.02525700        0.00346754
       -9.55955956        0.94266505        0.06040566        0.84742523        0.03055479        0.00427938
       -9.54954955        1.17453382        0.07164405        1.06260263        0.03538525        0.00490188
       -9.53953954        2.21227220        0.15060406        1.98141471        0.07061582        0.00963761
       -9.52952953        1.59133229        0.09152059        1.44463732        0.04822964        0.00694474
       -9.51951952        0.63258839        0.04826213        0.55644243        0.02454462        0.00333921
       -9.50950951        0.41735228        0.03470254        0.36310637        0.01724849        0.00229487
       -9.49949950        0.51294707        0.04292215        0.44379387        0.02321287        0.00301818
       -9.48948949        0.54808270        0.04726508        0.47155656        0.02598955        0.00327152
       -9.47947948        0.68548603        0.05894175        0.58941748        0.03300580        0.00412101
       -9.46946947        0.87064685        0.07360013        0.75113664        0.04063140        0.00527868
       -9.45945946        1.69867084        0.12496587        1.48481885        0.07922118        0.00966494
       -9.44944945        2.07850239        0.16490580        1.80840799        0.09305682        0.01213179
       -9.43943944        2.03064475        0.17963168        1.74964986        0.08823676        0.01312644
       -9.42942943        2.99404267        0.25019786        2.57568649        0.14543809        0.02272024
       -9.41941942        0.80857760        0.06726840        0.69890255        0.03670339        0.00570325
       -9.40940941        0.28716574        0.02142595        0.24977024        0.01378347        0.00218607
       -9.39939940        0.33582475        0.02591097        0.29117511        0.01619965        0.00253902
       -9.38938939        0.65312717        0.05657190        0.55905779        0.03245593        0.00504154
       -9.37937938        0.47132787        0.03701005        0.40386067        0.02696781        0.00348934
       -9.36936937        1.83471247        0.10050808        1.62751599        0.09413119        0.01255722
       -9.35935936        1.34045945        0.07918873        1.19233393        0.06101039        0.00792640
