#  aims_uuid : 19D5C4FC-0097-4009-A916-1454C899516E                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000        0.59704298        0.00768240        0.56971238        0.01771711        0.00193109
       -9.99000000        1.06013506        0.02601459        0.98014868        0.05053137        0.00344043
       -9.98000000        1.52654744        0.03310049        1.40659759        0.08154394        0.00530542
       -9.97000000        0.39674411        0.00680849        0.36896573        0.01942826        0.00154163
       -9.96000000        0.40897736        0.00861490        0.38150367        0.01728097        0.00157782
       -9.95000000        0.42638182        0.01006107        0.39956242        0.01513392        0.00162442
       -9.94000000        0.44895749        0.01114699        0.42314198        0.01298711        0.00168142
       -9.93000000        0.47670436        0.01187266        0.45224234        0.01084053        0.00174882
       -9.92000000        6.51345176        0.13711922        6.26544908        0.08725553        0.02362793
       -9.91000000        0.17672380        0.00438987        0.16762353        0.00408789        0.00062250
       -9.90000000        0.17225220        0.00381929        0.16420219        0.00365338        0.00057734
       -9.89000000        0.18679695        0.00395055        0.17876183        0.00347457        0.00061000
       -9.88000000        0.20063986        0.00409591        0.19257998        0.00332162        0.00064234
       -9.87000000        0.21378092        0.00425538        0.20565664        0.00319455        0.00067436
       -9.86000000        0.22622015        0.00442895        0.21799182        0.00309333        0.00070605
       -9.85000000        0.23795754        0.00461662        0.22958551        0.00301799        0.00073742
       -9.84000000        0.24899309        0.00481839        0.24043771        0.00296851        0.00076848
       -9.83000000        0.25932680        0.00503427        0.25054843        0.00294490        0.00079920
       -9.82000000        0.26895867        0.00526424        0.25991766        0.00294716        0.00082961
       -9.81000000        0.27788870        0.00550832        0.26854541        0.00297528        0.00085970
       -9.80000000        0.28611690        0.00576650        0.27643167        0.00302927        0.00088946
       -9.79000000        0.41205312        0.00795640        0.39746492        0.00525866        0.00137314
       -9.78000000        0.45920374        0.00887948        0.44263069        0.00613232        0.00156125
       -9.77000000        0.50530737        0.00977485        0.48671884        0.00706127        0.00175242
       -9.76000000        0.55036401        0.01064252        0.52972935        0.00804550        0.00194664
       -9.75000000        0.32422412        0.00503951        0.31181849        0.00607251        0.00129362
       -9.74000000        0.36395910        0.00545755        0.34997901        0.00704815        0.00147439
       -9.73000000        0.40308556        0.00582126        0.38754733        0.00805884        0.00165813
       -9.72000000        0.44160348        0.00613063        0.42452345        0.00910459        0.00184482
       -9.71000000        0.47951288        0.00638565        0.46090736        0.01018539        0.00203448
       -9.70000000        0.24357001        0.00382218        0.23390160        0.00486005        0.00098618
