# Tetrahedron method
        4.4655357405        1.0962908988
        4.4996238005        1.0936564713
        4.5337118604        0.0000000000
        4.5677999204        0.0000000000
        4.6018879803        0.0000000000
        4.6359760402        0.0000000000
        4.6700641002        0.0000000000
        4.7041521601        1.1773978887
        4.7382402200        1.1810701122
        4.7723282800        1.1844820966
        4.8064163399        1.1876520819
        4.8405043998        1.2356507772
        4.8745924598        1.2389218134
        4.9086805197        1.2417398207
        4.9427685796        1.2441260917
        4.9768566396        1.2933086907
        5.0109446995        1.2958767490
        5.0450327594        1.2979150881
        5.0791208194        1.2994488455
        5.1132088793        1.3005031588
        5.1472969393        1.3519391859
        5.1813849992        1.3530885208
        5.2154730591        1.3536565796
        5.2495611191        1.3536734037
        5.2836491790        1.4071069727
        5.3177372389        1.4071537335
        5.3518252989        1.4065323963
        5.3859133588        1.4616253533
        5.4200014187        1.4610466875
        5.4540894787        1.4596565109
        5.4881775386        1.4574995400
        5.5222655985        1.5153530557
        5.5563536585        1.5129707211
        5.5904417184        1.5096549363
        5.6245297783        1.5699896205
        5.6586178383        1.5662616139
        5.6927058982        1.5613930824
        5.7267939582        1.5554550670
        5.7608820181        1.6190440933
        5.7949700780        1.6120235436
        5.8290581380        1.6036960179
        5.8631461979        1.6703198813
        5.8972342578        1.6602352509
        5.9313223178        1.6485500135
        5.9654103777        1.7181198059
        5.9994984376        1.7035721681
        6.0335864976        1.7771683919
        6.0676745575        1.7586134143
        6.1017626174        1.8367819013
        6.1358506774        1.8123359134
        6.1699387373        1.7843327784
        6.2040267972        1.8617789607
        6.2381148572        1.8233381141
        6.2722029171        1.9002389734
        6.3062909770        1.9860464186
        6.3403790370        1.9119085688
        6.3744670969        1.9786653086
        6.4085551569        2.0359365659
        6.4426432168        2.0469569946
        6.4767312767        1.8392519256
        6.5108193367        0.0000000000
        6.5449073966        0.0000000000
        6.5789954565        0.0000000000
        6.6130835165        0.0000000000
        6.6471715764        0.0000000000
        6.6812596363        0.0000000000
        6.7153476963        0.0000000000
        6.7494357562        0.0000000000
        6.7835238161        0.0000000000
        6.8176118761        0.0000000000
