# Tetrahedron method
       -0.0000001110        0.0000000000
        0.0340879490        0.0083947029
        0.0681760089        0.0157716660
        0.1022640688        0.0230212144
        0.1363521288        0.0301619870
        0.1704401887        0.0372126224
        0.2045282486        0.0441917594
        0.2386163086        0.0878427704
        0.2727043685        0.0947796343
        0.3067924284        0.1015160674
        0.3408804884        0.1081135751
        0.3749685483        0.1146336633
        0.4090566083        0.1211378375
        0.4431446682        0.1276876034
        0.4772327281        0.1686341884
        0.5113207881        0.1750072116
        0.5454088480        0.1812810326
        0.5794969079        0.1874575243
        0.6135849679        0.1935385595
        0.6476730278        0.1995260112
        0.6817610877        0.2385010251
        0.7158491477        0.2445728307
        0.7499372076        0.2505349640
        0.7840252675        0.2563846122
        0.8181133275        0.2621189627
        0.8522013874        0.2677352029
        0.8862894473        0.2732305201
        0.9203775073        0.3108015678
        0.9544655672        0.3164804689
        0.9885536272        0.3220415902
        1.0226416871        0.3274812173
        1.0567297470        0.3327956357
        1.0908178070        0.3379811308
        1.1249058669        0.3430339883
        1.1589939268        0.3795111177
        1.1930819868        0.3848090443
        1.2271700467        0.3899824796
        1.2612581066        0.3950273650
        1.2953461666        0.3999396417
        1.3294342265        0.4047152508
        1.3635222864        0.4399259047
        1.3976103464        0.4449759223
        1.4316984063        0.4498992447
        1.4657864662        0.4546915915
        1.4998745262        0.4593486824
        1.5339625861        0.4638662372
        1.5680506461        0.4682399756
        1.6021387060        0.5027751494
        1.6362267659        0.5074563039
        1.6703148259        0.5120040559
        1.7044028858        0.5164139263
        1.7384909457        0.5206814366
        1.7725790057        0.5248021077
        1.8066670656        0.5583985156
        1.8407551255        0.5628391398
        1.8748431855        0.5671435236
        1.9089312454        0.5713069801
        1.9430193053        0.5753248225
        1.9771073653        0.5791923636
        2.0111954252        0.6120037308
        2.0452834851        0.6161998614
        2.0793715451        0.6202562550
        2.1134596050        0.6241679923
        2.1475476650        0.6279301542
        2.1816357249        0.6315378213
        2.2157237848        0.6349860744
        2.2498118448        0.6676596090
        2.2838999047        0.6714576641
        2.3179879646        0.6751064419
        2.3520760246        0.6786007572
        2.3861640845        0.6819354249
        2.4202521444        0.6851052599
        2.4543402044        0.7173084564
        2.4884282643        0.7208317150
        2.5225163242        0.7241999765
        2.5566043842        0.7274077486
        2.5906924441        0.7304495389
        2.6247805040        0.7333198550
        2.6588685640        0.7652030488
        2.6929566239        0.7684281070
        2.7270446838        0.7714911187
        2.7611327438        0.7743862346
        2.7952208037        0.7771076056
        2.8293088637        0.7796493827
        2.8633969236        0.8113617227
        2.8974849835        0.8142568955
        2.9315730435        0.8169813655
        2.9656611034        0.8195288684
        2.9997491633        0.8218931394
        3.0338372233        0.8240679139
        3.0679252832        0.8557563732
        3.1020133431        0.8582797218
        3.1361014031        0.8606217632
        3.1701894630        0.8627757475
        3.2042775229        0.8647349248
        3.2383655829        0.8664925452
        3.2724536428        0.8982996651
        3.3065417027        0.9003961373
        3.3406297627        0.9022983193
        3.3747178226        0.9039988925
        3.4088058826        0.9054905384
        3.4428939425        0.9370255818
        3.4769820024        0.9388250346
        3.5110700624        0.9404222788
        3.5451581223        0.9418093268
        3.5792461822        0.9429781913
        3.6133342422        0.9439208847
        3.6474223021        0.9758316573
        3.6815103620        0.9770546583
        3.7155984220        0.9780567270
        3.7496864819        0.9788290860
        3.7837745418        0.9793629573
        3.8178626018        1.0112685080
        3.8519506617        1.0120241316
        3.8860387216        1.0125455348
        3.9201267816        1.0128230014
        3.9542148415        1.0128468154
        3.9883029015        1.0126072606
        4.0223909614        1.0450390498
        4.0564790213        1.0449457890
        4.0905670813        1.0445914611
        4.1246551412        1.0439652289
        4.1587432011        1.0430562554
        4.1928312611        1.0756064228
        4.2269193210        1.0746975690
        4.2610073809        1.0735102661
        4.2950954409        1.0720323289
        4.3291835008        1.0702515721
        4.3632715607        1.1028703417
        4.3973596207        1.1008840153
        4.4314476806        1.0986954739
