#  aims_uuid : A95675A7-7FBB-4E21-AB4D-34EC62766B57                                
#  angular momentum projected density of states for species Mo as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        0.42364672        0.00396635        0.07165458        0.34615304        0.00175184        0.00012091
       -9.98998999        0.52475803        0.00268738        0.09706128        0.42297879        0.00192213        0.00010844
       -9.97997998        2.04088261        0.03176205        0.34793446        1.64998739        0.01026186        0.00093685
       -9.96996997        0.93796818        0.05244226        0.10207042        0.77539726        0.00767732        0.00038091
       -9.95995996        1.15629557        0.03103006        0.14617710        0.96957805        0.00870124        0.00080913
       -9.94994995        2.21188404        0.03832924        0.31254377        1.84785493        0.01232183        0.00083427
       -9.93993994        0.75319438        0.01584775        0.11450418        0.61792441        0.00464757        0.00027045
       -9.92992993        0.71590913        0.02870242        0.10567227        0.57600860        0.00529928        0.00022656
       -9.91991992        1.31303268        0.11936478        0.14929888        1.02870475        0.01527101        0.00039326
       -9.90990991        1.26496265        0.06772226        0.17825112        1.00466714        0.01350744        0.00081470
       -9.89989990        0.56071520        0.01122060        0.07331974        0.46931522        0.00657079        0.00028884
       -9.88988989        0.24538823        0.01505984        0.04358218        0.18402023        0.00263520        0.00009078
       -9.87987988        0.30055200        0.01621559        0.05176409        0.22976248        0.00268273        0.00012710
       -9.86986987        0.16614287        0.01194114        0.02564918        0.12696751        0.00148603        0.00009901
       -9.85985986        0.15519220        0.01245966        0.02210680        0.11921523        0.00130064        0.00010987
       -9.84984985        0.14324153        0.01279733        0.01858819        0.11061129        0.00112668        0.00011804
       -9.83983984        0.14872076        0.01778000        0.01550985        0.11425719        0.00101383        0.00015989
       -9.82982983        0.38792152        0.03063978        0.05635205        0.29531455        0.00529720        0.00031793
       -9.81981982        0.40634138        0.03786280        0.04401195        0.31942610        0.00463274        0.00040779
       -9.80980981        0.13614690        0.00040929        0.02189903        0.11112067        0.00266416        0.00005375
       -9.79979980        0.13565944        0.00051619        0.01996169        0.11249909        0.00262506        0.00005741
       -9.78978979        0.22055415        0.00241437        0.02866248        0.18466261        0.00469024        0.00012444
       -9.77977978        0.22447372        0.00225914        0.02831586        0.18909653        0.00468159        0.00012061
       -9.76976977        0.33840824        0.00433792        0.04240021        0.28391501        0.00757849        0.00017661
       -9.75975976        0.49922992        0.00572599        0.06056317        0.42230598        0.01038823        0.00024654
       -9.74974975        0.14539658        0.00373358        0.01849801        0.11972248        0.00337659        0.00006592
       -9.73973974        0.16620635        0.00380594        0.02120009        0.13723697        0.00389426        0.00006908
       -9.72972973        0.21880499        0.00374008        0.02818019        0.18211321        0.00468747        0.00008403
       -9.71971972        0.25571878        0.00353606        0.03268283        0.21402214        0.00538402        0.00009372
       -9.70970971        0.29335546        0.00319405        0.03716645        0.24676794        0.00612306        0.00010396
       -9.69969970        0.12917803        0.00238638        0.01446645        0.10857766        0.00368071        0.00006681
       -9.68968969        0.15085936        0.00225384        0.01626728        0.12782392        0.00443494        0.00007938
       -9.67967968        0.17262223        0.00206194        0.01791501        0.14730272        0.00525003        0.00009254
       -9.66966967        0.19446665        0.00181066        0.01940965        0.16701407        0.00612598        0.00010629
       -9.65965966        0.13986033        0.00104563        0.00991944        0.12557046        0.00325369        0.00007111
       -9.64964965        0.14577391        0.00081449        0.00924137        0.13238186        0.00326371        0.00007247
       -9.63963964        0.15256737        0.00061876        0.00909336        0.13949387        0.00328810        0.00007328
       -9.62962963        0.16024070        0.00045844        0.00947542        0.14690648        0.00332683        0.00007353
       -9.61961962        0.16879391        0.00033352        0.01038755        0.15461969        0.00337993        0.00007322
       -9.60960961        0.45301770        0.00110356        0.02719288        0.41509045        0.00943937        0.00019144
       -9.59959960        0.28837052        0.00067367        0.01674815        0.26471649        0.00610887        0.00012333
