#  aims_uuid : AF712275-4C0E-435B-AEA8-2E0FA7A4E086                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.498133 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.50186654        0.95006368        0.07604897        0.81555075        0.05210021        0.00563403        0.00072972
       -4.49185653        0.30517821        0.03220528        0.25545729        0.01559822        0.00179185        0.00012557
       -4.48184652        0.81791068        0.09197929        0.69656337        0.02512703        0.00391509        0.00032590
       -4.47183651        0.40118576        0.03664043        0.34762592        0.01448340        0.00216580        0.00027020
       -4.46182650        0.49421042        0.04417751        0.42443602        0.02196372        0.00324154        0.00039164
       -4.45181649        0.41880626        0.03640314        0.36238344        0.01697652        0.00268272        0.00036044
       -4.44180648        0.42773625        0.03384599        0.37307224        0.01748959        0.00289403        0.00043439
       -4.43179647        0.44366589        0.03083433        0.39109175        0.01806022        0.00314999        0.00052960
       -4.42178646        0.45985144        0.02690718        0.41075187        0.01819637        0.00336583        0.00063019
       -4.41177645        0.52558125        0.02422840        0.47333819        0.02298277        0.00422130        0.00081059
       -4.40176644        0.29384110        0.02008709        0.25352569        0.01722866        0.00264896        0.00035070
       -4.39175643        0.35183036        0.02083547        0.30838667        0.01909596        0.00306935        0.00044291
       -4.38174642        0.41293481        0.02083834        0.36781052        0.02030340        0.00344121        0.00054134
       -4.37173641        0.47715446        0.02009572        0.43179725        0.02085096        0.00376455        0.00064598
       -4.36172640        0.54448931        0.01860760        0.50034685        0.02073866        0.00403936        0.00075683
       -4.35171639        0.51006428        0.02110257        0.46466809        0.02050647        0.00315463        0.00063252
       -4.34170638        0.53965808        0.02623282        0.48008496        0.02817706        0.00445292        0.00071032
       -4.33169637        0.59498070        0.03161651        0.52734357        0.03084719        0.00451019        0.00066323
       -4.32168636        0.09953464        0.00398934        0.08679973        0.00761324        0.00102633        0.00010600
       -4.31167635        0.47919919        0.02547733        0.42291484        0.02645847        0.00370172        0.00064682
       -4.30166634        0.24557721        0.01276387        0.21657292        0.01398995        0.00190962        0.00034085
       -4.29165633        0.32141999        0.01770121        0.28079351        0.01984209        0.00271299        0.00037019
       -4.28164632        0.32028922        0.01665682        0.27970180        0.02075733        0.00280682        0.00036644
       -4.27163631        0.31895352        0.01566131        0.27856827        0.02148045        0.00287818        0.00036531
       -4.26162630        0.31741290        0.01471468        0.27739294        0.02201143        0.00292706        0.00036680
       -4.25161629        0.37729838        0.01744853        0.33063006        0.02559006        0.00323072        0.00039901
       -4.24160628        0.38869151        0.01708336        0.34165132        0.02624103        0.00329367        0.00042213
       -4.23159627        0.39948632        0.01662881        0.35245630        0.02662009        0.00332963        0.00045148
       -4.22158626        0.40968281        0.01608490        0.36304501        0.02672724        0.00333858        0.00048707
       -4.21157625        0.49302553        0.02001539        0.43782167        0.03081093        0.00379986        0.00057767
       -4.20156624        0.54926392        0.02029955        0.49099220        0.03317959        0.00409600        0.00069659
       -4.19155623        0.37306021        0.01210071        0.34308043        0.01533774        0.00199420        0.00054713
       -4.18154622        0.32476611        0.01021446        0.30079844        0.01182480        0.00145723        0.00047118
       -4.17153621        0.37733257        0.00959195        0.35329184        0.01224960        0.00158391        0.00061526
       -4.16152620        0.51662826        0.01040362        0.48742348        0.01582936        0.00205133        0.00092046
       -4.15151619        0.20973858        0.00423097        0.19565535        0.00844075        0.00103786        0.00037365
       -4.14150618        0.07300321        0.00171814        0.06614135        0.00451565        0.00050562        0.00012246
       -4.13149617        0.19682430        0.00550389        0.17933644        0.01054082        0.00119185        0.00025130
       -4.12148616        0.18334014        0.00482112        0.16684080        0.01023455        0.00119768        0.00024600
       -4.11147615        0.17953489        0.00427684        0.16326246        0.01044921        0.00128729        0.00025909
       -4.10146614        0.18282713        0.00381280        0.16651820        0.01078623        0.00142157        0.00028834
       -4.09145613        0.22259291        0.00437504        0.20328038        0.01274767        0.00180108        0.00038874
       -4.08144612        0.34576005        0.00695528        0.31483893        0.02054389        0.00281100        0.00061094
