#  aims_uuid : AF712275-4C0E-435B-AEA8-2E0FA7A4E086                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        1.30118970        0.10068173        1.12996435        0.06102977        0.00882035        0.00069350
       -9.98998999        0.38275342        0.03204992        0.33029885        0.01805201        0.00217813        0.00017452
       -9.97997998        0.56125435        0.03625157        0.49877428        0.02288561        0.00264797        0.00069493
       -9.96996997        0.33663154        0.01882197        0.30197054        0.01350880        0.00186680        0.00046344
       -9.95995996        0.43363179        0.02474760        0.38531515        0.02007016        0.00296503        0.00053384
       -9.94994995        0.35990169        0.01843451        0.32195251        0.01677492        0.00234570        0.00039405
       -9.93993994        0.37084410        0.01762378        0.33284098        0.01743704        0.00253295        0.00040934
       -9.92992993        0.38649246        0.01665111        0.34845083        0.01816945        0.00276987        0.00045121
       -9.91991992        0.40434552        0.01528459        0.36725737        0.01834522        0.00295265        0.00050568
       -9.90990991        0.48981930        0.01571721        0.44628527        0.02332218        0.00382568        0.00066897
       -9.89989990        0.25322939        0.01309038        0.21879726        0.01835988        0.00262087        0.00036101
       -9.88988989        0.29850896        0.01421986        0.26048682        0.02033759        0.00301585        0.00044884
       -9.87987988        0.34344466        0.01493682        0.30301140        0.02161161        0.00334454        0.00054030
       -9.86986987        0.38803649        0.01524125        0.34637099        0.02218193        0.00360696        0.00063536
       -9.85985986        0.43228443        0.01513317        0.39056559        0.02204855        0.00380309        0.00073404
       -9.84984985        0.52491317        0.02646348        0.47186421        0.02208759        0.00376161        0.00073628
       -9.83983984        0.64546416        0.03782155        0.56389795        0.03676199        0.00619650        0.00078617
       -9.82982983        0.85193614        0.05485121        0.73832094        0.05013867        0.00786030        0.00076502
       -9.81981982        0.03264445        0.00309453        0.02292957        0.00575171        0.00076395        0.00010468
       -9.80980981        0.40476450        0.02584129        0.35246620        0.02290091        0.00285752        0.00069858
       -9.79979980        0.22448535        0.01258445        0.19791229        0.01202839        0.00158084        0.00037938
       -9.78978979        0.33812703        0.02242064        0.29552790        0.01734429        0.00242462        0.00040957
       -9.77977978        0.33801706        0.02190789        0.29533644        0.01781228        0.00255874        0.00040171
       -9.76976977        0.33442770        0.02116669        0.29210915        0.01810010        0.00265602        0.00039576
       -9.75975976        0.32735897        0.02019704        0.28584604        0.01820773        0.00271644        0.00039173
       -9.74974975        0.36322639        0.02106020        0.31664538        0.02194225        0.00316112        0.00041745
       -9.73973974        0.36081577        0.01993702        0.31494494        0.02228299        0.00322101        0.00042982
       -9.72972973        0.35587319        0.01854907        0.31131536        0.02232535        0.00323523        0.00044818
       -9.71971972        0.34839863        0.01689635        0.30575666        0.02206933        0.00320378        0.00047251
       -9.70970971        0.37507166        0.01704375        0.32870492        0.02503003        0.00373880        0.00055416
       -9.69969970        0.40576093        0.01584839        0.35886850        0.02641513        0.00396896        0.00065995
       -9.68968969        0.33099522        0.00793262        0.30622236        0.01419607        0.00217160        0.00047257
       -9.67967968        0.30265278        0.00742323        0.28124447        0.01175711        0.00179045        0.00043753
       -9.66966967        0.38106540        0.00819880        0.35810594        0.01227633        0.00190829        0.00057604
       -9.65965966        0.56700143        0.01130056        0.53708876        0.01525767        0.00245395        0.00090049
       -9.64964965        0.22820876        0.00482974        0.21507563        0.00677075        0.00114911        0.00038352
       -9.63963964        0.07827129        0.00201412        0.07271695        0.00286995        0.00052501        0.00014525
       -9.62962963        0.25335332        0.00349449        0.23391070        0.01405223        0.00147129        0.00042462
       -9.61961962        0.24765445        0.00351528        0.22889203        0.01341911        0.00141872        0.00040930
       -9.60960961        0.24922124        0.00360379        0.23077122        0.01299489        0.00144038        0.00041096
       -9.59959960        0.25871713        0.00373782        0.24043871        0.01260455        0.00150625        0.00042980
       -9.58958959        0.32146773        0.00487739        0.30055066        0.01363854        0.00185815        0.00054299
       -9.57957958        0.48947961        0.00649613        0.45746012        0.02180087        0.00295791        0.00076459
       -9.56956957        0.48022087        0.00583648        0.45134492        0.01941363        0.00287200        0.00075384
       -9.55955956        0.47382663        0.00623074        0.44406727        0.01998042        0.00286078        0.00068742
       -9.54954955        0.42894489        0.00731333        0.39622379        0.02223039        0.00267028        0.00050710
       -9.53953954        0.49478014        0.00787680        0.45586522        0.02731810        0.00317321        0.00054681
       -9.52952953        0.48569245        0.00876013        0.44625433        0.02679207        0.00334784        0.00053807
       -9.51951952        0.57084330        0.01019213        0.52341411        0.03249717        0.00412500        0.00061489
       -9.50950951        1.43210208        0.02518772        1.29801729        0.09497932        0.01229061        0.00162714
       -9.49949950        0.64157058        0.00807371        0.59060529        0.03734406        0.00472843        0.00081908
       -9.48948949        0.45016883        0.00665237        0.41942247        0.02023927        0.00319875        0.00065598
       -9.47947948        0.91136264        0.03244076        0.83554559        0.03607522        0.00550126        0.00179982
       -9.46946947        1.43683238        0.03800065        1.34106113        0.04753792        0.00779871        0.00243396
       -9.45945946        0.60873412        0.01941728        0.55771336        0.02642409        0.00413964        0.00103976
       -9.44944945        0.29521520        0.00329176        0.27265550        0.01672674        0.00214351        0.00039770
       -9.43943944        0.20272008        0.00212756        0.18667215        0.01214185        0.00150832        0.00027020
       -9.42942943        0.68880617        0.01340741        0.62945291        0.03993228        0.00519262        0.00082095
       -9.41941942        1.30021836        0.01571365        1.22639607        0.05186669        0.00515167        0.00109028
       -9.40940941        1.04363650        0.03048202        0.94903616        0.05563762        0.00675739        0.00172331
       -9.39939940        1.64610675        0.06752846        1.50846650        0.05855364        0.00867642        0.00288172
       -9.38938939        1.13406184        0.03838571        1.04288954        0.04454192        0.00633478        0.00190990
       -9.37937938        1.00203516        0.03389509        0.91910622        0.04144276        0.00576608        0.00182502
       -9.36936937        1.00783554        0.03011510        0.92979072        0.04076438        0.00551315        0.00165219
       -9.35935936        0.91072739        0.02458161        0.83966802        0.03954574        0.00547574        0.00145628
       -9.34934935        1.79927608        0.04630419        1.67119598        0.06528271        0.01252918        0.00396402
       -9.33933934        1.25927143        0.02323640        1.17648815        0.05210480        0.00584113        0.00160094
       -9.32932933        1.82031902        0.02874407        1.69945664        0.08015999        0.00960270        0.00235561
       -9.31931932        1.46380198        0.02701793        1.36210026        0.06368970        0.00890460        0.00208949
       -9.30930931        1.57005073        0.04682599        1.41511195        0.09086095        0.01360493        0.00364691
       -9.29929930        1.44079771        0.03069163        1.32189616        0.07111799        0.01405636        0.00303558
       -9.28928929        1.15094286        0.03222935        1.05070453        0.05052032        0.01459700        0.00289167
       -9.27927928        1.25925484        0.02178812        1.13092116        0.08753502        0.01597795        0.00303259
       -9.26926927        0.73244299        0.00881096        0.67902991        0.03860101        0.00476683        0.00123428
       -9.25925926        1.90875380        0.01688290        1.81532390        0.06617328        0.00805630        0.00231742
       -9.24924925        0.96505572        0.01609283        0.88652336        0.04844365        0.01190326        0.00209261
       -9.23923924        1.09666875        0.01217807        1.00875927        0.05703085        0.01644839        0.00225218
       -9.22922923        4.23444426        0.05400611        3.99066496        0.15504594        0.02941789        0.00530937
       -9.21921922        0.58150850        0.00986141        0.53833395        0.02805654        0.00449596        0.00076065
       -9.20920921        1.03913811        0.00878612        0.95346061        0.06189246        0.01302747        0.00197145
       -9.19919920        0.23206718        0.00232538        0.21419505        0.01023082        0.00473175        0.00058418
       -9.18918919        0.39731807        0.00485875        0.36763936        0.01999178        0.00425098        0.00057720
       -9.17917918        2.56752701        0.02804632        2.38329055        0.11912731        0.03264142        0.00442141
       -9.16916917        2.70211177        0.02283811        2.47236628        0.16169547        0.03949268        0.00571922
       -9.15915916        0.75803149        0.01315623        0.70002994        0.03812221        0.00572186        0.00100125
       -9.14914915        0.57483925        0.00835409        0.53728490        0.02343694        0.00480877        0.00095453
       -9.13913914        1.09267238        0.01266323        1.02885242        0.04059447        0.00882498        0.00173728
       -9.12912913        1.27044130        0.01903909        1.18394661        0.05715518        0.00824802        0.00205241
       -9.11911912        0.80480347        0.01336764        0.74150642        0.02660348        0.02101447        0.00231147
       -9.10910911        0.73999552        0.01271626        0.67981300        0.03624988        0.00955418        0.00166219
       -9.09909910        0.67878638        0.01184969        0.61709524        0.03952779        0.00873655        0.00157710
       -9.08908909        0.59406983        0.00666776        0.55152027        0.02859914        0.00626142        0.00102124
       -9.07907908        0.79341087        0.00723770        0.74867408        0.03017006        0.00636175        0.00096728
       -9.06906907        0.73662417        0.00712560        0.69079308        0.03069699        0.00695866        0.00104983
       -9.05905906        0.67729943        0.00794790        0.63580475        0.02635566        0.00622252        0.00096860
       -9.04904905        0.60827139        0.00851713        0.57169981        0.02184419        0.00535777        0.00085250
       -9.03903904        0.81362080        0.01220436        0.76292679        0.03046605        0.00692624        0.00109737
       -9.02902903        0.58102443        0.00887940        0.54211701        0.02426065        0.00493792        0.00082945
       -9.01901902        0.59651673        0.00753480        0.55199097        0.03117127        0.00493061        0.00088908
       -9.00900901        1.04106728        0.02538773        0.93213351        0.06641036        0.01454900        0.00258668
       -8.99899900        0.41369065        0.00800455        0.36918917        0.03065939        0.00479837        0.00103916
       -8.98898899        0.21094993        0.00410491        0.18997314        0.01422574        0.00212310        0.00052304
       -8.97897898        0.08634560        0.00140905        0.07834956        0.00561369        0.00075695        0.00021636
       -8.96896897        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -8.95895896        0.41799157        0.00685352        0.38992401        0.01869476        0.00205457        0.00046471
       -8.94894895        1.22590724        0.00867505        1.18228391        0.02940476        0.00430081        0.00124271
       -8.93893894        1.20239428        0.00960323        1.15543873        0.03192302        0.00422857        0.00120073
       -8.92892893        0.60634169        0.00639487        0.57737053        0.01946803        0.00245577        0.00065250
       -8.91891892        0.78170178        0.01674740        0.72911755        0.02994482        0.00514329        0.00074872
       -8.90890891        0.63231215        0.01480535        0.58202591        0.02977792        0.00509858        0.00060439
       -8.89889890        0.52987057        0.01074865        0.48125386        0.03160176        0.00558471        0.00068160
       -8.88888889        0.48285165        0.01254497        0.43576662        0.03027711        0.00359996        0.00066299
       -8.87887888        0.66938080        0.01604056        0.59550834        0.05225116        0.00491556        0.00066519
       -8.86886887        1.29575892        0.04325526        1.16428075        0.07800065        0.00887409        0.00134816
       -8.85885886        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -8.84884885        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -8.83883884        0.53412270        0.00563431        0.47963288        0.03938567        0.00817506        0.00129478
       -8.82882883        0.24148304        0.00214606        0.22266173        0.01357831        0.00265867        0.00043827
       -8.81881882        0.44477607        0.00375269        0.41645382        0.01974592        0.00408476        0.00073888
       -8.80880881        0.34031265        0.00312752        0.31697585        0.01624056        0.00335879        0.00060994
