#  aims_uuid : 14D09080-5940-4BD5-A395-08659ADB4EBD                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -10.00000000        1.34581149        0.10683817        1.14938029        0.07945099        0.00885495        0.00128709
       -9.98998999        0.99520627        0.09512086        0.83425764        0.05827723        0.00691712        0.00063342
       -9.97997998        0.95480492        0.09983084        0.79634964        0.05245621        0.00568756        0.00048066
       -9.96996997        1.30268727        0.12857005        1.08582091        0.08027781        0.00755400        0.00046451
       -9.95995996        1.53972475        0.13683696        1.29778285        0.09584984        0.00874168        0.00051343
       -9.94994995        1.24710667        0.11187326        1.05398485        0.07416918        0.00663191        0.00044746
       -9.93993994        1.25770955        0.11527337        1.06290630        0.07252622        0.00653528        0.00046837
       -9.92992993        0.94778736        0.09010315        0.79995102        0.05228814        0.00510445        0.00034060
       -9.91991992        0.55027602        0.06613695        0.45285438        0.02778675        0.00329955        0.00019839
       -9.90990991        1.49585815        0.18844112        1.23260639        0.06619076        0.00810442        0.00051546
       -9.89989990        0.04098464        0.00021383        0.03739078        0.00295914        0.00037363        0.00004726
       -9.88988989        0.08625681        0.00232688        0.07661228        0.00635814        0.00083187        0.00012763
       -9.87987988        1.01893727        0.07815405        0.88070495        0.05401730        0.00539456        0.00066642
       -9.86986987        1.04207371        0.06211876        0.92058806        0.05262323        0.00579373        0.00094993
       -9.85985986        0.78421520        0.03392423        0.70913398        0.03557652        0.00458957        0.00099091
       -9.84984985        0.66869714        0.03219534        0.60369616        0.02826392        0.00372807        0.00081364
       -9.83983984        0.63683658        0.02896767        0.57671685        0.02697941        0.00337831        0.00079434
       -9.82982983        0.85928906        0.03031032        0.79097669        0.03250744        0.00430659        0.00118802
       -9.81981982        0.36611594        0.01517669        0.33209122        0.01631620        0.00208337        0.00044846
       -9.80980981        0.29999006        0.01185272        0.27186191        0.01407550        0.00183260        0.00036733
       -9.79979980        0.35435245        0.01419264        0.31867138        0.01852413        0.00254541        0.00041889
       -9.78978979        0.49977721        0.01660105        0.44898079        0.02915299        0.00441054        0.00063184
       -9.77977978        0.45432959        0.01260113        0.40513884        0.03121038        0.00474987        0.00062938
       -9.76976977        0.21288161        0.00537081        0.19073483        0.01436452        0.00211196        0.00029949
       -9.75975976        0.26528014        0.00573110        0.24055914        0.01621638        0.00238580        0.00038771
       -9.74974975        0.28130905        0.00539589        0.25585196        0.01716646        0.00248027        0.00041447
       -9.73973974        0.36878116        0.00626310        0.33876828        0.02022321        0.00297232        0.00055425
       -9.72972973        0.41740490        0.00674104        0.38418668        0.02261001        0.00325744        0.00060973
       -9.71971972        0.47580277        0.00746084        0.43792635        0.02609524        0.00365549        0.00066486
       -9.70970971        0.53268015        0.00840370        0.48969286        0.02983127        0.00404949        0.00070282
       -9.69969970        0.58803703        0.00956963        0.53948623        0.03381811        0.00443945        0.00072361
       -9.68968969        0.25944241        0.00463320        0.23877418        0.01367896        0.00198036        0.00037571
       -9.67967968        0.24119180        0.00445132        0.22121401        0.01323560        0.00192626        0.00036460
       -9.66966967        0.22346127        0.00431398        0.20415661        0.01276795        0.00186881        0.00035392
       -9.65965966        0.37683874        0.01426422        0.33772258        0.02171309        0.00265402        0.00048483
       -9.64964965        0.70609914        0.03113169        0.62804030        0.04088319        0.00511298        0.00093097
       -9.63963964        0.82200316        0.03690454        0.72963417        0.04771618        0.00662001        0.00112826
       -9.62962963        0.41010806        0.01942084        0.36779144        0.01978622        0.00263805        0.00047152
       -9.61961962        0.29741801        0.01366905        0.26814938        0.01337783        0.00187894        0.00034282
       -9.60960961        0.20898600        0.00866512        0.19019393        0.00860229        0.00127601        0.00024865
       -9.59959960        0.12496675        0.00393646        0.11565844        0.00453679        0.00067784        0.00015721
       -9.58958959        0.07522440        0.00104882        0.07149438        0.00227953        0.00029829        0.00010340
       -9.57957958        0.58027585        0.02452714        0.53401781        0.01701843        0.00387006        0.00084242
       -9.56956957        0.73172028        0.01733942        0.69242184        0.01792054        0.00302917        0.00100932
       -9.55955956        0.21325167        0.00710841        0.19900353        0.00541585        0.00139479        0.00032909
       -9.54954955        0.18688750        0.00790711        0.17212551        0.00506342        0.00149364        0.00029782
       -9.53953954        0.17777224        0.00867971        0.16183507        0.00536063        0.00161256        0.00028427
       -9.52952953        0.18182957        0.00936594        0.16419502        0.00623161        0.00175288        0.00028410
       -9.51951952        0.20246409        0.01015816        0.18219565        0.00785077        0.00195624        0.00030327
       -9.50950951        0.20529014        0.00791120        0.18645558        0.00908419        0.00157445        0.00026471
       -9.49949950        0.26490098        0.00975855        0.24085220        0.01195630        0.00200189        0.00033204
       -9.48948949        0.32888904        0.01152139        0.29945716        0.01507693        0.00243330        0.00040026
       -9.47947948        0.33362302        0.01299842        0.29995038        0.01747263        0.00275828        0.00044331
       -9.46946947        0.41286603        0.01820352        0.36282193        0.02708549        0.00411484        0.00064024
       -9.45945946        0.47148366        0.02320518        0.41238293        0.03040146        0.00472908        0.00076500
       -9.44944945        0.44162329        0.02039903        0.39047480        0.02632014        0.00376883        0.00066049
       -9.43943944        0.39265949        0.01580081        0.35094319        0.02225269        0.00306238        0.00060042
       -9.42942943        0.33393405        0.01003833        0.30212852        0.01855770        0.00262409        0.00058541
       -9.41941942        0.81329303        0.03328847        0.72664213        0.04510509        0.00709047        0.00116686
       -9.40940941        0.60304205        0.01765070        0.54854457        0.03131492        0.00455617        0.00097569
       -9.39939940        0.37671588        0.00800124        0.34550071        0.02009291        0.00248273        0.00063829
       -9.38938939        0.40247264        0.00755132        0.37167520        0.02024532        0.00235567        0.00064512
       -9.37937938        0.96900660        0.01641850        0.90594449        0.03963634        0.00527395        0.00173332
       -9.36936937        0.68203956        0.01301595        0.63698916        0.02706964        0.00378989        0.00117493
       -9.35935936        1.09951724        0.02257062        1.03025320        0.03922517        0.00551826        0.00194999
       -9.34934935        0.75952716        0.01573494        0.70900382        0.02928209        0.00415904        0.00134726
       -9.33933934        0.43487602        0.00808237        0.40606663        0.01733924        0.00259774        0.00079004
       -9.32932933        0.25246661        0.00393762        0.23416752        0.01199625        0.00189631        0.00046890
       -9.31931932        1.08639833        0.03223449        0.99245075        0.05385822        0.00582129        0.00203358
       -9.30930931        0.93274330        0.02158352        0.85819691        0.04633241        0.00524710        0.00138336
       -9.29929930        0.88252591        0.02247323        0.80311682        0.04848767        0.00670856        0.00173963
       -9.28928929        0.78289181        0.01913017        0.71469874        0.04205365        0.00553081        0.00147845
       -9.27927928        1.51937697        0.04405438        1.40077321        0.06389486        0.00859958        0.00205493
       -9.26926927        1.80565294        0.05639918        1.66292395        0.07283244        0.01080626        0.00269111
       -9.25925926        1.90458698        0.05134351        1.76288760        0.07499580        0.01226391        0.00309616
       -9.24924925        1.98436585        0.04244676        1.86181083        0.06604785        0.01133560        0.00272480
       -9.23923924        1.89083174        0.03829825        1.77167420        0.06873199        0.00956753        0.00255976
       -9.22922923        1.33115548        0.02329687        1.25011523        0.04850218        0.00732698        0.00191421
       -9.21921922        1.62612517        0.02541449        1.52147373        0.06554690        0.01108619        0.00260385
       -9.20920921        1.80772212        0.02978242        1.68668330        0.07435240        0.01366613        0.00323786
       -9.19919920        1.34150233        0.02018161        1.24974162        0.05907183        0.01006804        0.00243923
       -9.18918919        1.31104310        0.02486371        1.21808262        0.05485632        0.01095963        0.00228082
       -9.17917918        1.49153377        0.01932524        1.39471224        0.06095037        0.01394276        0.00260316
       -9.16916917        1.04804787        0.01058775        0.98360975        0.04177051        0.01038781        0.00169205
       -9.15915916        1.40358857        0.01806933        1.31564781        0.05251734        0.01511470        0.00223939
       -9.14914915        0.58865303        0.00614311        0.55487291        0.02069647        0.00602330        0.00091724
       -9.13913914        1.34235851        0.01983606        1.26149588        0.04832141        0.01077598        0.00192917
       -9.12912913        1.01499402        0.01140297        0.94592518        0.04667666        0.00967496        0.00131425
       -9.11911912        0.84319333        0.00996608        0.78517341        0.03411436        0.01232551        0.00161396
       -9.10910911        0.46250010        0.00852315        0.42413419        0.02291511        0.00605920        0.00086845
       -9.09909910        1.18047542        0.02426163        1.09191413        0.05339171        0.00918471        0.00172323
       -9.08908909        0.64659145        0.00545228        0.61034168        0.02477359        0.00511451        0.00090938
       -9.07907908        0.90322250        0.00824146        0.85083236        0.03460375        0.00830280        0.00124213
       -9.06906907        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.05905906        0.75653243        0.01282399        0.72141305        0.01891961        0.00250395        0.00087183
       -9.04904905        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -9.03903904        4.98582056        0.09533002        4.68151672        0.17095510        0.03137337        0.00664535
       -9.02902903        1.31149047        0.02355728        1.21392282        0.05891935        0.01290663        0.00218439
       -9.01901902        0.70017750        0.01205404        0.65072096        0.03041176        0.00583733        0.00115341
       -9.00900901        0.72060501        0.00934894        0.67444576        0.03109426        0.00465009        0.00106597
       -8.99899900        0.61566264        0.00743005        0.57921715        0.02453408        0.00360462        0.00087674
       -8.98898899        2.30429176        0.03203257        2.16591019        0.09122095        0.01202490        0.00310315
       -8.97897898        0.74901326        0.01265526        0.69763351        0.03334728        0.00435004        0.00102717
       -8.96896897        0.57106394        0.01042339        0.53116726        0.02514235        0.00351838        0.00081256
