#  aims_uuid : 479A2073-A6C9-4602-A33A-92C374EDBB44                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.217411 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.78258857        0.53033900        0.04571784        0.44944174        0.03124797        0.00371188        0.00021957
       -4.77257856        0.79615153        0.06381360        0.68493522        0.04211624        0.00493579        0.00035067
       -4.76256855        1.82213649        0.11599746        1.60215278        0.09232715        0.01054763        0.00111147
       -4.75255854        2.45759049        0.12522760        2.15874336        0.15554878        0.01606380        0.00200695
       -4.74254853        1.79672104        0.13463863        1.53016294        0.11852846        0.01239229        0.00099873
       -4.73253852        1.83728200        0.14721921        1.56865232        0.10894314        0.01162302        0.00084431
       -4.72252851        2.40166280        0.19036223        2.06552091        0.13118056        0.01359057        0.00100853
       -4.71251850        2.26527043        0.18221875        1.96238608        0.10896369        0.01042988        0.00127203
       -4.70250849        1.14603497        0.11028559        0.97504365        0.05376800        0.00604139        0.00089634
       -4.69249848        1.23129695        0.14965763        1.01830503        0.05425748        0.00776463        0.00131218
       -4.68248847        1.99577186        0.22539742        1.67549077        0.08465121        0.00885202        0.00138045
       -4.67247846        1.77600311        0.13661353        1.54150721        0.08641453        0.00944980        0.00201803
       -4.66246845        0.47449650        0.02280970        0.41907942        0.02862500        0.00348594        0.00049644
       -4.65245844        1.42277611        0.07893779        1.27082001        0.06563212        0.00617631        0.00120988
       -4.64244843        1.07160630        0.08999104        0.90947408        0.06402473        0.00698633        0.00113012
       -4.63243842        0.54394468        0.03055657        0.44545371        0.05879604        0.00804501        0.00109334
       -4.62242841        1.52471835        0.13208133        1.28177804        0.09577665        0.01313839        0.00194395
       -4.61241840        1.67205108        0.17508367        1.40595101        0.07861631        0.01094729        0.00145280
       -4.60240839        3.61258829        0.39653442        3.02414613        0.17207489        0.01798021        0.00185265
       -4.59239838        1.23366724        0.12928423        1.03646047        0.06053880        0.00666424        0.00071950
       -4.58238837        0.92509126        0.09446653        0.77958689        0.04527084        0.00519269        0.00057431
       -4.57237836        1.19923331        0.12175488        1.01196086        0.05809024        0.00671511        0.00071221
       -4.56236835        2.26631237        0.21160357        1.94410329        0.09964825        0.00959457        0.00136270
       -4.55235834        0.97592700        0.10315340        0.81576288        0.04693416        0.00903264        0.00104393
       -4.54234833        1.47580442        0.12190500        1.26011866        0.08051031        0.01155318        0.00171726
       -4.53233832        1.36339306        0.13049763        1.15024425        0.07048707        0.01072851        0.00143560
       -4.52232831        1.32345319        0.11511817        1.14144250        0.05473418        0.01049417        0.00166416
       -4.51231830        0.54155252        0.04470647        0.46365295        0.02834472        0.00426788        0.00058050
       -4.50230829        0.27473478        0.02497947        0.23373283        0.01308354        0.00257514        0.00036380
       -4.49229828        0.20613851        0.01788578        0.17502476        0.01092545        0.00202765        0.00027486
       -4.48228827        0.15184949        0.01241978        0.12886139        0.00879483        0.00156834        0.00020515
       -4.47227826        0.11186772        0.00858146        0.09524271        0.00669168        0.00119722        0.00015466
       -4.46226825        0.08663452        0.00638054        0.07414216        0.00502579        0.00096150        0.00012453
       -4.45225824        0.24618553        0.01728097        0.20893604        0.01682429        0.00280365        0.00034059
       -4.44224823        0.99512347        0.07086659        0.86370918        0.04956020        0.00940432        0.00158318
       -4.43223822        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.42222821        0.31397196        0.03149191        0.26764079        0.01242558        0.00232154        0.00009213
       -4.41221820        0.45247949        0.03360676        0.39772965        0.01776073        0.00308379        0.00029856
       -4.40220819        0.60627797        0.03153189        0.54636332        0.02399897        0.00377148        0.00061231
       -4.39219818        1.14982463        0.04895797        1.04190964        0.05104311        0.00630956        0.00160435
       -4.38218817        0.88418617        0.07569458        0.76591743        0.03670856        0.00492778        0.00093782
       -4.37217816        0.29170412        0.02442574        0.25130249        0.01333782        0.00218196        0.00045611
       -4.36216815        0.25392168        0.02219112        0.21679930        0.01235144        0.00214863        0.00043119
       -4.35215814        0.34253417        0.03011485        0.29135975        0.01716605        0.00337845        0.00051507
       -4.34214813        0.44240393        0.03783371        0.37547871        0.02271739        0.00552468        0.00084943
       -4.33213812        0.62974499        0.05241087        0.53249350        0.03371629        0.00959521        0.00152913
       -4.32212811        0.23639488        0.01084095        0.20998430        0.01179026        0.00336050        0.00041886
       -4.31211810        0.26382951        0.00805515        0.23786530        0.01390806        0.00353681        0.00046420
       -4.30210809        0.30267845        0.00549103        0.27633640        0.01668728        0.00366615        0.00049759
       -4.29209808        0.42042144        0.00901585        0.38306396        0.02335226        0.00443737        0.00055200
       -4.28208807        0.15727456        0.01174752        0.13645078        0.00742996        0.00151513        0.00013117
       -4.27207806        0.24219643        0.01515512        0.21358793        0.01102018        0.00216404        0.00026916
       -4.26206805        0.32224535        0.01609004        0.28907779        0.01399500        0.00263558        0.00044694
       -4.25205804        0.39742131        0.01455230        0.36292037        0.01635443        0.00292973        0.00066449
       -4.24204803        0.32924769        0.00815596        0.30468413        0.01352541        0.00221141        0.00067078
       -4.23203802        0.47220040        0.00574103        0.44491000        0.01790645        0.00261279        0.00103013
       -4.22202801        0.69037192        0.00217725        0.65880641        0.02482692        0.00302040        0.00154094
       -4.21201800        0.94725460        0.00905752        0.88661286        0.03962056        0.00902386        0.00293981
       -4.20200799        0.48778794        0.02440101        0.44517940        0.01361993        0.00315781        0.00142979
       -4.19199798        0.17003868        0.00548918        0.15440726        0.00782424        0.00178388        0.00053413
       -4.18198797        0.20878306        0.00719166        0.18765828        0.01091168        0.00239757        0.00062387
       -4.17197796        0.49372136        0.01477841        0.45641840        0.01808563        0.00342190        0.00101701
       -4.16196795        0.85201549        0.03202041        0.78828614        0.02496532        0.00495685        0.00178678
       -4.15195794        0.99753650        0.04318593        0.91619458        0.03000057        0.00592471        0.00223071
       -4.14194793        1.22469605        0.05543511        1.11873838        0.04041865        0.00733200        0.00277192
       -4.13193792        1.15761647        0.03955159        1.07001220        0.03889102        0.00682295        0.00233871
       -4.12192791        1.22722908        0.03525470        1.14191453        0.04070125        0.00713132        0.00222727
       -4.11191790        1.49014090        0.04552854        1.38361006        0.04950867        0.00868928        0.00280435
       -4.10190789        1.20389308        0.02821765        1.12198665        0.04438429        0.00721828        0.00208621
       -4.09189788        2.10259490        0.03610889        1.96714516        0.08232528        0.01396779        0.00304778
       -4.08188787        1.85561315        0.02102229        1.74758322        0.07148752        0.01289164        0.00262848
       -4.07187786        2.52562948        0.03910897        2.38283550        0.08317617        0.01655244        0.00395641
       -4.06186785        2.49396307        0.04691545        2.33094175        0.09230543        0.01872379        0.00507664
