# Tetrahedron method
       -0.0000000749        0.0000000000
        0.0322103010        0.0000248788
        0.0644206769        0.0001057931
        0.0966310528        0.0002521600
        0.1288414287        0.0004733961
        0.1610518046        0.0007789183
        0.1932621805        0.0011781434
        0.2254725564        0.0019861214
        0.2576829323        0.0031511263
        0.2898933082        0.0040016045
        0.3221036841        0.0045840967
        0.3543140600        0.0054435665
        0.3865244359        0.0064869593
        0.4187348118        0.0076561425
        0.4509451878        0.0088770393
        0.4831555637        0.0100601287
        0.5153659396        0.0114353556
        0.5475763155        0.0129240790
        0.5797866914        0.0145118435
        0.6119970673        0.0161984783
        0.6442074432        0.0179453646
        0.6764178191        0.0197165069
        0.7086281950        0.0216795212
        0.7408385709        0.0237658828
        0.7730489468        0.0259701045
        0.8052593227        0.0282330940
        0.8374696986        0.0305487129
        0.8696800745        0.0329319908
        0.9018904504        0.0354936002
        0.9341008263        0.0382136598
        0.9663112022        0.0410473753
        0.9985215781        0.0439366110
        1.0307319540        0.0469073825
        1.0629423299        0.0499689662
        1.0951527058        0.0531428401
        1.1273630817        0.0565191888
        1.1595734576        0.0600360369
        1.1917838335        0.0636434389
        1.2239942094        0.0673451539
        1.2562045853        0.0711245023
        1.2884149612        0.0749737431
        1.3206253371        0.0790759288
        1.3528357130        0.0833730133
        1.3850460889        0.0877610478
        1.4172564648        0.0922556796
        1.4494668407        0.0968395730
        1.4816772167        0.1015127477
        1.5138875926        0.1064057881
        1.5460979685        0.1115406496
        1.5783083444        0.1168052622
        1.6105187203        0.1222132176
        1.6427290962        0.1277302873
        1.6749394721        0.1333420254
        1.7071498480        0.1391139238
        1.7393602239        0.1452116429
        1.7715705998        0.1515065170
        1.8037809757        0.1579631933
        1.8359913516        0.1645285909
        1.8682017275        0.1712327899
        1.9004121034        0.1780622507
        1.9326224793        0.1852845315
        1.9648328552        0.1927633804
        1.9970432311        0.2004257985
        2.0292536070        0.2082502865
        2.0614639829        0.2162483348
        2.0936743588        0.2243720303
        2.1258847347        0.2328788156
        2.1580951106        0.2417644119
        2.1903054865        0.2508922331
        2.2225158624        0.2602213473
        2.2547262383        0.2697367112
        2.2869366142        0.2794387141
        2.3191469901        0.2895316945
        2.3513573660        0.3001235409
        2.3835677419        0.3110218074
        2.4157781178        0.3221798007
        2.4479884937        0.3335791824
        2.4801988696        0.3452223791
        2.5124092456        0.3572715449
        2.5446196215        0.3700019304
        2.5768299974        0.3831102751
        2.6090403733        0.3965515742
        2.6412507492        0.4103092020
        2.6734611251        0.4243723718
        2.7056715010        0.4389763242
        2.7378818769        0.4544212810
        2.7700922528        0.4703503446
        2.8023026287        0.4867235113
        2.8345130046        0.5035146765
        2.8667233805        0.5207158234
        2.8989337564        0.5386965946
        2.9311441323        0.5577173259
        2.9633545082        0.5773740538
        2.9955648841        0.5976231485
        3.0277752600        0.6184425565
        3.0599856359        0.6398330506
        3.0921960118        0.6624979359
        3.1244063877        0.6863863152
        3.1566167636        0.7111450981
        3.1888271395        0.7367271306
        3.2210375154        0.7631316092
        3.2532478913        0.7903850741
        3.2854582672        0.8198633301
        3.3176686431        0.8507017700
        3.3498790190        0.8827812153
        3.3820893949        0.9161012505
        3.4142997708        0.9506640007
        3.4465101467        0.9872440086
        3.4787205226        1.0266824566
        3.5109308985        1.0680837851
        3.5431412745        1.1114274848
        3.5753516504        1.1567996532
        3.6075620263        1.2042518228
        3.6397724022        1.2565995747
        3.6719827781        1.3123189977
        3.7041931540        1.3713569100
        3.7364035299        1.4339275018
        3.7686139058        1.5001630014
        3.8008242817        1.5731764615
        3.8330346576        1.6532607771
        3.8652450335        1.7397720962
        3.8974554094        1.8333196920
        3.9296657853        1.9346525719
        3.9618761612        2.0481200941
        3.9940865371        2.1775060735
        4.0262969130        2.3223592026
        4.0585072889        2.4855142380
        4.0907176648        2.6707980217
        4.1229280407        2.8909861722
        4.1551384166        3.1623866382
