#  aims_uuid : 4F08B47D-0774-47F9-AFFB-F9EC715CF0A5                                
#  angular momentum projected density of states for species Se as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
      -10.00000000       28.36722345        1.73535970       25.45597124        1.01634986        0.15954265
       -9.99000000       28.54641462        1.80746805       25.53418475        1.03743390        0.16732792
       -9.98000000       27.54939957        1.69725344       24.64385442        1.04441552        0.16387619
       -9.97000000       25.28375969        1.54242467       22.61027772        0.98055313        0.15050416
       -9.96000000       25.55116560        1.53385001       22.86076277        1.00394737        0.15260546
       -9.95000000       25.84841647        1.54580694       23.13765627        1.00986051        0.15509275
       -9.94000000       17.10645527        0.95742700       15.34390015        0.70169339        0.10343473
       -9.93000000       15.42809105        0.83995044       13.86408369        0.63201877        0.09203814
       -9.92000000       15.37364986        0.82547882       13.82647213        0.62880962        0.09288929
       -9.91000000       18.84525359        0.98071752       16.97272366        0.77351485        0.11829757
       -9.90000000       24.73880118        1.20326650       22.34737024        1.02773552        0.16042891
       -9.89000000       34.92269770        1.83037211       31.52229663        1.34572096        0.22430800
       -9.88000000       24.21358439        1.18355884       21.93270148        0.95174433        0.14557974
       -9.87000000       26.53531625        1.26638822       24.10582575        1.01176319        0.15133909
       -9.86000000       24.61265089        1.16846884       22.39139248        0.91122356        0.14156601
       -9.85000000       24.82162022        1.16427159       22.63153618        0.88452850        0.14128395
       -9.84000000       24.75114037        1.12951204       22.63340459        0.85088718        0.13733657
       -9.83000000       23.80227316        1.03869123       21.82122980        0.81324436        0.12910777
       -9.82000000       22.08866686        0.94855437       20.25778731        0.76259910        0.11972608
       -9.81000000       20.16761091        0.86303886       18.47088249        0.72106652        0.11262304
       -9.80000000       18.22650336        0.77060462       16.65726574        0.69182322        0.10680979
       -9.79000000       24.54980503        0.99952593       22.42925752        0.97497230        0.14604929
       -9.78000000       14.39840050        0.56135497       13.17802284        0.57228427        0.08673842
       -9.77000000       13.24546668        0.50089654       12.13469915        0.52929053        0.08058046
       -9.76000000       12.13274275        0.44288127       11.13298527        0.48304679        0.07382942
       -9.75000000       11.06022872        0.38730915       10.17288121        0.43355305        0.06648531
       -9.74000000       47.88751036        2.08742254       44.00616985        1.54692728        0.24699070
       -9.73000000       19.99797508        0.81703549       18.40100465        0.67601942        0.10391552
       -9.72000000       24.97261682        0.91186088       23.04388250        0.88298146        0.13389199
       -9.71000000       22.29339376        0.79099834       20.57086162        0.80854339        0.12299041
       -9.70000000       20.28435601        0.72072624       18.67865687        0.76850006        0.11647285
       -9.69000000       18.85332038        0.67690331       17.33542957        0.73096426        0.11002324
       -9.68000000       17.62267006        0.63822371       16.20175856        0.68130807        0.10137971
       -9.67000000       16.22471216        0.58996132       14.94196321        0.60422274        0.08856488
       -9.66000000       14.91163060        0.54000934       13.71320687        0.57461633        0.08379806
       -9.65000000       15.45035255        0.55625282       14.16139822        0.63925922        0.09344230
       -9.64000000       16.07491870        0.57229245       14.70385008        0.69666485        0.10211132
       -9.63000000       16.78532905        0.58812826       15.34056246        0.74683321        0.10980513
       -9.62000000       21.00743602        0.70446240       19.27871287        0.89203176        0.13222899
       -9.61000000       18.41663479        0.56603538       17.06686954        0.68955948        0.09417039
       -9.60000000       16.87356202        0.46276793       15.72233797        0.61201224        0.07644388
       -9.59000000       22.75513048        0.64487899       21.16907490        0.84158843        0.09958817
       -9.58000000       29.52576825        0.80500651       27.46836089        1.12480045        0.12760040
       -9.57000000       41.27214908        1.10537422       38.37431889        1.61780106        0.17465491
       -9.56000000       75.40049776        1.98420238       70.00413479        3.10713780        0.30502279
       -9.55000000       14.58355251        0.49054505       13.47462009        0.54528856        0.07309881
       -9.54000000       28.71921228        0.95313530       26.39235828        1.21769321        0.15602549
       -9.53000000       31.18843957        0.95362548       28.66495267        1.38582488        0.18403654
       -9.52000000       54.89786100        1.39827467       50.77855943        2.37615119        0.34487571
       -9.51000000       11.38590231        0.29659070       10.57260880        0.45939916        0.05730365
       -9.50000000       35.95681677        0.86141177       33.56188976        1.36342075        0.17009449
       -9.49000000       28.17490714        0.65780615       26.32478293        1.06514557        0.12717248
       -9.48000000       57.86329127        1.57184186       53.67098537        2.33663948        0.28382456
       -9.47000000       77.03797421        2.01761178       71.60267980        3.05634251        0.36134013
       -9.46000000       65.81240192        1.68362520       61.20957233        2.59754304        0.32166136
       -9.45000000       26.58045781        0.68329808       24.66279186        1.10177673        0.13259114
       -9.44000000       40.17149697        0.95113397       37.44685800        1.58948258        0.18402242
       -9.43000000       38.26023903        0.84359172       35.73715153        1.50608153        0.17341425
       -9.42000000      123.59955744        2.53657310      115.56156621        4.90182393        0.59959420
       -9.41000000       87.37211530        1.87091772       81.85094374        3.24288290        0.40737094
       -9.40000000       40.11821399        0.84845689       37.45936191        1.61073729        0.19965790
       -9.39000000       84.13297223        1.79608043       78.54863473        3.34723441        0.44102266
       -9.38000000       32.20336054        0.61899666       30.15314261        1.25468748        0.17653380
       -9.37000000       73.95297393        1.42453054       69.39405276        2.73074893        0.40364171
       -9.36000000       66.99318553        1.26287715       62.90675822        2.41760591        0.40594425
       -9.35000000       52.33682512        0.85182915       49.29483413        1.86998325        0.32017859
       -9.34000000       70.57194405        1.15393474       66.43539350        2.51076324        0.47185257
       -9.33000000       35.46900927        0.67647531       33.29829105        1.24696004        0.24728287
       -9.32000000       39.78757836        0.84101610       37.16059265        1.49866296        0.28730664
       -9.31000000       35.18023505        0.77422306       32.76232048        1.37740222        0.26628929
       -9.30000000       43.56446944        0.91793362       40.61347129        1.70059719        0.33246735
       -9.29000000       28.28048783        0.59230105       26.35383772        1.11457240        0.21977666
       -9.28000000       28.25887628        0.57703575       26.34966786        1.10412581        0.22804685
       -9.27000000       31.31331707        0.61276687       29.23693289        1.20448140        0.25913591
       -9.26000000       33.86800661        0.64987484       31.64630636        1.28726693        0.28455848
       -9.25000000       28.76224413        0.54577308       26.84043621        1.12374442        0.25229041
       -9.24000000       23.23500286        0.43383101       21.68073079        0.91323236        0.20720870
       -9.23000000       30.38178431        0.56115681       28.35426644        1.19583320        0.27052786
       -9.22000000       35.55312372        0.64960589       33.12493081        1.46090958        0.31767745
       -9.21000000       24.17999313        0.42616523       22.49860725        1.02692054        0.22830011
       -9.20000000       39.50167343        0.61926345       36.97987415        1.54165036        0.36088546
       -9.19000000       29.05896944        0.45803339       27.05817611        1.27049178        0.27226815
       -9.18000000       14.97172319        0.26108373       13.83261390        0.73121152        0.14681404
       -9.17000000       34.89171618        0.60207558       32.21862900        1.72197095        0.34904065
       -9.16000000       29.21700380        0.54654544       27.04005526        1.34196443        0.28843867
       -9.15000000       35.57985526        0.64109680       32.87287081        1.72251162        0.34337603
       -9.14000000       29.03792552        0.50283811       26.79799348        1.45269025        0.28440369
       -9.13000000       24.37086703        0.41172569       22.48166498        1.21478488        0.26269148
       -9.12000000       15.25869702        0.25080130       14.03267382        0.79261963        0.18260227
       -9.11000000       19.39664277        0.33365676       17.92715508        0.91727953        0.21855140
       -9.10000000       24.42765400        0.40933287       22.69682015        1.06025203        0.26124894
       -9.09000000       26.42185723        0.43931177       24.63442605        1.08337814        0.26474127
       -9.08000000       27.12073263        0.47890105       25.29514565        1.09723671        0.24944923
       -9.07000000       12.08086188        0.21553061       11.22258534        0.53422739        0.10851854
       -9.06000000       29.39868349        0.62352565       26.95554218        1.53308099        0.28653467
       -9.05000000       50.50210124        1.01236161       46.46905924        2.54883367        0.47184673
       -9.04000000       54.55611813        1.18974457       50.28086886        2.56909547        0.51640923
       -9.03000000       29.75708527        0.59883487       27.53156690        1.35272704        0.27395646
       -9.02000000       23.55871374        0.47280548       21.81483380        1.06248227        0.20859219
       -9.01000000       28.43237896        0.53863013       26.39068528        1.25579915        0.24726440
       -9.00000000       29.56539581        0.52434972       27.50166982        1.25550329        0.28387298
       -8.99000000       30.55744702        0.56762864       28.29096399        1.40046240        0.29839199
       -8.98000000       22.09748601        0.40176060       20.33852774        1.11670115        0.24049652
       -8.97000000       29.67009987        0.53700886       27.37576689        1.43740815        0.31991596
       -8.96000000       40.18710204        0.72384598       37.12392989        1.91186408        0.42746209
       -8.95000000       21.67906106        0.36935127       19.97282946        1.09796744        0.23891288
       -8.94000000       32.91503093        0.54556448       30.41391434        1.57156778        0.38398433
       -8.93000000       30.71146131        0.49738037       28.44139920        1.42003141        0.35265033
       -8.92000000       24.02072718        0.36782894       22.24069908        1.13004230        0.28215686
       -8.91000000       12.33778344        0.17691331       11.45443693        0.55514031        0.15129289
