 183.84000     0.0082     0.9146     2.6231W
  32.06500     1.5644     1.8462     4.2058S
  32.06500     1.6325     1.8221     1.0759S
 183.84000    -1.5852     3.6730     2.5981W
  32.06500    -0.0068     4.5949     4.1771S
  32.06500     0.0140     4.5831     1.0325S
 183.84000    -3.1779     6.4273     2.5930W
  32.06500    -1.5868     7.3428     4.1682S
  32.06500    -1.5867     7.3443     1.0273S
 183.84000    -4.7663     9.1811     2.5992W
  32.06500    -3.1793    10.0870     4.1775S
  32.06500    -3.1796    10.1110     1.0329S
 183.84000    -6.3600    11.9422     2.6534W
  32.06500    -4.7744    12.8245     4.2062S
  32.06500    -4.7610    12.8956     1.0770S
 183.84000     3.2621     0.9650     2.8569W
  32.06500     4.7718     1.8358     5.0125S
  32.06500     4.7725     1.8356     1.1446S
 183.84000     1.5943     3.6714     2.6510W
  32.06500     3.1592     4.6079     4.2056S
  32.06500     3.2140     4.5611     1.0759S
 183.84000     0.0065     6.4222     2.5976W
  32.06500     1.5876     7.3475     4.1704S
  32.06500     1.5966     7.3379     1.0302S
 183.84000    -1.5907     9.1813     2.5991W
  32.06500     0.0013    10.0925     4.1712S
  32.06500    -0.0033    10.1049     1.0304S
 183.84000    -3.1801    11.9350     2.6528W
  32.06500    -1.5856    12.8239     4.2063S
  32.06500    -1.5992    12.8947     1.0765S
 183.84000     6.2817     0.9632     2.8575W
  32.06500     7.9760     1.8461     4.2064S
  32.06500     7.9082     1.8227     1.0765S
 183.84000     4.7713     3.5791     2.8569W
  32.06500     6.3816     4.6077     4.1961S
  32.06500     6.3162     4.5608     1.0768S
 183.84000     3.1890     6.4239     2.6230W
  32.06500     4.7703     7.3502     4.1768S
  32.06500     4.7708     7.3367     1.0333S
 183.84000     1.5896     9.1803     2.5949W
  32.06500     3.1774    10.0982     4.1691S
  32.06500     3.1784    10.0988     1.0268S
 183.84000    -0.0017    11.9391     2.6238W
  32.06500     1.5924    12.8490     4.1771S
  32.06500     1.5808    12.8560     1.0340S
 183.84000     9.5314     0.9144     2.6244W
  32.06500    11.1344     1.8371     4.1705S
  32.06500    11.1217     1.8339     1.0312S
 183.84000     7.9486     3.6721     2.6528W
  32.06500     9.5495     4.5951     4.1766S
  32.06500     9.5287     4.5836     1.0330S
 183.84000     6.3549     6.4226     2.6248W
  32.06500     7.9540     7.3475     4.1713S
  32.06500     7.9449     7.3379     1.0309S
 183.84000     4.7670     9.1812     2.5988W
  32.06500     6.3599    10.0971     4.1692S
  32.06500     6.3637    10.0975     1.0278S
 183.84000     3.1775    11.9354     2.6004W
  32.06500     4.7700    12.8520     4.1697S
  32.06500     4.7701    12.8514     1.0278S
 183.84000    12.7204     0.9175     2.5971W
  32.06500    14.3058     1.8376     4.1706S
  32.06500    14.3182     1.8346     1.0306S
 183.84000    11.1267     3.6726     2.5980W
  32.06500    12.7206     4.5912     4.1682S
  32.06500    12.7204     4.5889     1.0275S
 183.84000     9.5393     6.4252     2.5988W
  32.06500    11.1310     7.3430     4.1690S
  32.06500    11.1295     7.3443     1.0279S
 183.84000     7.9526     9.1790     2.5974W
  32.06500     9.5410    10.0928     4.1721S
  32.06500     9.5448    10.1059     1.0316S
 183.84000     6.3607    11.9348     2.5999W
  32.06500     7.9450    12.8494     4.1775S
  32.06500     7.9572    12.8556     1.0335S
