     x           y          z
 -10.000  0.2603E-82  0.7808E-84
  -9.970  0.2603E-82  0.1562E-83
  -9.940  0.2603E-82  0.2342E-83
  -9.910  0.2603E-82  0.3123E-83
  -9.880  0.2603E-82  0.3904E-83
  -9.850  0.2603E-82  0.4685E-83
  -9.820  0.2603E-82  0.5465E-83
  -9.790  0.2603E-82  0.6246E-83
  -9.760  0.2603E-82  0.7027E-83
  -9.730  0.2603E-82  0.7808E-83
  -9.700  0.2603E-82  0.8589E-83
  -9.670  0.2603E-82  0.9369E-83
  -9.640  0.2603E-82  0.1015E-82
  -9.610  0.2603E-82  0.1093E-82
  -9.580  0.2603E-82  0.1171E-82
  -9.550  0.2603E-82  0.1249E-82
  -9.520  0.2603E-82  0.1327E-82
  -9.490  0.2603E-82  0.1405E-82
  -9.460  0.2603E-82  0.1483E-82
  -9.430  0.2603E-82  0.1562E-82
  -9.400  0.2603E-82  0.1640E-82
  -9.370  0.2603E-82  0.1718E-82
  -9.340  0.2603E-82  0.1796E-82
  -9.310  0.2603E-82  0.1874E-82
  -9.280  0.2603E-82  0.1952E-82
  -9.250  0.2603E-82  0.2030E-82
  -9.220  0.2603E-82  0.2108E-82
  -9.190  0.2603E-82  0.2186E-82
  -9.160  0.2603E-82  0.2264E-82
  -9.130  0.2603E-82  0.2342E-82
  -9.100  0.2603E-82  0.2420E-82
  -9.070  0.2603E-82  0.2498E-82
  -9.040  0.2603E-82  0.2577E-82
  -9.010  0.2603E-82  0.2655E-82
  -8.980  0.2603E-82  0.2733E-82
  -8.950  0.2603E-82  0.2811E-82
  -8.920  0.2603E-82  0.2889E-82
  -8.890  0.2603E-82  0.2967E-82
  -8.860  0.2603E-82  0.3045E-82
  -8.830  0.2603E-82  0.3123E-82
  -8.800  0.2603E-82  0.3201E-82
  -8.770  0.2603E-82  0.3279E-82
  -8.740  0.2603E-82  0.3357E-82
  -8.710  0.2603E-82  0.3435E-82
  -8.680  0.2603E-82  0.3514E-82
  -8.650  0.2603E-82  0.3592E-82
  -8.620  0.2603E-82  0.3670E-82
  -8.590  0.2603E-82  0.3748E-82
  -8.560  0.2603E-82  0.3826E-82
  -8.530  0.2603E-82  0.3904E-82
  -8.500  0.2603E-82  0.3982E-82
  -8.470  0.2603E-82  0.4060E-82
  -8.440  0.2603E-82  0.4138E-82
  -8.410  0.2603E-82  0.4216E-82
  -8.380  0.2603E-82  0.4294E-82
  -8.350  0.2603E-82  0.4372E-82
  -8.320  0.2603E-82  0.4450E-82
  -8.290  0.2603E-82  0.4529E-82
  -8.260  0.2603E-82  0.4607E-82
  -8.230  0.2603E-82  0.4685E-82
  -8.200  0.2603E-82  0.4763E-82
  -8.170  0.2603E-82  0.4841E-82
  -8.140  0.2603E-82  0.4919E-82
  -8.110  0.2603E-82  0.4997E-82
  -8.080  0.2603E-82  0.5075E-82
  -8.050  0.2603E-82  0.5153E-82
  -8.020  0.2603E-82  0.5231E-82
  -7.990  0.2603E-82  0.5309E-82
  -7.960  0.2603E-82  0.5387E-82
  -7.930  0.2603E-82  0.5465E-82
  -7.900  0.2603E-82  0.5544E-82
  -7.870  0.2603E-82  0.5622E-82
  -7.840  0.2603E-82  0.5700E-82
  -7.810  0.2603E-82  0.5778E-82
  -7.780  0.2603E-82  0.5856E-82
  -7.750  0.2603E-82  0.5934E-82
  -7.720  0.2603E-82  0.6012E-82
  -7.690  0.2603E-82  0.6090E-82
  -7.660  0.2603E-82  0.6168E-82
  -7.630  0.2603E-82  0.6246E-82
  -7.600  0.2603E-82  0.6324E-82
  -7.570  0.2603E-82  0.6402E-82
  -7.540  0.2603E-82  0.6480E-82
  -7.510  0.2603E-82  0.6559E-82
  -7.480  0.2603E-82  0.6637E-82
  -7.450  0.2603E-82  0.6715E-82
  -7.420  0.2603E-82  0.6793E-82
  -7.390  0.2603E-82  0.6871E-82
  -7.360  0.2603E-82  0.6949E-82
  -7.330  0.2603E-82  0.7027E-82
  -7.300  0.2603E-82  0.7105E-82
  -7.270  0.2603E-82  0.7183E-82
  -7.240  0.2603E-82  0.7261E-82
  -7.210  0.1958E-81  0.7849E-82
  -7.180  0.5662E-70  0.1699E-71
  -7.150  0.2563E-59  0.7690E-61
  -7.120  0.1576E-49  0.4728E-51
  -7.090  0.1317E-40  0.3952E-42
  -7.060  0.1498E-32  0.4495E-34
  -7.030  0.2321E-25  0.6964E-27
  -7.000  0.4907E-19  0.1472E-20
  -6.970  0.1419E-13  0.4258E-15
  -6.940  0.5637E-09  0.1691E-10
  -6.910  0.3096E-05  0.9289E-07
  -6.880  0.2379E-02  0.7147E-04
  -6.850  0.2633E+00  0.7972E-02
  -6.820  0.4591E+01  0.1457E+00
  -6.790  0.1741E+02  0.6682E+00
  -6.760  0.2793E+02  0.1506E+01
  -6.730  0.2728E+02  0.2325E+01
  -6.700  0.2964E+02  0.3214E+01
  -6.670  0.3485E+02  0.4259E+01
  -6.640  0.2360E+02  0.4967E+01
  -6.610  0.2445E+02  0.5701E+01
  -6.580  0.2455E+02  0.6437E+01
  -6.550  0.3219E+02  0.7403E+01
  -6.520  0.4451E+02  0.8738E+01
  -6.490  0.5698E+02  0.1045E+02
  -6.460  0.5700E+02  0.1216E+02
  -6.430  0.3753E+02  0.1328E+02
