#  aims_uuid : F45473DD-0ACD-4CF6-A79A-92562CE6034B                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.099416 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -4.90058357       25.70837150        0.28513575       23.87852993        1.30710255        0.23760326
       -4.89058357       20.90315930        0.30392524       19.23223571        1.18490292        0.18209542
       -4.88058357       15.82581787        0.25992304       14.41634794        1.01578955        0.13375734
       -4.87058357        1.94862912        0.04955248        1.81476673        0.07449193        0.00981798
       -4.86058357        9.69104788        0.19559803        8.80632671        0.61845407        0.07066907
       -4.85058357       20.27417767        0.29766135       18.32017152        1.47139775        0.18494706
       -4.84058357       15.39225818        0.24404182       14.14171115        0.88592146        0.12058374
       -4.83058357       17.55036959        0.26176494       16.23840833        0.91511241        0.13508390
       -4.82058357       19.68868416        0.27616387       18.32646126        0.93594322        0.15011581
       -4.81058357       21.80720191        0.28723862       20.40586995        0.94841387        0.16567948
       -4.80058357       18.09096170        0.24464742       16.77621823        0.90971437        0.16038169
       -4.79058357       13.41712681        0.19532786       12.21645478        0.86031976        0.14502441
       -4.78058357        9.74472086        0.14905646        8.78896422        0.69833275        0.10836742
       -4.77058357       12.40332980        0.25371170       11.21071951        0.84630522        0.09259337
       -4.76058357       18.31554241        0.32693215       16.48835754        1.35262176        0.14763096
       -4.75058357       27.14551454        0.36469914       24.38325789        2.14528468        0.25227283
       -4.74058357       27.75044353        0.35126873       25.13591947        1.99335998        0.26989535
       -4.73058357       26.81363420        0.35378606       24.48143378        1.71518192        0.26323244
       -4.72058357       26.30708023        0.36679006       24.11704711        1.56812738        0.25511567
       -4.71058357       26.77902796        0.39769375       24.56721007        1.56394295        0.25018119
       -4.70058357      106.33289241        1.95871795       96.50772463        6.88453754        0.98191228
       -4.69058357        6.51859402        0.07545886        6.04320325        0.34142503        0.05850688
       -4.68058357        8.03413399        0.10198473        7.44015685        0.42161791        0.07037450
       -4.67058357       10.06981578        0.14051300        9.30434865        0.53826966        0.08668448
       -4.66058357       12.07344213        0.17622001       11.13863826        0.65513275        0.10345110
       -4.65058357       14.04501304        0.20910578       12.94302570        0.77220719        0.12067437
       -4.64058357       15.61186438        0.22733757       14.23992373        1.00563638        0.13896670
       -4.63058357       21.77065176        0.29808120       19.80798718        1.46807172        0.19651166
       -4.62058357       27.74110216        0.34849605       25.33975633        1.79371689        0.25913290
       -4.61058357       23.63003160        0.29772237       21.28207271        1.79400083        0.25623569
       -4.60058357       49.28541946        0.86993792       45.41655097        2.62273890        0.37619167
       -4.59058357       12.88460121        0.15183059       11.98987499        0.63550300        0.10739263
       -4.58058357       20.36768264        0.29561531       18.71432784        1.18581554        0.17192396
       -4.57058357       17.79540594        0.23042381       16.34584752        1.06340237        0.15573224
       -4.56058357       17.35397078        0.22220064       15.91419960        1.05921459        0.15835595
       -4.55058357       22.06620538        0.29301603       20.12204657        1.44627282        0.20486996
       -4.54058357       26.59703713        0.40024657       24.21053350        1.74361016        0.24264690
       -4.53058357       21.84340051        0.31392198       19.93415739        1.38972774        0.20559340
       -4.52058357       22.01139720        0.32279595       20.10218259        1.37953069        0.20688797
       -4.51058357       14.78676906        0.19300490       13.44106242        1.00872821        0.14397353
       -4.50058357       13.44776726        0.15077148       12.16430335        0.99604900        0.13664343
       -4.49058357       14.72503042        0.15701924       13.31894734        1.09616780        0.15289604
       -4.48058357       15.94884404        0.16555305       14.44844841        1.16486615        0.16997642
       -4.47058357       17.11920813        0.17637292       15.55280657        1.20214405        0.18788459
       -4.46058357        6.47718852        0.05227591        5.83487802        0.50766644        0.08236816
       -4.45058357        5.41986562        0.04072531        4.87456809        0.43258313        0.07198909
       -4.44058357       13.99580457        0.14584370       12.98009966        0.72083136        0.14902985
       -4.43058357       18.53734786        0.21568022       17.06772313        1.05282911        0.20111540
       -4.42058357       21.86646248        0.23628630       20.04310681        1.33298216        0.25408721
       -4.41058357       15.41572073        0.15995504       14.10201423        0.97905173        0.17469972
       -4.40058357       23.56712428        0.30565131       21.87793842        1.16184009        0.22169446
